GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
3,17,2,8,20,19.33,10.65,15,121,14,32,72,6,16,31,38200,30,37031
5,34,5,16,8,5.8,4.85,7,92,12,33,70,5,16,26,72200,38,60483
2,7,1,4,20,20,12.71,20,57,13,33,48,6,15,18,86700,31,75367
2,6,1,3,15,11.5,9.17,17,45,14,35,39,6,17,17,136800,30,75367
2,8,1,3,24,17,11.25,16,80,14,34,56,6,15,22,43900,31,47310
8,11,7,8,6,7.13,6.64,15,41,11,30,34,5,15,14,111100,34,65232
11,43,8,25,5,5.27,4.3,17,128,10,31,84,5,16,35,19500,23,27089
2,10,0,2,21,20.5,15.9,26,63,10,32,52,5,5,21,87500,11,42819
1,1,1,1,15,15,15,21,21,8,15,13,3,6,5,145300,34,90240
1,7,0,5,18,18,11.14,24,115,9,24,55,4,4,23,58400,17,45176
4,7,3,6,10,12.5,10.29,17,44,6,14,19,1,5,7,89600,22,0
3,9,3,7,30,26.67,17.22,23,92,13,35,64,6,17,26,72400,33,63009
7,26,4,11,5,3.86,3.58,20,88,12,31,63,5,15,23,37500,27,0
4,12,2,7,13,11.5,11.08,18,86,8,25,48,4,13,20,45300,28,0
4,16,3,12,11,9.5,8.44,17,126,15,36,73,6,16,30,49200,40,40054
2,9,1,4,20,18,13.56,25,95,11,32,62,6,16,25,25300,29,22654
4,11,2,6,10,12.5,9.55,15,102,19,40,79,9,19,35,48300,18,41062
2,14,2,9,14,14,10.29,17,88,15,34,66,6,15,24,48400,25,37412
2,36,1,16,14,14.5,8.5,17,129,6,16,67,3,9,27,38900,35,33047
2,5,1,3,15,12.5,9,16,80,12,23,46,5,9,15,139500,34,0
6,10,4,6,5,4.67,4.5,17,45,12,33,37,6,17,17,66600,36,66481
1,1,1,1,15,15,15,16,16,11,16,13,4,6,5,61400,34,46893
4,20,3,11,5,5.5,3.15,15,130,8,20,43,3,8,16,22500,22,0
5,24,2,12,10,10,15.38,15,116,12,33,72,6,17,30,48000,38,45840
7,10,4,5,6,6,5.5,16,57,13,28,42,6,13,16,34700,21,40444
2,8,1,4,20,16.5,13,19,86,13,33,56,6,15,23,108100,38,90213
1,1,1,1,20,20,20,16,16,13,18,15,5,7,6,49900,32,52305
5,5,2,2,8,7.2,7.2,16,33,14,30,28,6,13,11,39900,35,45576
2,6,0,1,20,18.5,17.17,18,63,10,26,40,4,4,14,66600,29,55011
9,11,6,6,5,5,5.09,21,36,12,30,30,6,16,14,115200,29,0
4,16,3,10,10,10,7.69,19,67,13,32,55,6,17,23,126300,54,71115
4,11,4,7,12,9.5,7.64,15,69,13,34,56,6,17,22,79100,40,0
6,16,4,8,5,3.17,2.63,18,117,13,31,55,6,14,23,42800,33,0
4,12,3,6,16,15.25,12.67,25,52,13,34,45,6,17,19,97000,29,0
2,12,1,7,14,14.5,13.42,18,65,14,35,58,6,16,22,52200,22,44133
3,5,1,2,17,17,14.6,16,51,12,31,39,5,13,16,109700,26,70892
3,6,3,4,30,27.67,25.5,17,44,13,31,39,6,16,16,58100,28,42009
3,3,3,3,35,30,30,22,33,13,31,30,6,14,12,64300,23,52514
6,27,4,14,3,3.33,3.41,15,123,12,28,68,5,13,29,97500,30,0
3,4,2,2,20,20,20,15,28,12,26,24,6,13,11,50500,47,47212
3,15,3,13,32,26.33,12.8,16,127,14,36,75,6,17,34,55100,37,59357
3,9,2,5,10,10,8,21,80,12,31,56,6,15,21,48500,36,58821
2,3,1,2,15,15,11.67,22,52,10,23,32,4,9,11,33300,33,0
3,11,2,9,13,11.67,5.82,24,113,11,31,59,5,14,25,77800,35,64484
5,19,4,14,10,10.8,8.16,21,124,12,32,73,6,17,31,70000,29,0
3,3,0,0,25,23.33,23.33,19,32,13,28,26,6,6,11,43000,36,42507
3,4,1,1,21,17,19,15,31,12,27,26,5,12,10,88700,30,37546
5,7,3,5,15,18.4,16.29,25,52,12,33,44,6,16,18,57300,25,45788
4,5,1,2,19,18.25,16.6,18,41,13,33,36,6,15,14,80000,31,45788
5,5,4,4,10,9.4,9.4,17,30,11,25,24,5,12,11,44100,0,45788
13,63,9,29,2,3.54,3.22,15,129,12,29,87,5,16,35,74800,37,51091
9,37,8,22,4,6.44,6.19,15,130,15,34,86,6,17,33,40400,39,51091
3,3,1,1,17,15.67,15.67,22,32,12,30,28,6,14,12,50200,45,45235
2,9,1,3,14,14,10.22,16,80,15,34,54,6,15,22,72500,25,57372
2,3,2,2,10,10,8,17,20,14,22,20,6,10,8,42800,33,50030
5,7,4,6,10,9.6,8,23,44,12,31,37,6,15,15,64800,38,0
1,7,0,3,25,25,13.57,24,111,11,29,59,6,6,25,33400,33,0
3,14,1,9,15,14.05,9.8,18,125,13,33,70,6,16,29,64600,33,0
5,30,3,17,4,4.4,3.97,21,126,11,26,74,4,11,29,76400,32,0
3,26,2,11,10,10,5.88,17,126,13,35,80,6,17,34,47900,30,51507
3,4,2,3,20,18.33,15,15,39,12,32,31,6,15,14,66300,35,65871
5,19,3,10,10,8.4,5.26,23,101,12,34,63,6,17,27,55600,26,57954
2,9,1,4,15,15,10.11,22,77,12,33,54,6,16,23,69300,32,62310
2,8,1,6,12,15,10.88,8,63,23,42,66,11,20,26,159600,24,80468
4,4,2,2,12,10.5,10.5,18,32,12,29,27,6,14,12,241700,41,89045
1,7,1,5,25,25,18.43,19,80,7,20,48,4,12,20,271200,21,89045
2,15,1,9,15,15,7.87,22,128,12,33,66,6,16,31,55400,26,56996
5,5,3,3,25,23,23,15,33,14,33,31,6,15,13,159500,36,98346
1,6,1,5,23,23,9.17,18,104,14,28,43,6,11,17,101100,31,67354
8,16,8,12,15,11.88,9.94,17,88,14,34,63,6,17,24,70900,45,56250
3,8,1,4,25,20,13.88,15,88,13,33,58,6,15,22,91300,21,64385
7,18,1,6,5,4.57,3.33,15,102,13,31,55,6,13,20,95100,40,64385
7,9,4,5,5,5.57,5.22,18,41,6,26,29,4,14,13,68700,22,0
1,6,0,3,20,15,17.5,5,66,19,35,49,7,7,19,61300,12,16921
4,14,2,5,14,13.5,12.43,7,73,25,46,94,11,21,36,37600,25,45397
2,2,2,2,30,27.5,27.5,17,33,13,31,30,6,14,12,34800,21,29143
1,18,0,8,10,13,8.67,6,92,19,37,75,7,7,26,52400,17,54371
2,5,1,2,16,15,10.6,15,67,10,26,42,3,9,15,80600,24,95516
3,15,3,9,13,13,10.73,17,91,13,31,62,6,17,27,111400,27,0
3,31,2,15,10,28.33,17.23,18,128,13,34,83,6,17,33,72600,26,57274
1,1,1,1,20,20,20,21,21,10,17,15,4,7,6,147200,31,75047
2,10,2,5,21,20,11.1,20,111,13,35,66,6,17,29,180900,20,85873
7,28,7,19,8,8.57,7.61,11,97,29,50,90,11,22,35,92300,29,72554
1,21,0,12,12,12,7.81,19,125,12,32,77,5,5,32,56800,29,54499
4,11,2,4,11,10.5,9.55,18,81,13,33,53,6,17,22,40000,38,43750
1,8,0,1,25,25,23.13,18,102,13,31,66,6,6,27,56700,41,39928
7,32,5,18,9,8.57,7.56,19,130,12,31,82,6,17,34,47500,32,51946
6,7,3,3,6,6.33,6.14,17,40,13,32,35,6,15,14,52900,35,56724
2,2,0,0,15,10,10,18,28,10,22,20,4,4,8,84100,33,60320
4,15,3,8,5,5.5,5.33,17,81,15,33,60,6,15,22,54900,30,57132
3,12,1,8,12,11.33,6.75,16,126,14,33,62,6,14,28,56900,32,49432
1,14,0,9,16,16,6.57,18,130,11,29,64,4,4,27,49400,40,41098
2,11,2,7,10,10,14.09,15,57,14,36,53,6,17,22,49500,24,47582
1,2,0,1,16,16,13,23,40,10,28,31,4,4,11,96200,31,63701
5,19,3,9,25,16.6,12.26,18,111,24,45,103,12,22,42,46600,29,44779
2,5,1,3,17,16,10.6,16,76,12,31,50,5,13,19,77000,30,51918
7,15,3,6,7,6,5.33,7,62,26,47,66,11,21,27,81700,0,0
1,7,0,3,16,16,12,26,109,12,30,62,4,4,26,89500,44,63917
3,21,1,10,5,5,4.9,18,130,10,28,72,4,11,29,34700,29,46170
4,12,1,6,7,7.5,6.17,15,93,12,28,59,5,12,23,57400,42,0
4,7,2,4,15,14.5,12.14,24,65,11,33,46,6,17,19,75500,25,64775
3,5,3,3,14,13,12.2,15,28,26,40,40,7,14,12,95100,0,0
5,17,4,12,10,10.4,8.29,19,112,13,35,76,6,17,30,48600,23,46774
1,19,1,13,10,10,8.89,23,129,4,13,56,2,7,22,31800,30,44845
5,7,4,6,12,9.6,8.57,21,44,12,31,36,6,15,15,52100,19,54146
1,5,1,3,21,21,11,24,75,11,30,49,6,14,18,55900,29,56500
6,27,5,20,5,3.67,3.52,24,129,14,34,82,7,18,34,94300,33,66796
2,19,1,14,30,27.5,13.11,19,129,13,35,81,6,17,34,41700,28,43514
4,12,3,9,10,11.5,8.42,20,116,14,33,70,6,16,29,58400,25,0
3,23,1,13,15,12.67,7.91,19,128,13,34,81,6,16,33,76400,30,0
4,9,2,4,25,25,22.22,19,96,14,36,68,6,17,26,69000,34,60591
1,15,0,7,10,10,11,25,128,10,28,71,5,5,28,78400,23,0
3,7,2,4,12,12.67,11.29,17,56,13,34,48,6,16,19,89000,15,0
4,22,2,12,20,18,13.32,21,111,13,33,78,6,16,29,90000,27,58868
3,6,1,2,5,8.33,9.17,16,56,6,22,42,1,7,10,84000,51,0
4,19,1,12,12,11,8.58,18,130,14,32,73,6,15,32,64100,29,0
8,31,5,18,3,3.63,3.52,21,128,10,32,75,5,16,31,56300,24,44931
3,8,2,4,15,12.33,9.25,6,53,22,36,42,5,12,14,81300,36,44821
6,7,4,4,12,10.67,9.86,16,30,14,28,27,6,12,10,57800,32,50640
1,8,1,6,20,20,12.25,16,116,13,31,67,5,13,27,43800,38,0
3,12,2,11,15,18,15.92,22,122,12,33,67,6,17,30,22900,36,0
5,19,3,13,6,5.8,5.05,18,127,7,21,51,3,9,19,60400,33,50240
1,6,0,2,15,15,10.5,19,77,11,25,45,5,5,18,52900,44,50576
3,12,2,6,10,10,6.33,16,87,14,31,58,6,13,21,60000,38,0
4,6,4,5,10,6.75,5.83,16,29,13,27,26,6,13,12,15000,26,30000
3,13,0,8,10,11.67,5.54,18,130,14,32,68,6,6,30,37400,31,0
11,23,5,10,10,9.18,7.83,15,88,16,37,59,6,17,23,69100,33,54771
9,11,6,7,10,7.33,6.73,20,41,13,34,38,6,16,15,55100,34,54771
1,5,0,2,20,20,14.4,19,52,13,32,40,6,6,17,39700,51,0
7,10,4,5,10,11.57,10.6,22,40,12,33,36,6,16,15,39300,38,44174
3,10,3,8,15,10,7.3,24,88,10,27,71,4,12,27,58600,32,54871
3,5,2,2,12,10.67,9.8,17,40,13,31,34,6,15,14,44300,27,45895
1,5,1,4,50,50,33,24,65,8,19,41,5,12,17,68800,31,42403
9,16,5,8,5,4.78,4.75,14,75,24,44,62,10,19,25,108500,32,67061
5,9,2,3,20,16,14.22,15,44,14,36,43,6,17,17,74000,27,67061
2,5,2,4,19,19.5,15,21,51,12,32,42,6,16,18,104300,33,77155
3,4,3,3,5,8.33,7.5,15,29,11,22,21,6,12,10,94300,30,76209
11,24,7,12,13,11.55,11.5,20,67,14,36,59,6,17,23,67300,30,62557
3,16,3,10,18,14.67,11.31,16,113,8,17,43,4,9,17,71300,21,61196
2,3,1,1,11,9,7.67,17,23,12,20,18,6,10,8,72500,27,62556
3,14,2,9,10,15,8.36,15,129,15,31,73,6,14,28,85600,28,0
7,7,5,5,5,4.86,4.86,15,32,13,27,28,6,13,11,126000,33,62012
2,2,1,1,15,10,10,19,29,10,23,20,4,9,8,130400,0,87850
2,3,1,2,15,17.5,15,16,41,13,33,33,6,15,14,104000,29,67825
5,11,3,5,10,7.4,6.82,18,127,13,35,58,6,17,27,92300,29,75203
1,6,0,4,15,15,7.5,18,92,10,24,45,4,4,18,62700,32,50457
1,8,1,7,20,20,17.5,18,112,13,32,65,6,15,27,78900,30,0
3,13,2,7,10,14.33,10.08,17,113,13,31,70,6,16,29,27300,23,26291
2,2,2,2,15,10,10,15,29,8,18,19,2,6,6,27700,27,21867
1,9,0,6,20,20,10.56,26,99,10,30,63,5,5,25,56500,38,48327
3,8,2,5,14,10.33,7,16,105,14,26,53,6,11,20,137500,12,44702
4,19,3,10,10,10,8.47,23,123,12,34,74,6,17,32,57500,24,55075
2,8,1,5,17,16,11.25,17,89,14,31,57,7,15,24,67700,40,53851
3,8,3,4,12,10.67,9.38,17,77,13,32,52,6,14,19,208300,24,0
1,4,0,2,17,17,11,17,62,11,28,40,5,5,15,42100,29,41639
4,12,1,4,10,11.75,9.33,15,81,13,34,58,6,16,23,47600,27,45816
2,10,0,6,15,12.5,9.5,15,123,11,29,64,4,4,26,40600,24,47857
4,29,2,9,6,7.5,5.45,4,75,29,44,86,7,15,22,67900,28,55681
6,18,3,14,6,4.83,4.44,17,126,12,31,69,6,16,31,33100,38,50244
4,13,2,8,16,14.5,11.85,17,128,13,33,73,6,17,32,49100,32,43451
3,3,2,2,17,16.33,16.33,16,24,15,26,23,6,11,9,57300,38,51591
5,15,5,13,12,16.6,19.4,17,112,25,42,77,11,20,33,65500,43,48104
4,12,2,6,8,7,6.83,18,113,12,28,60,6,13,24,52200,27,52109
6,22,5,13,5,5,4.77,17,121,10,27,74,5,14,31,42200,43,44220
5,16,4,11,10,9.6,8.94,18,81,14,36,67,6,17,26,57100,41,0
2,8,2,3,15,15,10.38,4,45,12,24,29,4,11,11,30300,23,0
2,5,0,2,20,20,13.4,18,74,13,31,50,6,6,20,45800,26,48311
5,17,3,7,2,4,2.76,17,113,7,17,35,3,7,10,34500,28,48311
5,29,5,18,15,11.2,9.69,16,129,15,35,84,6,17,32,53300,39,48311
1,1,0,0,20,20,20,19,19,10,17,15,4,4,6,50000,31,0
7,17,4,12,7,5.29,4.35,18,123,12,32,67,5,15,30,18200,29,0
1,1,1,1,25,25,25,24,24,10,20,18,4,8,7,47000,30,0
5,11,4,6,11,9.8,7.55,20,52,12,34,47,6,17,19,48600,36,0
4,10,3,5,10,9.25,8.5,22,68,12,32,53,6,15,20,102700,28,65904
5,19,5,16,7,5.4,4.59,17,127,12,30,72,5,12,28,68700,30,36031
2,14,1,6,5,6,5.07,15,76,11,29,54,5,13,21,73700,33,0
4,12,2,5,10,6,5.25,18,80,12,34,56,6,17,23,63400,28,41161
4,21,1,11,7,6.75,4.43,18,129,12,32,76,6,16,33,57500,25,46098
2,5,1,2,15,15,8.6,21,57,12,29,40,6,14,17,89600,32,67408
3,3,2,2,20,10,10,18,36,12,31,29,6,14,12,99400,35,65650
2,3,1,2,20,15,11.67,18,38,14,32,32,6,15,14,60400,41,68536
3,3,2,2,9,8,8,16,24,13,24,24,6,11,9,106300,37,55513
3,14,2,6,20,20,15,9,125,20,42,80,8,19,34,88700,0,70928
2,18,1,10,17,16,11.67,26,113,10,31,73,5,15,28,64600,34,59263
3,5,3,4,20,12.67,10,24,40,12,33,36,6,16,15,57500,30,57344
7,11,5,6,15,16.43,12.73,24,41,12,31,36,6,16,15,48700,27,0
1,1,1,1,15,15,15,26,26,7,20,17,3,9,8,39100,28,42679
6,14,3,6,10,8.67,5.79,18,86,5,19,32,2,8,11,79200,17,0
3,11,2,8,10,11.67,7.36,5,77,16,29,45,5,11,14,96600,35,57822
2,2,2,2,20,12.5,12.5,19,28,11,23,21,4,9,8,92000,37,0
1,2,0,0,17,17,16,25,31,9,22,23,4,4,8,88900,27,52491
2,2,1,1,15,14,14,18,23,12,24,22,6,12,10,151500,33,105995
1,7,1,6,18,18,14.29,21,93,5,13,37,2,6,16,179300,24,92980
2,8,2,4,25,22.5,25.13,18,57,13,34,49,6,17,21,112200,19,70108
8,11,5,6,5,5.38,5.09,18,44,12,34,38,6,17,17,90800,22,72090
7,14,4,9,10,9.57,7.71,4,104,20,40,61,9,18,24,34700,39,41958
11,29,5,7,15,9.64,9.31,6,89,29,51,90,11,22,33,53000,34,49487
6,42,3,16,15,17.83,10.55,4,111,32,53,136,17,27,51,40400,28,48750
2,7,0,3,21,19,10.71,18,91,7,27,45,4,4,21,41800,23,52321
2,12,2,9,18,18,11.92,25,93,11,33,66,6,17,27,35900,30,51125
4,11,3,10,5,9.25,5.91,16,126,14,33,63,6,14,28,28100,30,34375
2,10,2,6,20,20,17.1,24,89,11,32,62,6,16,25,26700,31,37986
1,5,0,1,15,15,7,19,44,12,31,35,6,6,15,54200,23,44938
3,24,1,13,10,10,10.92,6,122,26,47,93,10,20,38,23500,29,44732
4,16,3,9,10,13.75,11.25,24,126,10,31,74,5,15,32,42800,32,41142
5,11,5,9,10,11.8,9.36,16,89,15,37,61,6,17,24,46000,21,0
6,34,5,19,10,10.33,9.12,4,129,31,52,123,7,18,35,28400,0,42125
1,17,0,7,11,11,7.53,19,129,11,24,65,4,4,26,55400,26,39029
2,14,1,5,16,14,8,15,88,12,31,58,5,13,23,46200,31,39029
4,32,1,17,15,11.75,8.97,15,127,14,35,84,6,16,33,39700,36,40450
2,2,2,2,15,10,10,18,24,12,23,20,6,11,9,33800,22,37083
2,3,1,1,20,15,15,21,32,12,26,26,6,13,11,42500,0,0
2,18,1,10,10,10,5.5,22,127,10,29,69,4,12,29,24700,23,25938
4,25,3,14,5,9,5.46,4,126,16,33,75,6,15,31,69600,29,54528
1,7,0,3,25,25,19.29,18,103,13,35,61,6,6,29,46900,41,42467
3,29,2,16,10,7.33,5.66,18,123,13,31,73,6,15,31,31800,29,33750
3,13,3,12,10,7.33,4.23,17,113,13,28,65,6,13,25,25300,29,36563
4,15,3,14,7,5.5,5.27,17,122,8,19,46,4,9,21,59300,27,0
5,6,4,4,12,10.4,10.67,18,33,12,31,31,6,15,13,33100,25,0
5,9,2,3,5,5,7.33,15,93,11,31,58,5,14,27,41900,28,40125
4,13,3,7,10,12.5,9.15,16,76,14,36,62,6,17,24,83200,30,48474
4,25,2,14,17,15.5,10.64,21,128,13,34,82,6,17,33,32000,23,32750
1,9,0,2,20,25,21.74,6,65,40,60,116,11,11,38,39500,34,25313
2,10,1,8,20,17.5,9.7,17,129,7,24,56,4,14,28,71700,31,50451
6,10,4,5,10,7.5,7.3,18,40,13,33,38,6,16,15,44500,38,0
7,44,5,22,16,16.86,13.66,23,130,14,35,109,5,16,33,55300,25,0
3,18,3,13,5,10,8.39,18,111,8,22,64,4,11,24,37500,26,38667
4,9,3,6,4,3.5,3.22,18,55,10,19,22,5,10,13,44600,34,38667
2,8,2,4,15,14.5,11.63,15,92,12,29,54,5,12,22,74700,46,38413
5,23,5,16,12,11.2,8.04,18,127,10,30,74,5,15,31,82800,40,41070
2,4,1,3,20,18,14.5,24,65,11,27,44,6,13,16,155400,31,83754
3,15,2,7,3,4.33,3.8,17,118,13,28,63,6,12,24,135500,16,113663
4,15,4,12,10,7.75,7,16,120,14,34,72,6,16,33,116500,33,62230
1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,184600,25,87665
2,11,2,10,30,27.5,17,16,124,9,20,53,4,11,26,183300,24,107272
4,12,3,6,10,11,9.83,16,68,12,31,58,5,15,22,140100,26,107272
8,25,5,14,10,8,5.88,21,104,12,32,72,6,17,29,61700,22,40165
1,4,1,1,20,50,22.5,10,17,28,33,32,5,7,6,160900,0,89773
4,7,2,4,12,12.75,11,17,45,13,33,39,6,17,17,254900,20,89773
5,18,5,11,5,3.6,3.06,15,107,10,27,60,4,11,25,234700,41,87767
1,2,1,1,10,16,13,15,17,14,18,16,5,7,6,171100,40,87767
1,3,0,1,25,40,35,18,44,13,35,41,6,6,17,96200,32,72452
13,56,8,24,7,10.31,8.29,17,93,35,57,147,11,22,42,89000,23,54341
1,1,1,1,25,25,25,21,21,11,18,17,5,8,7,136400,23,54341
2,2,1,1,15,12.5,12.5,18,28,11,24,22,4,10,9,66200,20,42613
5,14,3,8,5,4.8,5.29,20,92,13,34,71,6,16,27,91700,22,80104
5,13,3,5,20,22.4,18.46,15,89,14,34,65,6,17,25,91600,18,55087
1,8,1,4,16,16,11.13,20,75,13,31,52,6,14,21,150900,21,72339
1,7,0,3,15,15,8.43,25,92,9,29,54,4,4,23,118100,24,76959
2,5,1,2,25,20,19.4,18,40,12,34,36,5,16,15,140100,34,76673
5,14,4,11,5,6.4,5.36,17,122,13,31,65,6,14,28,367100,31,122155
1,34,1,14,25,28,15.85,14,122,33,50,126,7,17,33,95100,43,0
1,5,1,3,20,20,16.4,21,88,10,24,51,4,10,19,88900,27,74592
5,23,2,13,10,8.8,8.22,6,112,22,42,88,7,16,31,59000,30,65500
3,5,3,3,30,23.33,25,15,26,16,29,26,6,12,10,119100,30,69583
5,7,3,4,5,5,5,17,33,12,29,30,6,15,13,97800,27,69121
3,10,0,2,12,11.33,9.5,16,53,13,33,46,6,6,19,189200,33,91659
7,38,4,17,7,7,7.37,18,126,12,34,81,6,17,33,185200,26,86282
4,13,2,3,25,25,22.69,6,113,32,53,104,7,17,28,93100,0,59321
3,38,3,14,15,13,10.11,17,89,21,35,93,4,11,20,107500,32,71014
5,16,4,9,16,16,12.69,19,113,13,35,73,6,17,30,170800,14,0
2,13,2,8,15,12.5,8.77,21,113,12,28,68,5,12,25,110200,31,59014
2,2,2,2,20,16.5,16.5,24,32,9,26,24,4,11,10,141800,18,81157
3,13,1,10,10,8.33,6.15,17,122,12,32,69,6,16,29,88100,24,0
5,10,3,6,15,11,9.2,21,53,12,33,44,6,17,18,149900,31,72594
8,17,5,8,6,9.25,7.94,18,77,14,36,62,6,17,23,108100,24,73508
4,6,3,4,12,11,9.83,21,41,12,31,35,6,15,14,157800,23,105247
5,29,3,18,5,6,5.45,17,130,15,35,99,6,16,34,67800,32,39604
1,4,0,1,20,20,20,21,100,13,30,56,6,6,22,56200,28,44965
1,6,1,4,36,36,20.83,18,89,13,32,57,6,15,23,109400,23,56916
1,8,1,6,10,10,10.63,23,92,12,32,59,6,15,24,69800,23,27096
1,16,0,9,17,17,11.19,18,103,14,31,77,6,6,29,101400,11,37766
6,69,2,14,25,21.33,17.33,10,111,29,51,124,5,16,30,100000,30,48639
2,12,0,2,25,25,24.75,15,103,22,42,92,7,7,28,104500,18,0
7,23,3,10,5,5.71,9.17,16,68,9,27,46,4,14,19,106300,22,48639
2,12,2,9,12,11,8.92,15,114,10,27,67,3,10,27,55300,21,58656
4,11,1,5,3,9.25,7.55,19,124,11,28,63,5,12,27,135800,17,70789
2,10,0,2,15,12.5,9.7,19,109,15,35,72,6,6,31,86700,24,31228
5,10,3,4,5,29.2,18.6,13,43,26,47,56,5,15,15,107200,23,0
4,12,1,3,10,13.5,10.75,4,62,33,50,68,7,14,20,149300,0,58656
4,7,3,5,5,9.25,7.86,6,53,20,39,48,8,16,18,94000,0,56544
1,3,0,1,35,35,30,18,57,13,32,42,6,6,18,92700,23,53637
9,15,5,6,10,7.67,7.93,13,42,32,53,57,8,18,17,85200,0,64766
3,3,1,1,11,7.67,7.67,18,24,12,23,20,6,11,9,30200,36,40079
6,32,2,13,12,11.33,10.72,18,109,15,37,76,6,17,30,60400,31,57075
13,39,8,21,3,3.15,2.58,15,130,14,33,80,6,17,35,71600,33,0
2,2,1,1,15,10,10,21,27,12,24,22,5,11,9,73900,33,50395
8,32,6,15,6,5.88,5.94,19,92,15,36,73,7,18,28,76500,26,65091
1,2,0,1,25,25,37.5,18,44,14,33,37,6,6,15,60600,34,61929
4,17,2,9,5,3.75,3.12,17,126,12,29,63,5,12,26,57600,33,37320
2,2,2,2,15,15,15,24,29,10,23,22,4,10,9,60700,36,0
5,43,4,23,10,10,8.37,21,130,11,32,83,5,16,33,106300,24,55033
1,13,1,6,15,15,8.08,22,64,12,31,53,6,15,20,34700,48,48341
2,7,1,3,15,10,6,26,64,7,22,41,4,12,15,44000,29,51181
4,9,2,4,15,15.5,14.22,17,67,13,34,58,6,16,23,47200,30,48554
5,20,2,9,5,5,4.7,16,104,13,32,68,5,13,26,56800,37,47942
10,18,4,5,6,5.8,5.56,20,52,6,26,40,4,15,17,25800,5,42796
4,15,3,9,5,7.5,5.87,17,89,13,32,60,6,17,25,19200,18,37883
5,13,4,9,10,11,7.92,15,123,13,30,71,6,15,30,72000,30,65846
3,5,2,3,10,6.67,7,18,38,12,29,30,6,13,12,29000,37,35263
4,16,3,13,20,16.25,10.75,19,105,13,35,75,6,17,30,42700,41,48940
2,6,1,4,10,12.5,9.5,17,89,13,29,49,6,13,19,82000,45,37990
7,31,4,10,5,5.29,5.13,9,79,26,47,88,9,19,25,39700,0,0
2,6,0,2,25,20,11,15,67,12,29,46,5,5,18,41800,39,46477
2,7,1,3,29,30.5,25.57,15,65,14,36,58,6,17,22,76400,45,64196
6,33,3,20,3,4.33,4.85,18,129,10,31,81,5,16,33,41300,37,39375
2,3,1,2,15,12.5,10,26,39,10,28,28,4,13,13,35000,36,40508
1,4,0,1,25,25,21.25,17,68,12,26,45,6,6,18,48500,30,47256
2,14,1,6,20,15,13.21,5,76,29,47,76,8,17,24,86700,33,54684
3,3,2,2,15,9.67,9.67,16,30,12,26,24,6,12,10,87900,35,54684
5,9,1,4,28,27.8,17.89,18,53,12,34,43,6,17,20,47000,41,43731
1,11,0,4,15,15,8.36,18,68,16,35,67,5,5,24,58000,29,53929
2,5,0,3,15,12.5,10,18,69,6,15,29,3,3,10,33100,36,0
1,5,1,3,15,15,10.6,21,75,10,26,45,4,10,17,43900,32,49492
5,20,3,10,5,4.6,4.2,17,86,12,33,66,5,15,24,47000,37,41594
1,1,1,1,15,15,15,20,20,8,15,13,3,6,5,146200,31,59396
2,44,1,19,12,11,8.36,20,128,11,28,95,4,12,32,50400,26,40389
4,9,2,3,10,9.25,9,18,44,12,34,38,6,17,17,34000,34,36503
2,3,0,1,20,15,11.67,19,54,14,27,34,6,6,12,38000,28,40417
1,8,1,1,15,15,19.5,7,37,27,32,50,5,7,6,30300,35,35833
3,15,1,8,20,15,10.27,21,112,12,33,75,6,17,34,18200,30,31172
3,3,1,1,13,10,10,18,26,12,25,22,6,12,10,119100,31,82506
3,12,1,6,10,10,7.75,16,56,14,34,51,6,15,20,184400,28,82506
8,19,6,10,25,20.13,18.42,6,53,32,51,78,11,21,26,160200,25,75543
2,14,0,9,5,7.5,8.21,15,105,10,27,64,4,4,23,83400,26,80831
1,21,1,11,17,17,5.57,26,94,9,26,59,4,11,23,49600,38,45583
4,5,3,3,3,7.5,6.6,24,29,11,27,25,5,13,11,63100,34,50957
1,1,1,1,20,20,20,23,23,8,15,13,3,6,5,178300,26,77857
2,8,1,4,25,30,26.25,20,105,13,35,65,6,17,28,73300,42,52582
1,1,1,1,15,15,15,21,21,8,15,13,3,6,5,224100,10,53349
3,4,1,1,5,6.67,5.5,17,40,12,22,21,5,9,8,118000,31,0
4,25,2,12,17,15,14.72,7,122,21,38,90,7,15,32,33400,41,39460
6,25,5,19,5,5,4.4,19,129,12,32,80,5,14,30,72000,38,43250
5,10,2,3,10,7.6,6.1,15,85,13,31,48,5,13,19,15000,35,22500
4,27,1,15,10,10,7.63,4,128,19,38,90,7,15,32,31300,35,27338
3,8,2,5,15,14,10.13,20,88,13,31,54,6,14,22,116200,35,63034
1,1,1,1,20,20,20,17,17,10,15,13,4,6,5,84400,35,0
3,13,1,6,28,27,19.92,15,93,13,34,69,5,15,26,57600,35,57228
1,1,1,1,25,25,25,15,15,11,15,13,5,7,6,82500,41,56157
2,21,2,11,10,10,8.62,24,120,12,32,78,5,15,31,54500,33,40898
1,1,1,1,25,25,25,23,23,10,21,19,4,9,8,63200,46,56722
8,20,5,10,5,11.13,8.1,15,86,14,33,59,6,16,23,18400,16,0
