TARGET,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
21,2,6,0,2,15,15,12.33,15,70,12,32,53,5,5,20,193800,44,79524
10,3,6,2,3,20,18.33,14.33,25,65,11,29,46,6,15,18,216600,36,53750
17,1,7,0,4,15,15,10.71,24,73,11,30,51,5,5,20,109700,30,51904
10,8,16,6,12,5,7.5,6.56,17,105,14,35,69,6,16,28,136200,9,78765
20,1,9,0,5,20,20,11,18,69,13,32,51,6,6,20,81000,50,55882
7,8,30,6,15,20,6.75,5.2,6,122,19,39,79,7,18,32,62900,35,0
5,8,24,5,14,4,4.88,3.5,19,122,8,26,66,3,13,28,37600,25,34013
8,6,7,4,4,8,5.67,5.43,16,32,13,30,29,6,15,13,71900,32,30392
20,2,4,2,4,12,11,11.75,16,44,14,30,33,6,12,12,357300,0,105701
10,1,24,0,12,10,10,5.13,19,126,11,24,70,4,4,25,36300,37,0
12,12,56,9,26,8,5.17,3.59,4,130,49,71,141,17,28,46,68500,13,0
15,1,12,0,1,12,12,10.83,26,113,9,28,64,4,4,25,187600,30,45590
10,4,13,1,7,10,8.5,9.77,15,119,15,32,73,6,13,26,42800,29,35890
21,2,4,0,1,15,15,11.5,24,53,11,30,39,5,5,16,31300,34,34496
5,5,27,2,19,5,5.8,5.52,17,130,13,32,80,6,16,33,55000,38,34609
15,2,6,1,2,15,11,7.17,16,96,12,27,51,5,11,20,163300,23,91382
9,5,6,3,4,8,6.8,6.5,16,40,13,31,33,6,15,14,98100,41,45396
20,6,17,4,11,20,16.83,14.41,15,127,9,23,52,4,11,19,16700,32,34792
10,5,6,2,3,10,9,9.17,22,41,11,31,34,5,14,13,57100,32,49690
25,1,2,1,1,15,20,17.5,15,17,12,17,15,5,7,6,262700,23,0
20,1,1,1,1,15,15,15,20,20,10,17,15,4,7,6,106300,35,0
15,3,9,2,2,15,11.33,13.89,6,29,37,51,63,7,14,13,108400,37,68103
14,2,21,1,9,14,13,8.48,16,101,13,32,72,5,13,25,87000,45,59670
11,3,10,1,7,10,10.67,5.7,17,126,6,16,44,3,8,18,40600,45,35439
10,4,6,2,3,11,11,10.83,19,40,13,34,37,6,16,15,47300,28,49118
25,1,1,1,1,25,25,25,16,16,12,17,14,5,7,6,112400,24,73713
15,3,11,2,7,15,13.67,9.73,20,119,13,32,61,6,15,27,56900,34,0
21,4,11,2,5,5,13.5,9.55,14,52,14,33,43,6,15,18,443000,19,53913
21,1,1,1,1,15,15,15,19,19,10,15,12,4,6,5,28100,23,34280
5,1,2,1,1,10,20,15,18,20,13,21,18,6,10,8,144900,24,63253
30,4,4,3,3,50,28.75,28.75,17,29,11,25,23,5,12,10,155500,33,64506
14,3,3,2,2,20,11.33,11.33,20,32,12,28,26,6,13,11,75500,13,30226
5,2,4,1,2,16,14,12.5,22,53,12,30,40,6,14,16,59200,32,49690
25,3,5,2,3,25,26.67,25,18,66,15,29,43,6,13,16,122300,31,0
26,2,15,0,8,21,21,15.73,18,129,13,34,81,6,6,32,41700,45,41084
5,4,15,3,10,7,5.5,3.8,16,122,13,34,63,6,16,31,63900,35,40186
15,1,19,1,12,15,18,12.63,16,122,14,36,82,6,17,35,591400,14,69288
20,1,1,1,1,20,20,20,16,16,12,17,14,5,7,6,92800,41,40987
16,1,6,0,2,16,16,12.33,18,77,11,26,48,4,4,16,35500,25,40824
20,1,2,0,0,15,13,14,19,20,13,20,18,6,6,7,64000,33,49923
15,4,4,2,2,10,11.25,11.25,15,29,14,28,25,6,13,11,73400,38,56843
10,2,11,1,7,15,15.5,12.55,16,91,14,35,63,6,16,26,561900,24,88402
10,6,21,3,9,10,7.33,5.57,9,81,21,42,69,7,18,26,93100,22,37327
7,5,5,3,3,5,6.4,6.4,16,35,13,32,29,6,14,12,49100,22,35376
25,2,9,1,6,30,27.5,16.11,18,128,13,34,71,6,17,31,42900,21,41250
19,4,4,3,3,20,14.25,14.25,23,36,13,34,33,6,16,14,88300,28,59959
21,1,9,0,6,15,15,8.67,19,126,11,26,62,4,4,25,65000,25,36027
15,2,18,2,15,15,15,10.06,21,131,12,31,80,6,15,32,33500,25,44032
7,4,5,3,3,6,5.5,5.2,15,28,12,25,23,6,12,10,117100,37,65663
5,7,11,6,7,10,11.43,10.97,16,57,14,35,48,5,15,18,95500,27,81921
10,5,13,2,5,6,9,7.54,18,80,8,30,53,4,15,21,81900,27,0
10,4,28,3,11,10,10,10.5,15,134,31,51,117,5,14,31,68400,0,0
20,2,11,0,4,20,20,11.82,26,113,11,33,65,5,5,28,59600,38,0
20,1,3,0,1,15,15,14.33,26,75,10,22,41,4,4,15,169100,31,45053
8,3,34,3,16,11,8.67,6.85,16,130,9,24,70,4,11,26,136800,38,75373
4,6,7,3,4,4,4.33,4.14,15,40,12,30,31,5,13,13,31600,39,36906
7,8,12,6,7,5,5.5,5.5,17,41,13,30,36,6,16,16,118800,44,0
10,2,15,2,9,20,18,11.27,23,108,12,32,76,6,16,31,62600,49,35216
30,2,2,0,0,35,25,25,15,28,12,24,22,5,5,9,47500,35,56710
5,5,9,3,5,12,11.4,9,17,53,15,33,55,6,15,16,96900,29,80946
25,1,1,1,1,25,25,25,24,24,9,19,17,4,8,7,86600,47,46518
25,2,6,2,4,25,25,20.83,17,68,13,34,58,6,17,24,80000,27,63092
12,2,11,1,7,15,12.5,11.36,17,101,13,31,64,6,15,24,60900,24,31987
5,5,7,3,3,5,7,6.57,18,32,12,30,28,6,15,13,81300,17,0
20,3,7,2,4,20,16.67,11,17,68,13,31,48,6,15,20,182800,40,36989
11,8,16,3,8,5,5.25,5.44,15,75,13,34,58,6,17,23,54000,18,40935
4,5,18,2,9,6,4.6,3.56,18,111,11,31,63,5,14,27,36000,40,43618
25,6,24,5,12,35,34.5,28.04,17,77,14,34,66,6,17,25,321300,21,78948
50,2,2,1,1,20,12.5,12.5,18,27,11,23,19,5,11,9,0,33,0
4,6,15,2,6,6,6.33,5.8,17,64,11,32,49,5,15,21,40700,25,22031
10,2,9,0,5,21,18,12.56,18,126,14,35,67,6,6,30,139000,79,0
20,2,2,2,2,16,13,13,24,35,9,24,22,4,11,10,91500,58,51004
5,5,9,2,5,5,5.4,4.56,16,77,8,20,30,4,9,11,78600,40,62188
11,3,3,2,2,12,11.33,11.33,17,23,12,23,21,6,11,9,56600,42,49614
16,2,11,1,10,16,15,12,21,113,7,21,55,4,11,24,141200,45,67447
23,2,14,0,7,23,22,9.29,18,130,13,35,75,6,6,32,51700,68,35314
15,1,10,1,6,15,15,9.8,16,113,15,34,68,6,15,27,37700,33,39750
7,5,17,3,10,15,8.4,8.41,15,91,13,32,64,5,13,25,125900,11,46563
10,4,13,2,8,10,10,9.23,21,105,13,34,66,6,17,28,92300,29,0
5,3,5,2,3,5,6.67,10,18,62,12,30,41,6,13,15,99600,36,0
20,4,38,1,9,20,21.25,19.74,9,122,59,78,174,10,19,37,513200,35,0
26,2,4,1,1,21,18,13,17,55,13,33,40,6,15,16,337300,37,50016
15,3,16,3,10,15,17.67,17.19,16,124,14,35,80,6,17,33,82100,38,70174
7,6,18,4,10,5,5.33,5.33,16,86,8,28,60,3,13,22,100900,52,47240
10,1,20,1,16,10,10,9.25,21,124,11,26,75,4,10,28,105700,29,71115
26,2,18,2,11,10,8.5,5,16,130,12,25,69,4,9,24,92700,32,62218
17,5,9,2,4,13,12,10,15,41,14,33,37,6,15,15,90000,24,14288
20,0,1,0,0,15,0,15,23,23,8,8,13,3,3,5,293000,13,0
15,1,12,1,7,15,12,9.75,18,86,15,35,63,6,15,24,87800,23,73101
16,2,3,1,1,20,8.5,12.33,15,32,13,28,26,5,11,10,63300,35,38796
11,4,10,3,7,12,9.5,9.8,19,67,13,35,56,6,17,22,62600,40,41963
20,5,6,2,3,20,10.2,9,15,41,8,24,25,4,12,11,115500,26,88954
17,1,6,0,3,17,17,14.33,15,75,14,32,55,5,5,20,377200,30,68869
8,6,68,3,15,5,7.67,23.85,11,129,34,53,144,7,17,37,47600,31,43797
10,6,12,3,6,11,9.67,7.17,16,115,11,25,43,5,11,15,77200,60,44789
5,4,5,1,2,8,8,7,15,38,12,31,29,5,13,12,215300,29,0
10,5,54,2,10,12,9.8,9.56,4,159,33,51,113,9,17,29,47900,35,37412
20,2,4,1,2,20,16,13,16,75,13,28,41,6,12,16,177800,33,0
15,4,22,2,12,12,10.5,8,18,105,12,32,72,6,16,28,60200,27,52363
50,1,5,0,1,50,50,35,17,75,13,29,54,6,6,20,113900,28,67860
25,1,4,0,2,25,25,13,19,75,12,27,41,5,5,15,97500,29,0
26,3,9,2,6,25,21.67,14.56,17,93,14,33,63,6,15,23,44500,32,60290
27,2,8,1,5,30,27.5,20.25,18,81,13,35,60,6,17,26,86200,24,83356
20,1,1,1,1,20,20,20,17,17,10,15,12,4,6,5,105200,42,60250
20,1,1,1,1,20,20,20,21,21,10,17,14,4,7,6,67500,23,47778
6,5,16,4,9,5,6.2,5.38,22,64,13,32,50,5,15,20,0,23,0
31,3,15,2,7,16,12.67,9,16,75,14,34,56,6,15,22,69600,40,51574
6,8,31,6,17,3,4.63,3.84,16,88,22,43,81,10,21,31,63400,32,41642
14,3,16,3,14,14,12.67,8.75,17,105,8,18,42,4,11,21,49200,32,46608
10,2,5,0,3,20,15,20,18,88,14,26,47,6,6,18,27700,28,22716
10,6,33,3,13,10,5.5,5.61,6,78,24,42,73,6,15,24,572500,31,0
30,2,3,0,0,15,12.5,10,26,39,10,29,30,4,4,12,74800,48,46174
50,1,12,0,7,50,50,32.92,18,129,13,35,75,6,6,30,150600,31,67561
20,1,14,1,9,20,20,8.5,23,127,12,31,75,6,15,31,58600,38,38069
15,7,22,6,15,12,10.71,8.05,17,119,21,41,81,8,18,33,238700,19,0
5,6,13,3,5,12,11,9.31,22,64,11,32,56,5,16,22,81300,20,65326
15,3,8,1,2,15,12.33,12.13,4,57,20,41,52,7,17,18,98500,29,52553
5,2,16,1,4,7,7,4.88,18,69,13,30,52,5,12,19,72900,24,43804
10,2,4,2,2,6,12.5,9.25,20,33,13,31,32,6,15,13,51400,45,0
5,3,14,1,9,3,8.67,5.14,9,112,18,37,72,6,14,29,44800,9,41062
15,3,4,2,2,5,8.33,7.75,17,28,12,25,24,5,12,10,64400,28,43590
25,3,20,1,9,25,25,15.35,18,105,14,36,73,6,17,27,165600,41,44777
11,3,24,2,12,10,11,7,19,130,13,32,78,6,15,33,46700,40,39256
10,1,1,1,1,15,15,15,24,24,7,17,15,3,7,6,19800,31,20000
3,10,11,5,5,3,3.6,3.55,17,39,13,31,31,6,16,14,64000,29,74245
5,1,18,0,7,10,10,11.5,18,126,13,26,85,5,5,27,32300,35,29982
20,3,3,2,2,10,11.67,11.67,21,28,7,19,19,4,10,8,21800,37,35560
13,3,14,3,11,13,9.67,5.57,16,129,13,33,67,5,14,28,49100,35,40847
10,3,17,3,15,10,10,6.35,15,126,12,31,70,5,13,29,31100,22,31878
31,1,17,1,8,26,26,22.88,24,115,25,45,120,6,15,31,108900,40,47008
5,5,13,3,7,5,5.4,4.62,22,105,12,31,54,6,15,21,181200,37,72252
16,4,20,4,12,17,15.5,10.7,21,113,14,35,83,6,17,31,151800,33,29808
12,4,15,3,11,14,12.5,9.53,17,131,13,31,72,6,14,29,47500,18,34269
15,1,2,0,0,20,10,15,18,20,13,21,18,6,6,8,103400,38,61875
10,3,13,1,5,20,16.67,10.69,24,113,8,24,47,4,12,15,85200,35,0
12,4,5,2,2,7,6.75,6.6,15,24,14,24,22,6,11,9,82100,37,57986
3,7,8,6,7,3,4.29,4.13,4,33,13,27,29,7,15,13,117300,39,53046
10,3,9,2,8,10,14,12.78,19,119,13,32,67,6,15,29,41600,34,0
20,1,2,0,0,17,17,16,18,34,10,24,24,4,4,9,94000,53,56295
6,4,12,2,4,7,7.25,8.5,18,103,7,22,40,3,10,14,379900,40,110830
10,4,4,1,1,8,6.5,6.5,18,32,12,25,24,6,11,9,64300,21,41744
11,3,11,0,5,10,9.33,6,18,92,13,31,58,6,6,22,61300,23,0
9,9,12,4,4,14,9.78,8.67,16,32,15,31,31,6,13,11,48100,28,28373
10,4,27,2,14,10,13,10.44,17,125,6,22,66,4,13,30,78800,43,54160
8,2,11,1,7,4,10.5,7.27,17,105,16,36,59,6,15,25,41600,28,0
6,5,5,3,3,6,5.8,5.8,18,33,13,29,27,6,13,11,30400,27,40204
10,7,13,3,4,10,7.14,7.85,4,41,31,52,57,8,18,17,144200,52,59035
5,3,7,2,3,10,7.33,6,16,65,14,29,45,5,11,15,226900,22,91021
10,2,7,0,3,6,9.5,7.14,17,52,13,31,39,6,6,17,52600,30,0
20,1,14,0,9,20,20,11.64,18,126,13,32,74,6,6,31,136400,29,45368
6,4,5,3,3,7,6,6,18,28,7,20,19,4,10,8,111200,36,41714
30,1,2,0,1,20,20,15,26,53,10,24,32,4,4,12,138200,39,0
8,12,25,7,12,9,7.67,6.12,16,113,14,36,68,6,17,27,107400,32,78802
15,2,7,1,4,20,15,27.14,18,75,14,34,60,6,15,21,69400,25,60673
75,3,7,1,2,100,116.67,103.57,4,45,16,38,68,6,17,18,291000,0,61461
10,3,12,1,6,20,19.33,11.58,17,87,8,28,51,4,14,22,58500,24,55086
21,2,6,2,5,0,18,12.33,8,52,12,31,43,6,16,18,107600,22,60858
21,1,1,1,1,15,15,15,20,20,8,15,13,3,6,5,225200,27,65740
35,1,2,0,0,20,20,17.5,26,35,9,25,24,4,4,10,100700,26,61534
20,3,8,2,6,15,11.67,8.88,16,88,13,31,57,5,13,21,72100,44,43551
9,4,18,1,10,13,10,8.06,18,89,14,35,67,6,16,25,161000,18,0
5,5,39,3,19,5,5,4.92,16,126,11,31,81,5,15,32,38700,37,35321
10,2,5,2,4,15,12.5,12,15,57,26,41,56,6,13,17,68800,27,77288
14,4,4,1,1,13,10,10,17,33,12,29,27,6,14,12,81500,9,0
25,2,4,2,4,20,17.5,16.25,17,41,2,6,9,2,5,6,570800,19,0
5,1,7,0,2,15,15,6.14,26,81,9,26,48,4,4,19,32000,34,36344
12,9,48,7,25,13,12.44,8.73,19,129,12,32,85,5,16,33,85500,42,63483
8,4,4,4,4,10,7.5,7.5,16,29,14,26,25,6,12,10,246900,31,37228
30,4,16,4,8,25,11.25,7.38,21,113,9,20,46,5,14,22,67000,36,0
6,6,8,5,6,5,6.17,5.63,18,40,12,31,33,6,16,15,125700,54,0
5,4,8,2,3,40,37.5,27.25,22,55,13,35,48,6,17,20,56300,24,37266
25,1,3,0,1,15,15,11.67,20,61,10,22,29,4,4,11,82100,31,0
11,5,29,3,14,7,5.4,4.34,20,103,19,40,98,6,16,32,72900,29,55375
14,4,18,3,12,15,11.75,5.19,23,128,8,20,54,5,13,28,33300,36,40200
20,1,1,1,1,20,20,20,17,17,10,15,13,4,6,5,70000,25,48912
4,8,16,5,7,5,4.13,3.81,16,44,14,36,43,6,17,17,208300,15,20967
10,1,2,1,1,6,20,13,15,17,10,14,13,4,6,5,175600,17,0
10,3,9,3,8,15,13,9.33,17,114,13,33,67,6,15,29,61100,31,55548
14,2,11,0,6,14,14,10.18,15,113,12,30,66,5,5,25,56300,21,45781
16,7,11,4,6,15,12.86,12.36,18,80,14,33,58,6,15,22,221100,20,67524
21,2,2,1,1,15,10,10,19,33,10,23,22,4,9,8,90200,27,46301
4,5,15,2,10,5,4.6,4.07,15,125,12,30,65,5,12,26,90200,25,82791
10,4,6,1,3,8,7.5,6.33,16,57,14,29,42,6,12,15,15000,28,30673
25,1,2,1,2,20,20,15,20,35,10,22,21,4,9,9,86500,34,50359
21,0,10,0,6,15,0,15.1,18,88,13,13,57,6,6,24,45600,34,43110
15,6,11,5,7,11,11.67,10.18,6,45,28,47,63,11,21,24,597000,38,174183
20,7,11,3,4,18,18.71,16.45,15,41,12,32,36,6,16,15,125000,37,53631
3,7,30,5,18,3,5.29,3.6,15,93,12,30,58,6,17,27,60700,41,39604
11,9,35,6,21,60,16.22,8.89,20,124,14,34,80,6,17,33,357600,26,97052
10,5,24,4,15,10,8.4,5.92,16,128,13,32,77,6,16,31,27500,24,39375
9,5,22,3,11,5,8.6,5.95,19,119,12,31,69,6,17,33,59500,25,50638
1,5,16,2,4,5,4,2.81,15,110,27,40,66,6,13,21,122400,35,70270
30,1,1,1,1,15,15,15,21,21,8,15,13,3,6,5,225000,12,0
10,3,10,1,5,20,16.67,11.7,18,93,9,25,58,4,12,21,47800,32,54327
25,1,17,1,8,25,25,12,24,112,12,32,76,6,15,29,27900,44,0
17,7,8,4,5,12,10.71,10,17,41,14,31,37,6,16,15,333300,41,0
35,2,17,0,8,30,28.5,15.18,18,128,13,35,77,6,6,33,215900,31,0
15,2,3,0,1,15,11,9,19,41,11,30,32,5,5,12,88100,0,0
32,4,16,1,9,30,26.5,19.63,19,127,14,36,78,6,17,34,91300,60,0
19,2,5,0,2,19,16,12.2,18,53,13,33,43,6,6,17,34900,26,42467
20,1,11,0,6,10,10,13.82,18,113,11,27,66,4,4,25,45400,34,38566
20,2,2,0,0,20,17.5,17.5,18,28,10,23,21,4,4,9,56600,52,53504
20,2,8,1,4,20,19,15,16,109,9,24,46,4,11,15,240800,29,0
5,2,10,1,6,15,15,7.9,15,121,12,32,64,5,14,29,110100,25,70504
8,6,31,5,19,9,8.83,7.55,8,126,26,46,93,10,20,39,83900,22,63444
50,2,3,1,2,50,37.5,33.33,17,57,13,30,41,6,14,17,85900,22,77130
11,2,36,2,19,11,10,8.19,16,127,13,31,82,5,13,30,61800,31,42043
15,3,9,1,6,15,12.33,11.33,16,119,13,33,64,5,14,29,87100,27,61496
22,2,4,2,4,16,13,9.5,21,44,12,29,33,6,14,14,63800,35,49486
26,8,17,5,11,50,19.75,17.53,18,88,15,35,67,6,17,25,75200,32,63159
22,2,2,1,1,16,13,13,16,28,13,26,24,4,10,9,53300,55,46440
15,2,3,0,1,15,13.5,12.33,19,53,12,27,33,6,6,13,51600,41,45709
25,4,5,2,2,25,21.56,20.64,16,33,14,33,32,6,15,13,150000,18,110058
20,5,11,4,8,15,14.2,11.45,15,65,15,37,54,6,17,20,0,7,0
5,7,8,5,5,5,4.86,4.88,16,32,13,30,29,6,14,12,84500,37,0
15,4,10,3,8,10,9.75,7.6,22,101,12,32,55,6,15,23,118600,19,76424
6,6,7,6,7,5,4.33,4.14,18,40,12,30,30,6,15,14,237500,33,61500
15,3,9,3,6,15,15,11.33,20,103,12,33,64,6,16,27,22100,0,0
10,1,9,0,5,25,25,9.44,15,110,10,26,67,3,3,24,123900,33,0
5,6,23,3,9,5,5,5.09,17,105,10,30,70,5,15,28,47600,28,41330
2,10,23,8,13,2,2.8,2.26,7,69,18,39,64,10,20,28,24000,27,45515
5,6,20,3,8,5,5,4.35,17,104,12,33,71,6,17,27,77600,38,44021
4,4,17,2,9,5,4,3.06,17,67,11,28,44,5,13,19,84100,37,80172
5,8,38,8,28,5,5,3.82,17,129,12,32,82,6,17,33,26300,24,39276
4,7,15,6,10,4,4.43,4.07,12,63,21,40,59,9,19,25,100600,0,50524
10,3,16,0,6,20,14.33,7.53,17,128,13,32,66,6,6,29,55300,42,35118
10,2,15,1,6,10,11,5.87,18,81,14,32,58,6,15,22,55000,22,0
10,2,12,0,5,20,13.5,6.08,18,121,12,32,66,5,5,30,187500,32,0
20,2,2,0,0,20,15,15,25,32,10,26,25,4,4,10,543800,17,27951
23,2,10,1,6,20,15,12.6,17,86,13,33,54,6,17,25,74000,24,0
13,3,12,1,7,13,13,9.67,19,80,13,34,62,5,15,24,65100,37,60483
10,4,10,4,7,10,10,10.2,17,80,8,27,55,4,15,23,46400,29,0
3,11,44,6,23,10,7.27,5.34,17,129,13,32,84,5,14,33,57000,35,50587
15,4,16,3,10,15,19,13.06,10,104,21,42,80,7,18,30,83500,38,46042
30,1,1,1,1,25,25,25,23,23,12,23,21,4,9,8,556700,42,0
20,2,6,1,3,15,12.5,9.33,18,79,14,32,48,6,14,19,39700,27,34337
15,3,10,1,5,15,13.67,9.7,24,88,11,33,60,6,17,26,77200,45,45313
20,1,8,0,1,15,15,9.63,26,64,11,32,52,5,5,19,94600,30,77218
3,7,12,5,6,3,3.43,3.17,18,40,13,31,34,6,15,14,42500,37,42596
5,6,8,5,6,7,6,5.5,15,42,10,29,32,5,14,13,153800,39,55139
10,7,13,6,9,15,13,11,16,86,29,50,79,12,22,32,98000,28,0
5,3,15,1,8,5,5.67,6.73,18,122,11,27,67,5,11,28,165300,27,0
10,2,2,2,2,15,10,10,21,26,11,23,21,5,11,9,85300,0,65784
22,2,5,1,4,19,18,12.2,17,51,13,31,40,6,13,16,280300,35,58918
17,3,6,2,5,20,16.67,13.67,17,51,13,34,45,6,16,18,96100,36,0
16,4,12,2,8,10,18.75,17.75,16,113,14,36,74,6,17,32,31300,35,27338
20,3,15,0,5,15,13.67,12.67,18,75,27,49,77,6,6,26,38900,23,32693
30,2,5,2,4,20,20,17,18,75,13,33,52,6,16,21,89200,49,44526
2,2,20,0,5,5,8,4.85,5,76,32,51,78,6,6,21,71700,31,48045
9,9,14,7,8,4,5,4.57,12,53,26,44,60,11,20,23,140800,32,71499
20,2,9,0,5,20,13.5,6.67,17,73,8,23,38,4,4,16,399200,22,97052
10,3,11,1,3,20,18.33,10.45,17,85,14,34,60,6,16,23,78300,30,43093
5,5,32,1,15,5,5.4,3.06,15,114,11,31,78,5,14,32,52300,32,45069
4,6,26,2,13,3,4.5,4.5,15,124,11,27,68,5,14,30,142000,31,45667
15,3,5,1,2,15,9.67,9.8,18,40,12,32,35,6,15,14,33500,21,32263
11,6,33,5,18,10,10.67,9.3,22,126,12,28,76,6,16,34,149300,38,41873
20,1,5,1,4,20,20,10.4,20,98,12,26,54,4,9,19,18400,19,31950
50,5,7,3,4,50,36,30.71,19,41,13,34,39,6,17,16,70500,47,40687
5,2,26,1,14,3,6,4.92,18,125,12,30,72,5,13,27,183200,42,55781
13,6,30,5,15,13,12,10.13,21,127,13,31,79,6,17,33,82800,30,0
10,3,14,2,7,10,10,9.43,18,74,15,36,54,6,16,21,50800,28,28785
10,8,28,5,17,5,7.5,6.5,16,120,14,34,75,6,17,33,91500,25,68333
25,3,5,3,3,25,33.33,40,16,57,15,37,52,6,17,21,208300,28,0
9,4,5,1,2,10,9,8.2,16,44,12,30,34,6,14,14,43800,33,42359
5,2,14,1,9,17,16,7.71,20,106,13,35,78,6,17,33,96600,29,56508
13,5,23,4,16,10,6.8,5.74,17,129,9,22,61,4,11,26,67300,35,0
15,4,12,1,4,15,12,9.5,10,99,22,39,67,7,15,25,55400,40,45691
10,5,6,3,4,11,9.6,8.83,15,44,14,33,40,5,14,15,73100,29,60373
20,3,4,1,2,20,15.67,13,18,42,12,32,32,6,15,14,23300,21,29081
10,3,5,2,4,9,9.33,7.2,22,44,12,25,29,6,12,12,82200,29,0
20,3,14,2,8,20,16,13.57,22,92,17,38,83,7,18,28,166400,47,41642
20,1,6,1,6,15,15,10,23,104,10,27,55,4,11,20,78000,47,59924
25,1,1,1,1,15,15,15,16,16,11,16,13,4,6,5,428600,26,92525
12,2,11,0,6,12,11,9.82,20,102,13,33,64,6,6,26,55600,45,0
25,3,5,1,2,20,20,16,21,41,12,32,35,6,16,15,51100,56,44167
12,2,9,2,6,15,15,12.22,25,86,14,34,54,6,16,24,121000,26,76594
10,5,12,5,7,10,10,7.58,22,56,13,35,49,6,17,20,130500,16,47702
5,7,30,4,13,5,5.57,5.08,4,103,44,64,96,11,21,32,133000,49,0
30,2,2,2,2,16,13,13,22,33,10,27,25,4,11,10,59700,24,53360
25,2,4,0,1,15,13,9.5,18,57,12,31,38,6,6,15,48400,42,57240
10,3,12,1,6,10,10.67,9.75,18,79,13,32,58,6,16,24,106200,15,0
10,1,1,1,1,20,20,20,16,16,12,17,14,5,7,6,91800,31,63093
10,5,19,1,7,8,7.8,6.42,15,79,14,35,62,6,17,25,101400,39,51104
15,4,6,3,5,15,15,15,18,33,7,14,15,2,6,6,128600,33,0
10,4,4,3,3,25,11.25,11.25,16,33,14,30,30,6,13,11,30200,17,0
15,1,1,1,1,15,15,15,24,24,7,18,15,3,7,6,240300,33,44944
12,4,15,4,11,13,11.5,9.13,20,102,13,32,71,6,16,28,47400,31,0
12,1,19,1,12,12,12,5.58,18,128,12,29,70,5,12,29,44800,32,44409
10,5,16,3,12,7,8,5.69,18,126,14,35,72,6,17,31,51900,28,62000
20,2,8,1,6,20,19,13,26,104,14,32,65,5,13,26,63000,35,51918
6,7,26,3,10,5,6.43,6.12,15,122,14,35,76,6,16,32,111000,53,29389
7,6,14,3,9,5,7.33,6.29,4,69,7,20,37,3,8,12,66700,0,0
10,2,2,2,2,21,18,18,17,24,13,23,21,6,11,9,228200,32,85823
12,4,12,3,7,10,13,11.25,18,65,13,33,55,6,17,23,127900,22,58656
25,6,16,5,9,10,21,12.75,12,79,21,40,65,9,18,26,93000,33,68048
10,3,5,1,1,10,10,8.2,18,28,13,26,25,6,13,11,67700,42,27318
15,4,8,2,4,15,11.25,8.63,18,56,13,33,44,6,15,17,75100,21,46901
7,3,4,1,2,15,11,9,21,41,12,28,28,6,14,13,41300,34,44742
11,3,11,0,4,12,10.67,7,18,122,13,33,66,6,6,28,337300,18,105465
11,4,15,3,7,10,11.5,10.87,21,92,8,25,66,4,14,24,71900,37,44928
17,5,10,4,7,18,17,15.2,16,71,14,34,59,6,16,22,127500,25,0
20,6,19,3,8,25,16.17,12.89,6,69,29,48,77,12,21,28,35100,38,35700
5,4,5,2,2,6,5.75,5.8,15,21,15,23,20,6,10,8,54800,37,38069
25,3,4,1,2,100,75,81.25,26,39,25,47,68,5,16,16,590800,40,80552
25,4,7,4,6,20,15,16.43,16,33,7,14,15,2,6,6,33300,33,0
10,3,12,1,6,6,12.67,8.33,15,121,16,35,70,6,15,30,105300,12,0
25,1,2,0,0,25,25,17.5,17,38,14,30,28,7,7,13,78600,36,43628
5,6,22,2,12,3,4.17,3.73,8,125,17,38,74,7,17,33,22000,33,45776
10,3,11,2,6,10,16.67,9.73,16,86,13,30,57,6,14,23,58500,39,0
38,1,3,0,1,19,19,10.33,18,41,12,31,31,6,6,13,194300,29,39013
30,3,7,2,4,20,15,11.29,18,57,13,35,47,6,17,20,88600,25,83609
10,4,4,2,2,10,8.75,8.75,18,35,12,28,25,6,13,11,56100,41,54146
11,5,19,4,12,5,15.2,11.79,19,123,13,34,74,6,17,32,60900,15,33947
50,1,7,1,5,30,30,18.57,24,91,11,30,58,6,15,24,34500,32,39345
20,3,14,2,11,20,20,14.57,25,130,13,35,74,6,17,31,49200,38,44845
12,4,4,1,1,10,5.5,5.5,20,32,13,26,25,6,11,9,66000,18,41736
10,3,8,0,2,10,10.67,12.13,15,75,14,30,53,6,6,19,550100,22,56609
40,1,7,1,4,40,35,19.86,9,79,16,36,63,6,15,23,352900,18,104720
10,2,2,0,0,20,20,20,18,28,11,25,22,5,5,10,77000,13,65337
15,2,12,2,11,15,15,10,16,128,13,33,72,5,14,31,229200,25,77380
15,1,5,0,2,15,15,11,16,112,10,21,50,4,4,18,226400,43,60494
15,5,10,5,6,10,8.4,7.4,18,76,22,40,57,6,16,20,120400,30,69585
5,7,21,3,11,5,5,4.48,17,105,8,27,60,4,12,24,83600,0,0
1,8,34,6,17,3,4.88,3.82,15,93,13,31,68,6,17,27,40100,22,36932
10,2,60,2,14,10,10,7.52,4,121,36,56,131,8,17,33,66600,34,45303
14,2,8,1,2,15,11,10.13,18,64,14,33,51,6,15,18,69000,26,0
