LEVEL_POS,SHIP_SPEED,GAS_TURBINE_SHAFT,GAS_TURBINE_RATE,GAS_GENERATOR_RATE,STARBOARD,PORT,HP_TURBINE_EXIT_TEMP,GT_COMPRESSOR_INLET_TEMP,GT_COMPRESSOR_OUTLET_TEMP,HP_TURBINE_EXIT_PRESS,GT_COMPRESSOR_INLET_AIR_PRESS,GT_COMPRESSOR_OUTLET_AUR_PRESS,GAS_TURBINE_EXHAUST,TURBINE_INJECTION_CONTROL,FUEL_FLOW,TARGET1,TARGET2
8.206,24,50993.302,3087.468,9304.624,437.952,437.952,905.794,288,726.481,3.588,0.998,18.35,1.042,59.005,1.168,0.988,0.995
8.206,24,50994.775,3087.551,9321.946,437.964,437.964,928.459,288,736.762,3.564,0.998,18.252,1.041,60.373,1.195,0.956,0.994
5.14,15,21627.529,1924.339,8476.507,175.267,175.267,687.949,288,631.419,2.085,0.998,10.999,1.027,24.12,0.477,0.991,0.998
3.144,9,8375.017,1386.735,7035.273,60.304,60.304,590.408,288,580.173,1.393,0.998,7.59,1.02,12.512,0.248,0.984,0.975
6.175,18,29762.869,2306.811,8795.256,245.987,245.987,752.657,288,659.922,2.514,0.998,13.175,1.031,33.025,0.654,1,0.995
9.3,27,72765.745,3560.378,9738.244,644.822,644.822,1057.74,288,772.124,4.538,0.998,22.792,1.051,88.045,1.743,0.993,0.986
4.161,12,14721.78,1547.456,7755.874,113.753,113.753,653.965,288,610.311,1.661,0.998,9.023,1.022,17.813,0.353,0.966,0.975
9.3,27,72765.129,3560.386,9751.815,645.075,645.075,1079.461,288,778.432,4.524,0.998,22.823,1.05,89.8,1.778,0.977,0.981
1.138,3,1286.006,1355.674,6630.694,7.759,7.759,471.195,288,545.743,1.137,0.998,6.092,1.019,8.341,0.102,0.993,0.991
1.138,3,511.214,1324.853,6703.441,6.195,6.195,471.218,288,548.735,1.102,0.998,5.902,1.019,18.91,0.105,0.953,0.994
6.175,18,29795.14,2307.289,8834.803,246.251,246.251,771.492,288,668.764,2.5,0.998,13.108,1.03,33.981,0.673,0.963,0.995
7.148,21,38975.6,2678.078,9142.515,332.138,332.138,829.15,288,695.091,2.952,0.998,15.299,1.035,43.924,0.87,0.953,0.998
9.3,27,72761.445,3560.38,9750.605,645.059,645.059,1085.247,288,779.756,4.526,0.998,22.919,1.05,90.385,1.789,0.975,0.977
9.3,27,72776.911,3560.396,9752.847,644.811,644.811,1049.835,288,771.199,4.519,0.998,22.426,1.051,86.925,1.721,0.99,0.999
2.088,6,4112.216,1344.162,6774.386,22.303,22.303,559.408,288,566.996,1.238,0.998,6.758,1.019,23.177,0.206,0.965,0.975
1.138,3,3015.889,1353.252,6604.692,7.704,7.704,540.9,288,556.926,1.2,0.998,6.537,1.019,16.002,0.184,0.99,0.977
5.14,15,21640.106,1924.357,8515.705,175.326,175.326,706.171,288,640.621,2.072,0.998,10.918,1.026,24.936,0.494,0.952,1
4.161,12,14724.512,1547.472,7809.96,113.79,113.79,640.504,288,608.793,1.655,0.998,8.845,1.022,17.138,0.339,0.959,0.994
6.175,18,29796.005,2307.269,8838.066,246.261,246.261,773.064,288,669.499,2.498,0.998,13.102,1.03,34.059,0.674,0.96,0.995
5.14,15,21637.365,1924.352,8506.91,175.321,175.321,702.884,288,638.789,2.075,0.998,10.941,1.026,24.797,0.491,0.96,0.999
7.148,21,39006.883,2678.029,9117.829,332.37,332.37,805.555,288,682.302,2.986,0.998,15.547,1.036,42.806,0.848,0.998,0.992
1.138,3,5375.167,1357.379,6629.806,7.947,7.947,605.621,288,566.669,1.277,0.998,6.942,1.019,15.442,0.262,0.986,0.982
9.3,27,72764.944,3560.388,9756.701,644.904,644.904,1085.916,288,780.351,4.519,0.998,22.817,1.05,90.298,1.787,0.972,0.98
3.144,9,8376.117,1386.741,7055.406,60.316,60.316,593.185,288,581.736,1.392,0.998,7.579,1.02,12.611,0.25,0.976,0.976
4.161,12,14719.397,1547.454,7738.022,113.747,113.747,628.733,288,602.652,1.662,0.998,8.891,1.023,16.678,0.33,0.989,0.992
8.206,24,50993.64,3087.478,9302.66,437.955,437.955,912.639,288,727.766,3.592,0.998,18.468,1.042,59.623,1.18,0.987,0.989
5.14,15,21630.934,1924.316,8479.979,175.288,175.288,714.315,288,639.281,2.083,0.998,11.16,1.026,25.529,0.505,0.971,0.981
2.088,6,2897.759,1370.374,6800.221,26.986,26.986,502.55,288,559.318,1.202,0.998,6.48,1.019,6.232,0.13,0.971,0.984
1.138,3,4363.968,1367.385,6611.748,8.508,8.508,573.927,288,562.093,1.248,0.998,6.797,1.019,10.413,0.22,0.993,0.978
6.175,18,29792.202,2307.408,8825.813,246.274,246.274,789.398,288,673.063,2.502,0.998,13.289,1.03,35.113,0.695,0.958,0.981
8.206,24,50994.111,3087.503,9307.174,438.086,438.086,919.63,288,730.702,3.586,0.998,18.456,1.042,60.071,1.189,0.978,0.988
1.138,3,3889.63,1340.421,6615.428,6.929,6.929,559.998,288,557.809,1.226,0.998,6.621,1.019,21.662,0.216,0.995,0.989
3.144,9,8380.746,1386.766,7154.526,60.372,60.372,586.592,288,583.353,1.387,0.998,7.424,1.02,12.292,0.243,0.955,0.996
1.138,3,6920.628,1344.759,6683.988,7.243,7.243,640.854,288,571.786,1.315,0.998,7.074,1.019,19.901,0.311,0.975,0.998
6.175,18,29765.291,2306.913,8809.702,245.981,245.981,767.453,288,665.45,2.508,0.998,13.205,1.03,33.854,0.67,0.981,0.99
5.14,15,21633.083,1924.319,8486.607,175.296,175.296,716.503,288,640.583,2.081,0.998,11.139,1.026,25.616,0.507,0.965,0.982
4.161,12,14723.72,1547.468,7796.933,113.79,113.79,641.712,288,608.609,1.657,0.998,8.874,1.022,17.208,0.341,0.962,0.991
6.175,18,29761.695,2306.78,8799.333,245.995,245.995,773.558,288,666.279,2.511,0.998,13.305,1.03,34.282,0.679,0.984,0.983
9.3,27,72758.794,3560.371,9741.569,644.693,644.693,1078.424,288,777.484,4.536,0.998,22.993,1.051,89.949,1.781,0.982,0.976
5.14,15,21633.627,1924.341,8494.497,175.272,175.272,700.485,288,636.842,2.079,0.998,10.989,1.026,24.722,0.489,0.97,0.996
9.3,27,72778.835,3560.428,9783.468,645.173,645.173,1087.618,288,782.957,4.485,0.998,22.328,1.049,89.75,1.777,0.959,0.995
4.161,12,14723.741,1547.47,7802.087,113.784,113.784,635.197,288,607.006,1.656,0.998,8.824,1.023,16.904,0.335,0.965,0.997
4.161,12,14724.465,1547.467,7797.708,113.788,113.788,654.667,288,612.203,1.657,0.998,8.955,1.022,17.796,0.352,0.953,0.981
1.138,3,4024.446,1415.978,6725.403,11.432,11.432,555.729,288,564.6,1.244,0.998,6.678,1.019,0,0.19,0.968,0.991
8.206,24,50994.582,3087.523,9310.227,437.983,437.983,926.419,288,733.215,3.582,0.998,18.471,1.041,60.541,1.199,0.971,0.986
9.3,27,72760.982,3560.378,9749.427,644.965,644.965,1084.13,288,779.405,4.527,0.998,22.926,1.05,90.306,1.788,0.976,0.977
7.148,21,39003.737,2678.048,9120.29,332.319,332.319,802.238,288,681.931,2.983,0.998,15.477,1.036,42.522,0.842,0.997,0.996
9.3,27,72780.809,3560.444,9791.947,645.15,645.15,1090.017,288,784.324,4.473,0.998,22.191,1.049,89.735,1.776,0.954,0.999
8.206,24,50993.175,3087.453,9299.595,437.947,437.947,904.325,288,724.841,3.596,0.998,18.436,1.042,59.023,1.168,0.995,0.992
3.144,9,8375.556,1386.737,7055.886,60.317,60.317,573.751,288,575.976,1.392,0.998,7.477,1.021,11.828,0.234,0.993,0.991
6.175,18,29760.632,2306.824,8780.01,246.016,246.016,775.3,288,665.051,2.518,0.998,13.426,1.03,34.498,0.683,0.996,0.976
8.206,24,50992.942,3087.457,9304.664,438.003,438.003,899.77,288,724.922,3.587,0.998,18.28,1.042,58.507,1.158,0.991,0.999
1.138,3,1486.596,1318.126,6639.674,5.785,5.785,508.008,288,552.121,1.139,0.998,6.166,1.019,26.294,0.152,0.97,0.985
9.3,27,72762.902,3560.392,9760.846,644.736,644.736,1093.358,288,782.44,4.515,0.998,22.839,1.05,90.901,1.799,0.967,0.978
3.144,9,8378.918,1386.756,7108.271,60.351,60.351,599.882,288,585.653,1.389,0.998,7.547,1.02,12.847,0.254,0.956,0.979
7.148,21,38998.174,2678.065,9122.948,332.338,332.338,814.198,288,686.032,2.978,0.998,15.525,1.036,43.301,0.857,0.986,0.991
3.144,9,8381.606,1386.771,7171.496,60.384,60.384,587.277,288,584.157,1.386,0.998,7.407,1.02,12.311,0.244,0.95,0.998
8.206,24,50995.994,3087.587,9319.372,438.125,438.125,932.9,288,737.209,3.569,0.998,18.358,1.041,60.812,1.204,0.957,0.989
5.14,15,21636.048,1924.333,8498.766,175.288,175.288,712.905,288,640.815,2.077,0.998,11.051,1.026,25.37,0.502,0.959,0.989
4.161,12,14720.204,1547.452,7737.373,113.759,113.759,647.587,288,607.816,1.662,0.998,9.014,1.022,17.545,0.347,0.976,0.977
7.148,21,38989.768,2678.078,9128.657,332.295,332.295,823.695,288,690.149,2.97,0.998,15.499,1.036,43.839,0.868,0.973,0.99
1.138,3,969.514,1327.716,6632.045,6.179,6.179,469.554,288,543.45,1.121,0.998,5.984,1.019,19.65,0.111,0.991,0.998
7.148,21,38985.221,2678.085,9129.898,332.114,332.114,851.315,288,698.351,2.967,0.998,15.695,1.035,45.702,0.905,0.955,0.975
9.3,27,72762.205,3560.393,9753.812,644.806,644.806,1086.583,288,780.304,4.523,0.998,22.879,1.05,90.435,1.79,0.973,0.978
7.148,21,39001.426,2678.052,9121.094,332.357,332.357,809.993,288,684.371,2.981,0.998,15.524,1.036,43.047,0.852,0.991,0.992
1.138,3,4897.732,1382.811,6643.077,9.43,9.43,587.318,288,566.06,1.268,0.998,6.894,1.019,4.443,0.23,0.984,0.979
5.14,15,21627.07,1924.337,8474.689,175.269,175.269,688.375,288,631.357,2.086,0.998,11.011,1.027,24.151,0.478,0.992,0.997
6.175,18,29761.832,2306.763,8803.408,245.927,245.927,770.773,288,665.847,2.51,0.998,13.262,1.03,34.089,0.675,0.983,0.986
9.3,27,72771.409,3560.422,9782.388,644.777,644.777,1101.256,288,786.049,4.489,0.998,22.537,1.049,91.074,1.803,0.954,0.986
9.3,27,72775.711,3560.41,9757.663,645.105,645.105,1057.98,288,773.594,4.514,0.998,22.439,1.051,87.587,1.734,0.984,0.997
2.088,6,5086.407,1394.866,6776.174,31.611,31.611,555.496,288,566.315,1.283,0.998,6.94,1.02,0,0.192,0.987,0.982
3.144,9,8376.441,1386.742,7075.37,60.328,60.328,569.96,288,575.535,1.391,0.998,7.433,1.021,11.663,0.231,0.991,0.997
7.148,21,38998.095,2678.059,9122.359,332.36,332.36,820.163,288,687.608,2.979,0.998,15.582,1.036,43.727,0.866,0.983,0.987
1.138,3,3466.762,1414.254,6693.17,11.309,11.309,543.977,288,562.607,1.226,0.998,6.627,1.019,0,0.174,0.972,0.982
4.161,12,14721.227,1547.461,7765.916,113.77,113.77,629.313,288,603.93,1.659,0.998,8.847,1.023,16.673,0.33,0.98,0.996
4.161,12,14720.196,1547.451,7735.422,113.74,113.74,648.477,288,607.979,1.663,0.998,9.023,1.022,17.588,0.348,0.976,0.976
4.161,12,14719.819,1547.45,7730.73,113.746,113.746,646.226,288,607.172,1.663,0.998,9.016,1.022,17.491,0.346,0.979,0.977
9.3,27,72766.278,3560.386,9738.925,645.004,645.004,1054.936,288,771.469,4.537,0.998,22.745,1.051,87.759,1.737,0.994,0.988
1.138,3,2511.211,1413.149,6728.703,11.299,11.299,520.816,288,561.154,1.19,0.998,6.422,1.019,0,0.144,0.956,0.983
5.14,15,21639.629,1924.357,8514.709,175.335,175.335,705.639,288,640.368,2.072,0.998,10.919,1.026,24.911,0.493,0.953,1
8.206,24,50992.926,3087.443,9296.919,438.097,438.097,901.113,288,723.339,3.6,0.998,18.454,1.042,58.831,1.165,1,0.992
9.3,27,72766.841,3560.409,9775.016,645.096,645.096,1102.179,288,785.636,4.499,0.998,22.692,1.049,91.363,1.809,0.957,0.981
5.14,15,21631.953,1924.335,8487.963,175.27,175.27,701.242,288,636.392,2.081,0.998,11.029,1.026,24.791,0.491,0.974,0.993
1.138,3,5895.225,1368.575,6645.5,8.646,8.646,627.96,288,572.267,1.295,0.998,7.085,1.019,9.669,0.279,0.974,0.975
4.161,12,14718.885,1547.453,7733.162,113.726,113.726,625.288,288,601.498,1.662,0.998,8.877,1.023,16.523,0.327,0.993,0.994
8.206,24,50994.507,3087.545,9324.12,438.108,438.108,925.11,288,736.487,3.56,0.998,18.167,1.041,60.036,1.189,0.955,0.998
3.144,9,8376.298,1386.741,7057.311,60.32,60.32,594.906,288,582.313,1.392,0.998,7.585,1.02,12.679,0.251,0.974,0.975
8.206,24,50992.791,3087.437,9298.602,437.961,437.961,897.003,288,722.679,3.597,0.998,18.373,1.043,58.446,1.157,1,0.996
8.206,24,50994.04,3087.495,9306.87,438.009,438.009,928.616,288,732.932,3.588,0.998,18.565,1.041,60.814,1.204,0.974,0.982
9.3,27,72777.565,3560.42,9769.619,645.103,645.103,1070.064,288,777.531,4.5,0.998,22.367,1.05,88.438,1.751,0.973,0.997
5.14,15,21627.455,1924.343,8477.367,175.251,175.251,685.609,288,630.834,2.085,0.998,10.978,1.027,23.988,0.475,0.992,1
9.3,27,72776.563,3560.434,9785.356,645.098,645.098,1092.819,288,784.35,4.483,0.998,22.362,1.049,90.191,1.785,0.956,0.993
1.138,3,6989.275,1342.304,6694.499,7.159,7.159,651.403,288,574.635,1.316,0.998,7.105,1.019,21.244,0.32,0.965,0.994
6.175,18,29796.529,2307.264,8840.449,246.318,246.318,778.925,288,671.38,2.497,0.998,13.133,1.03,34.401,0.681,0.955,0.992
8.206,24,50995.67,3087.563,9312.379,438.017,438.017,933.66,288,735.6,3.58,0.998,18.512,1.041,61.074,1.209,0.965,0.983
3.144,9,8376.888,1386.745,7080.418,60.333,60.333,577.298,288,577.922,1.391,0.998,7.465,1.02,11.959,0.237,0.983,0.992
5.14,15,21635.529,1924.312,8491.844,175.274,175.274,729.858,288,644.879,2.079,0.998,11.201,1.026,26.3,0.521,0.953,0.975
6.175,18,29761.8,2306.845,8791.143,246.007,246.007,769.537,288,664.403,2.514,0.998,13.321,1.031,34.083,0.675,0.992,0.983
9.3,27,72763.13,3560.384,9742.48,645.011,645.011,1068.746,288,775.15,4.534,0.998,22.855,1.051,89,1.762,0.986,0.982
6.175,18,29791.181,2307.436,8821.101,246.197,246.197,774.314,288,668.366,2.505,0.998,13.203,1.03,34.228,0.678,0.97,0.989
5.14,15,21626.786,1924.314,8467.792,175.215,175.215,707.566,288,636.113,2.088,0.998,11.179,1.026,25.221,0.499,0.984,0.981
6.175,18,29761.788,2306.827,8795.229,246.005,246.005,771.541,288,665.338,2.513,0.998,13.313,1.03,34.183,0.677,0.988,0.983
1.138,3,2586.919,1413.488,6727.111,11.316,11.316,521.631,288,561.059,1.193,0.998,6.435,1.019,0,0.146,0.958,0.984
3.144,9,8376.968,1386.745,7075.095,60.333,60.333,589.224,288,581.286,1.391,0.998,7.534,1.02,12.442,0.246,0.974,0.982
7.148,21,38990.713,2678.074,9127.649,332.259,332.259,825.717,288,690.486,2.971,0.998,15.532,1.035,43.999,0.871,0.973,0.988
1.138,3,1129.755,1315.659,6698.299,5.708,5.708,498.008,288,552.621,1.125,0.998,6.043,1.019,25.168,0.139,0.952,0.993
2.088,6,3132.826,1351.629,6803.893,23.607,23.607,520.987,288,561.652,1.206,0.998,6.518,1.019,17.211,0.159,0.964,0.984
2.088,6,4740.808,1344.149,6788.836,22.322,22.322,576.208,288,569.695,1.257,0.998,6.85,1.019,23.915,0.227,0.962,0.978
4.161,12,14722.774,1547.467,7788.297,113.788,113.788,632.486,288,605.704,1.657,0.998,8.829,1.023,16.795,0.332,0.971,0.997
1.138,3,2543.906,1360.324,6606.05,8.11,8.11,524.698,288,555.278,1.185,0.998,6.456,1.019,11.821,0.161,0.989,0.975
7.148,21,38998.248,2678.048,9120.644,332.275,332.275,835.034,288,691.451,2.98,0.998,15.73,1.035,44.789,0.887,0.976,0.977
9.3,27,72760.203,3560.367,9733.836,645.037,645.037,1064.072,288,773.426,4.544,0.998,22.949,1.051,88.757,1.757,0.992,0.98
7.148,21,38983.008,2678.087,9132.405,332.102,332.102,847.839,288,697.971,2.964,0.998,15.623,1.035,45.411,0.899,0.954,0.979
6.175,18,29760.87,2306.841,8786.11,245.966,245.966,779.937,288,666.91,2.516,0.998,13.426,1.03,34.745,0.688,0.989,0.975
6.175,18,29790.206,2307.475,8816.62,246.183,246.183,761.187,288,664.212,2.507,0.998,13.13,1.031,33.452,0.662,0.981,0.996
6.175,18,29761.456,2306.775,8800.407,246.006,246.006,777.289,288,667.436,2.511,0.998,13.327,1.03,34.503,0.683,0.981,0.981
2.088,6,2881.005,1361.796,6864.573,25.438,25.438,500.29,288,559.461,1.198,0.998,6.376,1.019,10.841,0.133,0.958,1
9.3,27,72769.382,3560.418,9778.534,644.75,644.75,1100.68,288,785.581,4.494,0.998,22.604,1.049,91.126,1.804,0.956,0.984
2.088,6,6349.026,1354.853,6835.934,24.297,24.297,616.71,288,577.449,1.307,0.998,7.095,1.019,20.555,0.274,0.951,0.984
8.206,24,50993.002,3087.443,9298.829,438.055,438.055,900.333,288,723.608,3.597,0.998,18.406,1.042,58.715,1.162,0.998,0.994
3.144,9,8377.839,1386.75,7098.906,60.345,60.345,578.355,288,578.901,1.39,0.998,7.448,1.02,11.991,0.237,0.977,0.994
9.3,27,72765.999,3560.383,9734.294,645.044,645.044,1048.794,288,769.617,4.542,0.998,22.751,1.052,87.277,1.728,0.999,0.989
9.3,27,72770.447,3560.395,9747.117,645.106,645.106,1057.691,288,772.727,4.527,0.998,22.631,1.051,87.825,1.739,0.989,0.991
9.3,27,72771.07,3560.421,9783.943,644.779,644.779,1104.488,288,786.937,4.488,0.998,22.551,1.049,91.337,1.808,0.952,0.985
8.206,24,50993.67,3087.48,9306.511,438.024,438.024,911.134,288,728.343,3.586,0.998,18.372,1.042,59.392,1.176,0.983,0.993
1.138,3,6479.808,1344.563,6643.567,7.126,7.126,618.663,288,565.712,1.304,0.998,6.996,1.019,19.842,0.29,0.996,1
1.138,3,293.264,1339.74,6708.892,6.984,6.984,451.442,288,545.82,1.094,0.998,5.83,1.019,10.615,0.077,0.958,0.997
4.161,12,14719.39,1547.448,7724.367,113.735,113.735,646.209,288,606.907,1.664,0.998,9.028,1.022,17.498,0.346,0.981,0.976
2.088,6,5248.519,1344.881,6711.983,22.428,22.428,578.672,288,565.496,1.276,0.998,6.969,1.019,23.577,0.237,0.994,0.975
9.3,27,72764.648,3560.384,9747.019,645.085,645.085,1073.092,288,776.533,4.529,0.998,22.828,1.051,89.307,1.768,0.982,0.982
5.14,15,21634.676,1924.341,8497.438,175.324,175.324,703.505,288,638.004,2.078,0.998,10.994,1.026,24.872,0.492,0.966,0.995
7.148,21,39002.671,2678.037,9118.926,332.413,332.413,822.281,288,687.387,2.983,0.998,15.66,1.036,43.946,0.87,0.986,0.983
7.148,21,39003.427,2678.04,9119.056,332.316,332.316,815.64,288,685.51,2.983,0.998,15.605,1.036,43.483,0.861,0.99,0.987
5.14,15,21622.751,1924.32,8458.494,175.202,175.202,695.186,288,631.643,2.091,0.998,11.145,1.027,24.593,0.487,0.999,0.986
9.3,27,72774.731,3560.403,9758.458,644.9,644.9,1063.792,288,775.087,4.514,0.998,22.499,1.051,88.128,1.745,0.981,0.994
1.138,3,2645.543,1366.392,6605.296,8.422,8.422,519.765,288,553.85,1.19,0.998,6.455,1.019,8.59,0.156,0.996,0.979
6.175,18,29798.543,2307.208,8852.133,246.397,246.397,775.165,288,671.331,2.493,0.998,13.043,1.03,34.111,0.675,0.95,0.998
5.14,15,21623.17,1924.311,8457.711,175.191,175.191,703.435,288,633.901,2.091,0.998,11.206,1.026,25.044,0.496,0.994,0.98
3.144,9,8377.923,1386.751,7101.451,60.338,60.338,577.572,288,578.757,1.39,0.998,7.441,1.02,11.958,0.237,0.977,0.995
7.148,21,38980.828,2678.078,9134.946,332.161,332.161,840.939,288,696.624,2.961,0.998,15.524,1.035,44.887,0.889,0.955,0.985
7.148,21,39002.935,2678.047,9120.158,332.31,332.31,808.719,288,683.777,2.982,0.998,15.531,1.036,42.978,0.851,0.993,0.992
1.138,3,3469.036,1311.262,6645.722,5.503,5.503,585.944,288,565.911,1.206,0.998,6.611,1.019,33.391,0.24,0.955,0.975
2.088,6,6632.648,1358.368,6734.132,24.871,24.871,603.541,288,568.996,1.32,0.998,7.167,1.019,18.39,0.268,0.997,0.983
9.3,27,72773.937,3560.417,9759.543,644.884,644.884,1064.882,288,775.441,4.512,0.998,22.492,1.051,88.204,1.746,0.98,0.994
3.144,9,8374.914,1386.733,7042.53,60.309,60.309,572.388,288,575.085,1.392,0.998,7.487,1.021,11.78,0.233,0.998,0.99
2.088,6,6114.413,1390.81,6837.804,30.887,30.887,573.865,288,569.359,1.311,0.998,6.995,1.02,0,0.221,0.978,1
6.175,18,29793.448,2307.362,8830.061,246.239,246.239,788.236,288,673.11,2.501,0.998,13.257,1.03,35.02,0.693,0.956,0.983
3.144,9,8375.202,1386.735,7045.505,60.312,60.312,578.098,288,576.899,1.392,0.998,7.513,1.02,12.01,0.238,0.992,0.986
6.175,18,29761.128,2306.847,8789.172,245.984,245.984,779.824,288,667.152,2.515,0.998,13.408,1.03,34.72,0.687,0.987,0.976
1.138,3,2352.278,1406.985,6698.55,10.766,10.766,494.427,288,552.312,1.184,0.998,6.301,1.019,0,0.124,0.985,0.998
8.206,24,50994.077,3087.507,9312.01,437.961,437.961,917.812,288,731.465,3.578,0.998,18.335,1.042,59.786,1.184,0.973,0.993
9.3,27,72773.472,3560.423,9775.522,645.083,645.083,1089.344,288,782.659,4.496,0.998,22.508,1.05,90.134,1.784,0.962,0.989
2.088,6,6248.706,1353.139,6812.952,23.968,23.968,617.065,288,576.929,1.304,0.998,7.112,1.019,21.388,0.274,0.955,0.979
7.148,21,38977.062,2678.077,9138.963,332.158,332.158,841.313,288,697.714,2.955,0.998,15.456,1.035,44.828,0.888,0.95,0.988
9.3,27,72769.512,3560.416,9762.877,645.009,645.009,1081.733,288,779.81,4.51,0.998,22.647,1.05,89.736,1.776,0.971,0.986
2.088,6,5729.472,1348.149,6790.549,23.056,23.056,606.14,288,574.625,1.288,0.998,7.045,1.019,23.178,0.261,0.959,0.975
6.175,18,29761.61,2306.802,8797.312,245.936,245.936,775.767,288,666.727,2.512,0.998,13.333,1.03,34.428,0.682,0.984,0.981
9.3,27,72772.893,3560.397,9741.427,644.827,644.827,1041.976,288,768.385,4.533,0.998,22.537,1.052,86.448,1.711,0.999,0.997
9.3,27,72761.855,3560.388,9766.252,644.891,644.891,1102.033,288,784.906,4.51,0.998,22.856,1.049,91.582,1.813,0.961,0.976
4.161,12,14718.999,1547.446,7718.034,113.747,113.747,646.195,288,606.643,1.664,0.998,9.039,1.022,17.505,0.347,0.983,0.975
1.138,3,385.235,1339.768,6656.062,6.967,6.967,460.543,288,546.52,1.099,0.998,5.922,1.019,12.515,0.087,0.967,0.984
1.138,3,3192.952,1311.192,6643.745,5.485,5.485,574.654,288,563.63,1.197,0.998,6.54,1.019,33.16,0.228,0.958,0.977
5.14,15,21625.957,1924.335,8471.034,175.218,175.218,687.808,288,630.821,2.087,0.998,11.027,1.027,24.136,0.478,0.995,0.996
8.206,24,50993.993,3087.501,9308.973,437.957,437.957,917.184,288,730.529,3.583,0.998,18.391,1.042,59.82,1.184,0.977,0.991
6.175,18,29792.72,2307.387,8828.049,246.281,246.281,792.11,288,674.027,2.502,0.998,13.297,1.03,35.264,0.698,0.955,0.98
6.175,18,29762.361,2306.869,8808,245.921,245.921,790.719,288,671.91,2.507,0.998,13.385,1.03,35.271,0.698,0.968,0.975
1.138,3,3302.047,1375.392,6603.362,9.005,9.005,539.113,288,556.869,1.215,0.998,6.606,1.019,7.749,0.178,0.998,0.977
5.14,15,21630.325,1924.312,8477.271,175.246,175.246,717.25,288,639.827,2.084,0.998,11.194,1.026,25.698,0.509,0.971,0.978
5.14,15,21623.527,1924.305,8456.918,175.216,175.216,710.332,288,635.763,2.091,0.998,11.258,1.026,25.419,0.503,0.99,0.975
8.206,24,50994.371,3087.504,9308.287,438.097,438.097,933.443,288,734.515,3.586,0.998,18.593,1.041,61.17,1.211,0.97,0.98
5.14,15,21633.49,1924.317,8487.671,175.257,175.257,720.054,288,641.694,2.081,0.998,11.157,1.026,25.8,0.511,0.962,0.98
4.161,12,14720.579,1547.46,7760.67,113.758,113.758,624.579,288,602.4,1.66,0.998,8.825,1.023,16.459,0.326,0.985,0.999
8.206,24,50989.197,3087.269,9293.437,437.926,437.926,917.372,288,726.741,3.607,0.998,18.707,1.042,60.258,1.193,0.996,0.979
2.088,6,3739.02,1386.912,6728.796,30.062,30.062,518.366,288,559.155,1.237,0.998,6.723,1.02,0,0.147,0.999,0.975
5.14,15,21626.603,1924.312,8466.927,175.247,175.247,710.021,288,636.717,2.088,0.998,11.201,1.026,25.357,0.502,0.983,0.979
3.144,9,8378.697,1386.755,7106.799,60.348,60.348,595.579,288,584.325,1.389,0.998,7.527,1.02,12.677,0.251,0.96,0.982
9.3,27,72761.89,3560.378,9744.32,644.762,644.762,1075.747,288,777.004,4.533,0.998,22.91,1.051,89.627,1.774,0.982,0.979
2.088,6,6574.105,1387.654,6746.38,30.292,30.292,599.676,288,571.119,1.327,0.998,7.23,1.02,2.459,0.25,0.993,0.977
2.088,6,4799.006,1344.875,6865.305,22.463,22.463,567.384,288,569.741,1.257,0.998,6.739,1.019,23.074,0.221,0.95,0.997
2.088,6,3196.514,1378.515,6778.055,28.488,28.488,507.997,288,559.871,1.215,0.998,6.575,1.02,2.552,0.134,0.979,0.98
9.3,27,72765.367,3560.391,9741.582,644.907,644.907,1060.937,288,773.149,4.534,0.998,22.772,1.051,88.272,1.747,0.99,0.986
6.175,18,29762.894,2306.839,8807.695,246.008,246.008,776.02,288,667.72,2.508,0.998,13.278,1.03,34.385,0.681,0.977,0.984
2.088,6,5695.505,1348.33,6771.658,23.043,23.043,569.887,288,563.661,1.288,0.998,6.894,1.02,21.705,0.234,0.995,0.999
8.206,24,50991.455,3087.368,9294.772,438.008,438.008,914.167,288,726.225,3.604,0.998,18.645,1.042,59.962,1.187,0.996,0.982
5.14,15,21634.547,1924.337,8495.626,175.272,175.272,705.397,288,638.359,2.078,0.998,11.017,1.026,24.982,0.494,0.966,0.993
2.088,6,6847.002,1381.562,6760.084,29.146,29.146,601.766,288,570.577,1.333,0.998,7.214,1.02,6.019,0.258,0.994,0.985
7.148,21,39006.919,2678.023,9117.222,332.354,332.354,811.443,288,683.858,2.986,0.998,15.605,1.036,43.23,0.856,0.995,0.988
9.3,27,72769.407,3560.396,9738.989,645.072,645.072,1046.414,288,769.333,4.536,0.998,22.637,1.052,86.936,1.721,0.998,0.993
2.088,6,3118.445,1352.26,6823.777,23.722,23.722,517.937,288,561.484,1.205,0.998,6.485,1.019,16.703,0.156,0.961,0.989
5.14,15,21623.02,1924.307,8455.962,175.223,175.223,706.85,288,634.683,2.091,0.998,11.239,1.026,25.236,0.5,0.993,0.977
9.3,27,72770.279,3560.405,9761.765,644.766,644.766,1080.621,288,779.453,4.512,0.998,22.654,1.05,89.659,1.775,0.972,0.986
3.144,9,8377.688,1386.749,7096.959,60.343,60.343,576.697,288,578.333,1.39,0.998,7.442,1.02,11.925,0.236,0.979,0.995
2.088,6,2954.846,1357.321,6859.252,24.631,24.631,505.1,288,559.909,1.2,0.998,6.394,1.019,13.546,0.141,0.958,0.999
