Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar_radiation,TARGET
27.1,22.7,52.20623016,92.89256287,32.30864442,24.80496455,6.072291305,49.20205037,0.600685916,0.377796415,0.143069638,0.093394556,0.030847836,0,0,0,37.5776,126.938,75.0924,1.7678,5303.9375,32.2
31.6,22,57.83189392,91.19799805,28.45703428,23.88667457,6.510813574,73.67245022,0.57369051,0.368929562,0.511462082,0.501786291,0.001310129,0,0,0,37.5372,126.891,15.5876,0.1554,5735.630371,30.3
31.7,23.8,39.83507919,76.67762756,32.89646702,24.2466621,6.222773651,17.08235053,0.38588795,0.094108551,0.350231372,0.404100259,0,0,0,0,37.5507,127.04,26.298,0.5721,5123.937988,32
30,22.6,36.64600754,77.18903351,29.50718004,20.10094641,4.917384615,71.01984803,0.069557652,0.260701613,0.045493027,0.016138031,0,0,0,0,37.5102,127.086,21.9668,0.1332,4559.627441,29.5
28,24.4,77.37821198,91.1493454,24.81708844,21.1039942,9.249473155,79.36729638,0.647244626,0.430096606,0.592031694,0.634992668,0.014076807,0.069072376,0,0,37.645,127.022,45.716,2.5348,5056.626465,27.5
32.2,21.5,64.84138489,91.55067444,28.13816234,22.97228073,5.50239865,99.45697069,0.269147333,0.584505452,0.204471424,0.177249008,0,0.104070049,0.122735376,0,37.5776,126.838,12.37,0.0985,5799.268066,29
30,23.9,68.93263245,92.03157043,29.25833047,24.93400591,4.970392803,30.23848065,0.616663617,0.428419185,0.386261133,0.240461008,0.619750928,0.023102586,0.004202822,0,37.4967,126.927,30.968,0.618,5339.776367,29.6
28.5,24.4,73.1391449,93.68543243,30.08449086,24.82280455,4.768975834,63.48893873,0.194023625,0.346845411,0.506499346,0.630149366,0,0,0.001440763,0.003495677,37.5507,127.135,35.038,0.5055,5799.800781,29.3
32.3,22.6,37.0237999,75.04180145,31.79784748,23.48448568,9.637461066,27.76118807,0.131276939,0.21153396,0.496223048,0.610232106,0.006554428,0,0,0,37.5237,126.97,19.5844,0.2713,4718.366699,30.9
32.8,23.3,41.8737793,80.77822876,32.43196324,23.41883485,5.935014675,33.63303439,0.226458342,0.137993003,0.190259023,0.299297892,0,0,0,0,37.5507,126.988,132.118,0.5931,5843.375488,34.4
26.3,18.4,43.2830162,82.38240814,27.01376452,18.93713511,6.577808251,76.21791021,0.052224109,0.270680326,0.02262865,0.000492175,0,0,0,0,37.6046,126.991,212.335,2.785,4731.345215,25.8
29.7,24.5,64.16920471,96.45652771,29.22736621,23.90092359,5.542185684,105.0688387,0.132538097,0.263619005,0.10208755,0.127680301,0.001953125,0,0,0,37.5776,126.838,12.37,0.0985,5645.98291,31.1
28.7,25.4,72.48503113,90.04698181,26.85213672,24.41746266,5.184590201,41.00091807,0.591173781,0.565979758,0.798447176,0.682206025,0.106081863,0.727649736,0,0,37.5776,127.083,59.8324,2.6865,5502.168457,26.4
31.4,23.3,32.877285,77.24917603,28.50489417,21.28273583,6.386593779,59.7983439,0,0.00077903,0.062781792,0.04771463,0,0,0,0,37.5237,126.909,17.2956,0.2223,4632.57373,30.3
29.8,21.3,39.12026215,83.23560333,29.01691861,20.88945305,5.08512186,90.51070468,0.040702128,0.012295121,0.046447303,0.141091547,0,0,0,0.006776096,37.5102,127.086,21.9668,0.1332,4481.518555,30.7
28.9,19.1,30.02718544,58.93628311,30.36091896,21.62955016,6.895565639,15.20247827,0.285841799,0.148881701,0.008212961,0.162299452,0,0,0,0,37.5507,127.04,26.298,0.5721,5834.452148,29.3
27.4,25.2,65.38087463,95.50253296,27.86803719,23.27942676,12.02156878,95.98941231,0.612176124,0.496310593,0.078894817,0.16077262,1.344717558,1.267353455,0,0,37.4832,127.024,56.4448,1.2313,5586.230469,29.3
29.8,20.3,33.3502121,93.50512695,32.69558737,20.75549891,5.992203126,110.0490668,0.070748662,0.00913771,0.061018855,0.160794917,0,0,0,0,37.4697,126.995,82.2912,2.2579,4930.931152,31.9
32.1,24.1,50.63539124,88.66144562,29.49527289,23.52781618,5.403081884,91.52048286,0.085618265,0.095702356,0.23264685,0.332057444,0,0,0,0,37.5372,126.891,15.5876,0.1554,5519.459961,32
26.1,22.3,73.00735474,88.16928101,28.8672476,24.21349972,8.932285011,56.05702653,0.711885338,0.562391876,0.644490944,0.419274745,0.302410593,0.091646124,2.744988372,0,37.5237,126.97,19.5844,0.2713,4825.774902,30
30.3,24.2,57.50437546,96.24025726,29.50862531,25.15743397,7.404837151,60.8709325,0.592062171,0.345134104,0.16730701,0.042169351,2.798884769,0,0,0,37.5237,126.909,17.2956,0.2223,5429.587402,30.4
31.8,21.6,44.00569534,71.94241333,30.48747151,23.24128092,6.870733112,47.74854771,0.026348035,0.124600574,0.424025611,0.317238546,0,0,0.000558364,0,37.5776,126.938,75.0924,1.7678,5868.875,29.5
30.7,24.2,51.6775856,83.27056885,31.16131778,24.63342638,5.96609656,13.7228265,0.307805581,0.59429576,0.169160474,0.167897437,0,0,0,0,37.4967,126.927,30.968,0.618,5175.822266,32.1
31.9,23.1,50.37231445,89.51560974,30.12701131,23.24744247,5.83201767,28.7959433,0.299248064,0.268865104,0.25427529,0.198318291,0,0,0,0,37.5507,126.988,132.118,0.5931,5267.225586,31.2
30.2,22,61.76714325,93.03056335,26.78779437,23.91937436,7.141578078,75.93797191,0.503334415,0.409269143,0.495555756,0.663213946,0,0,1.115718541,0.446281592,37.5372,126.891,15.5876,0.1554,4674.009766,29.5
30.1,23.3,74.7634964,89.55015564,27.42594224,25.41206427,10.14619199,44.28325568,0.714783212,0.713435228,0.647727368,0.44553983,0.006625386,0.529371415,0.212557626,0,37.6046,127.032,44.7624,0.5141,5650.245605,28.1
30,22.6,45.92856979,89.93386841,31.39989968,24.5599655,6.738003671,14.5140601,0.177304552,0.166049781,0.010142314,0.017198301,0,0,0,0,37.4967,126.927,30.968,0.618,5545.18457,31.3
26.6,22.3,75.55405426,91.06613159,26.61686658,23.30809445,7.753151149,35.40251021,0.529024077,0.854648481,0.69270278,0.904424976,0,0.301281767,0.328131062,9.543442905,37.4697,126.91,52.518,1.5629,5858.525879,27.6
34.1,26.5,49.53276062,85.2864151,33.30666809,25.50538025,4.73454233,98.98094638,0.059329183,0.121389953,0.205965292,0.401677296,0,0,0,0.170360995,37.5102,127.086,21.9668,0.1332,4886.967285,35
33.8,25.6,68.38376617,91.55023956,29.25934575,23.9762681,6.716595978,84.94631251,0.397780331,0.740239676,0.52504102,0.559798542,0.004224413,0.368560058,1.007261952,0,37.645,127.022,45.716,2.5348,5583.532715,31.4
26,20.8,57.52601242,90.69556427,27.89008943,21.31353799,4.270457079,49.68208853,0.708591109,0.423607486,0.425872386,0.513113929,0.011136729,0.007839603,0.052516654,0,37.4562,126.955,208.507,5.1782,5686.123535,28.3
31.6,21.9,35.34463882,81.70279694,31.62013459,22.10019449,8.879235486,32.88216813,0.144272637,0.200117407,0.399327859,0.560169578,0,0,0,0,37.5776,127.083,59.8324,2.6865,4704.369141,30.8
28.7,19.6,43.43900299,90.95850372,28.16295025,19.79913678,5.545818388,125.242681,0.025258728,0.007504098,0.072565985,0.210681532,0,0,0,0.013709202,37.5507,127.135,35.038,0.5055,4485.424805,29.3
28.9,20.4,38.88868713,77.03687286,28.92009958,19.77590333,5.142373045,54.52359982,0.042496616,0.287642762,0.062358088,1.45e-06,0,0,0,0,37.6046,127.032,44.7624,0.5141,4581.376465,27.8
32.4,21.6,37.79092026,65.85506439,28.88386647,21.06365136,15.0460457,39.2097307,0.137344962,0.142152437,0.067063751,0.023317157,0,0,0,0,37.5507,126.988,132.118,0.5931,5780.483887,26
25.2,20.4,54.27955627,87.8565979,24.12230579,19.70483522,6.604152302,50.81710672,0.338149643,0.335243001,0.476112258,0.406001256,0,0,0.000573397,0.248890884,37.5372,127.085,28.7,0.6233,4659.455078,25.8
32.5,27.8,54.04483795,80.81278229,32.15475189,26.80942792,5.871740768,56.4458189,0.586808184,0.344942248,0.326998737,0.566652485,0.010652859,0,0,0,37.5102,127.042,54.6384,0.1457,4835.805664,34.9
30.7,22.7,66.56348419,91.30182648,28.64916002,24.25273552,6.343929748,13.95282922,0.240821827,0.324267139,0.163377816,0.167002633,0,0,0,0,37.4967,126.927,30.968,0.618,5766.149414,31.1
26.3,21.6,56.38606644,94.23046112,29.21237485,22.2079026,7.035280635,77.08691494,0.196321324,0.052334949,0.000219434,0.037103724,0,0,0,0,37.5372,126.891,15.5876,0.1554,5735.630371,31.6
25.8,22.5,85.35552216,97.38919067,26.43460608,23.1975722,8.386990786,53.53295255,0.532153874,0.354008649,0.294692699,0.307619246,0.03026782,0,0,0,37.5776,126.838,12.37,0.0985,5789.760742,26.4
27.5,23.2,57.29512787,98.40887451,31.07892207,24.12857615,7.602921883,88.91827647,0.541912959,0.274669461,0.166354501,0.051613891,0.003186008,0,0,0,37.6181,127.004,146.554,4.7296,5353.847168,32.3
29.6,21.7,45.61641693,88.82538605,28.337989,21.28043699,4.761864692,108.849052,0.054066508,0.001962339,0.029527713,0.018654637,0,0,0,0,37.5776,126.838,12.37,0.0985,4480.061523,30
29.9,23.7,71.71920013,95.52958679,28.69109525,24.24304226,4.071083883,52.67069491,0.646286655,0.415552116,0.437857082,0.276094271,0.40428757,0.026494043,0.338903959,0.623775378,37.6046,127.032,44.7624,0.5141,5354.40332,29.3
27.3,20.1,39.43050766,76.50421143,28.23958833,20.13627944,5.675364057,91.83324623,0.050054261,0.00281948,0.28012357,0.191378979,0,0,0,0.044183553,37.5372,126.891,15.5876,0.1554,5833.513672,30.2
32.5,25.9,65.36289215,88.95835114,31.46881348,26.8312664,7.685862044,50.26276,0.184049879,0.253936829,0.23219837,0.148115224,0,0,0.066596321,0,37.5372,127.085,28.7,0.6233,5327.157715,30.3
28.3,24.4,46.20704269,85.94274139,33.5499698,24.10889815,4.907580475,52.10219367,0.436458835,0.313279387,0.031927304,0.117358376,0,0,0,0,37.5102,127.042,54.6384,0.1457,5428.76123,34.2
30,22.4,73.66950989,95.20708466,23.7931146,21.15393015,8.315964997,83.47504791,0.797717892,0.607091,0.779414867,0.449215143,1.624950806,0.028318515,0.15568237,0.055970261,37.5507,127.135,35.038,0.5055,5848.15625,24.5
30.6,22.2,56.99506378,86.72640228,28.50966352,21.52272472,5.451761713,91.77445993,0,0.021257085,0.123921369,0.013181218,0,0,0,0,37.4967,126.826,50.9312,0.4125,4627.060547,29.9
31.9,25.6,48.11001587,79.79296875,32.12110596,25.59118945,5.334103366,52.56602049,0.436647457,0.376116792,0.271923138,0.088438337,0,0,0,0,37.5372,127.085,28.7,0.6233,4696.113281,32.7
25,20.3,57.67558289,80.70318604,27.7857848,21.15309629,7.166616499,83.43722582,0.604108004,0.567488999,0.353534452,0.075240991,0,0,0,0,37.5507,127.135,35.038,0.5055,5799.800781,30.5
30.7,20.8,45.86528778,91.70080566,30.0699293,21.83794533,9.536427518,149.7118526,0.167469651,0.200920461,0.420778496,0.593021283,0,0,0,0,37.5507,127.135,35.038,0.5055,4714.05957,30.5
29.1,20.8,28.34862137,75.98625946,28.66708124,19.10620095,8.079056978,34.72247597,0,0,0.055149838,0.008138099,0,0,0,0,37.5776,127.083,59.8324,2.6865,5849.480469,28
29.6,21.5,38.11119843,92.75265503,29.77904669,22.8487319,5.661351532,129.2567625,0.739384437,0.603217067,0.20888158,0.097892887,0.334169467,0.275367847,0,0,37.5507,127.135,35.038,0.5055,5826.661133,28.8
34.4,23.9,53.1088295,88.69137573,32.96750602,25.51411657,16.42905239,139.7495155,0.331464624,0.275621905,0.331705906,0.504529585,0.035738826,0,0,0.258248332,37.6181,127.004,146.554,4.7296,5479.45752,35.2
30.3,24.5,78.3138504,93.47458649,27.95199602,23.89207904,11.55762541,42.70025474,0.732427236,0.75213299,0.852402858,0.743902274,2.065582434,0.161010424,0.007131508,0.023505646,37.4967,126.927,30.968,0.618,5788.166992,26
27.4,19.3,50.29485703,84.0583725,28.18562296,19.69412747,5.686110208,85.37087282,0.043351538,0.033664005,0.15725866,0.097698573,0,0,0,0,37.4697,126.995,82.2912,2.2579,4526.640625,29.7
26,21.5,73.33375549,96.29646301,28.21589008,24.09057792,6.957715581,68.17681146,0.394186256,0.515578061,0.50554304,0.493432257,0,0,0,0,37.6046,126.991,212.335,2.785,5841.619141,26.7
26.3,22.6,47.54138184,93.28594208,29.6667626,22.76183012,4.551507612,28.3115045,0.767916541,0.621622677,0.394168488,0.200672451,0.073270574,0.159491918,0.000350426,0,37.5776,127.058,33.3068,0.2661,5270.064941,27.7
32.7,25.9,51.70052719,87.99806213,33.00760724,25.66731327,5.219820698,51.30336078,0.207026387,0.201126912,0.084881014,0.070896274,0,0,0,0,37.4697,126.91,52.518,1.5629,5287.229492,34
25.2,14.2,57.63123703,91.42247772,21.13913098,15.77612517,12.12121342,62.78915064,0.224562019,0.222633939,0.706694807,0.852381989,0,0,0.130083481,0.448519225,37.4562,126.955,208.507,5.1782,4371.68457,23.6
32.4,25.4,80.00994873,96.12859344,29.60376098,24.80096787,7.055099686,95.74169074,0.602405171,0.424261986,0.143517037,0.10119857,3.577079585,1.040943741,0.838467518,0,37.6181,127.004,146.554,4.7296,5502.795898,32.8
34.4,25.7,68.27914429,90.63552856,30.38732379,24.59228929,10.63742727,77.3824838,0.731384517,0.6435931,0.845729248,0.767789128,1.139763837,0.002773224,0.975650966,0.077310375,37.6046,127.032,44.7624,0.5141,5379.522949,29.9
32.3,26.8,53.63402557,84.80158997,31.78252136,26.98103816,8.601039112,46.22391804,0.223784765,0.131474987,0.298836968,0.081618822,0.012099127,0,0,0,37.5237,126.909,17.2956,0.2223,5517.208008,32.7
31.8,23.3,31.86729813,73.47388458,33.29058434,23.34921378,6.073332042,15.23610691,0.119437703,0.028816715,0.075692913,0.112881085,0,0,0,0,37.5507,127.04,26.298,0.5721,4686.240234,31.7
34.7,24.8,43.21657944,79.69553375,33.54722498,26.00808243,6.281007548,62.23667471,0.042447132,0.118737176,0.114329024,0.329066785,0,0,0,0,37.5776,126.938,75.0924,1.7678,4938.088379,34.3
23.8,20.3,51.36587143,92.8012619,29.11032215,21.93870909,3.973435774,40.15752757,0.372536901,0.380778924,0.33937761,0.592794252,0.003159046,0,0,0,37.5372,127.085,28.7,0.6233,4874.494141,28.8
27.8,21.8,42.84383392,91.37974548,32.87124503,23.44561894,6.794839025,33.83694762,0.801601053,0.132542173,0.201936852,0.133436509,2.84654327,0,0,0,37.5776,127.058,33.3068,0.2661,5845.751465,31.8
30.1,23.1,55.77214432,97.47277069,32.24729377,23.42232298,4.617982099,120.0996872,0.391764989,0.164721868,0.289992943,0.177047199,0.010138299,0,0.58802563,0.08660438,37.6181,127.099,53.4712,0.697,5354.600098,33
27.5,21.9,87.28938293,94.25202179,25.16853371,22.2667159,6.877615333,51.35031319,0.753506127,0.763960783,0.927421413,0.726199684,0.240052745,0.861207108,5.152187023,0.21230795,37.5507,127.135,35.038,0.5055,4857.075195,25
28.7,23.9,51.8362999,90.8323288,30.71865556,24.63258408,6.88960125,50.34616752,0.269136189,0.126438658,0.108406296,0.136223553,0,0,0,0,37.5776,126.938,75.0924,1.7678,5356.83252,29.8
25.4,20.3,66.55849457,93.85123444,22.00495461,17.88902717,9.679186503,66.24618359,0.35068374,0.36281369,0.334672957,0.297123231,0,0.002779734,0.011734142,0.016959457,37.6181,127.004,146.554,4.7296,4746.358887,25.3
33.3,27.3,45.00518417,81.55715942,33.64550847,25.02434641,4.787804713,102.9834634,0.049561621,0.267812517,0.217328393,0.09137852,0,0,0,0,37.5102,127.086,21.9668,0.1332,5335.196289,36
32.2,21.2,59.4645462,89.16514587,29.01716854,23.28605985,5.835750461,42.57402198,0.239318047,0.495125782,0.188134729,0.256559342,0,0.123488142,0.009432256,0,37.4697,126.91,52.518,1.5629,5813.237305,29.6
33.2,22.8,50.08251572,86.85842133,33.96612634,25.54586797,10.79598065,166.3055267,0.416091657,0.352392665,0.358439539,0.499762721,0.296770985,0,0,0.576813244,37.5507,127.135,35.038,0.5055,5390.597168,34.1
33.4,26.6,54.12768173,78.40872955,30.11326432,26.34596006,7.546502133,49.8241264,0.522403995,0.704478963,0.52586445,0.565211563,0.000266748,0.441960688,0.086806523,0,37.5237,126.909,17.2956,0.2223,5575.988281,32.5
30.1,20.3,78.77919006,98.7556839,28.60945502,22.03927599,12.39046705,38.96497571,0.161518868,0.392112414,0.393325412,0.783168673,0,0,0,0.052353814,37.6181,127.004,146.554,4.7296,5914.817383,27.7
29.9,24.5,72.65818024,91.61974335,28.72113453,24.89918289,3.784089824,48.94847433,0.591133887,0.413844932,0.412657854,0.358267118,0.368365511,0.022610096,0.01935337,0.254096985,37.5372,127.085,28.7,0.6233,5352.710938,29.4
26.8,22.7,32.61468124,85.84298706,33.02937417,22.59217677,8.613100986,56.63229624,0.041788679,0.00189457,0.185675606,0.02399723,0,0,0,0,37.5237,126.909,17.2956,0.2223,5225.286621,31
32.5,24.6,44.71541214,90.71908569,31.93161199,22.34498892,5.792402983,57.15821612,0.240995823,0.175294101,0.219977756,0.286757641,0,0,0,0,37.4697,126.91,52.518,1.5629,5782.484375,32.6
32,20.6,52.72222519,83.61756897,30.61389139,22.70819312,6.851316432,130.4990142,0.008457246,0.004530262,0.023401126,0.279521601,0,0,0,0,37.6181,127.004,146.554,4.7296,5864.960449,32.9
28.6,20.8,32.56171799,78.9003067,31.54389552,20.97426891,5.708440483,19.61862016,0.061190746,0.056108084,0.174800281,0.345026362,0,0,0,0.053757186,37.5507,127.04,26.298,0.5721,5826.782227,31.6
30,21.9,45.81427002,84.84074402,30.98640322,22.82535498,5.008632958,13.59323035,0.76689395,0.430323522,0.295103082,0.514271403,0.030644948,0.005226064,0,0,37.5776,127.058,33.3068,0.2661,5677.223633,31.4
26.1,20.7,39.01481247,79.35668945,30.66159389,21.43632589,5.622493654,67.92319075,0.217265684,0.10940882,0.111740989,0.056897285,0,0,0.004280283,0,37.4562,126.955,208.507,5.1782,5847.944824,33
26.7,23,86.91093445,99.65870667,25.30679421,22.56979021,11.98888824,50.87935567,0.812768393,0.814045922,0.649729416,0.83436146,6.215536684,4.084523978,0.003820103,0.024076506,37.4697,126.995,82.2912,2.2579,5849.513184,28.3
28.6,23.2,64.9970932,95.46852875,27.17011727,22.22781029,4.89718169,92.41768265,0.841707009,0.627873022,0.34943385,0.050777398,2.927326178,0.023080525,0,0,37.5507,127.135,35.038,0.5055,4822.092285,28.4
32.9,26.7,76.65546417,91.81048584,26.56403619,24.23105431,4.562565207,39.33419116,0.787757862,0.772507995,0.73098913,0.79381027,2.858041808,3.997485934,0,0,37.4832,127.024,56.4448,1.2313,5364.618164,33.8
27.2,20.1,56.36392593,97.09764099,29.07942833,22.47706098,7.198420654,81.02690638,0.101721309,0.163760202,0.037297234,0.039585502,0,0,0,0,37.6046,126.991,212.335,2.785,5691.504395,29.1
27.4,22.5,72.55362701,94.4367218,27.32517486,23.13429036,7.785989602,51.49660279,0.469410526,0.919618969,0.724353609,0.888254291,0,0.181634769,0.230920892,8.16183422,37.5776,127.058,33.3068,0.2661,5858.20166,28.2
31.6,27.4,76.05241394,91.77680969,28.37476654,25.78733849,6.48901549,52.79779879,0.835188556,0.787218536,0.787844393,0.611166862,0.023942065,3.970949054,1.315020343,0,37.5102,127.086,21.9668,0.1332,5560.20166,31.5
34.9,27.2,50.44072342,92.03718567,32.86986102,24.71867919,5.264733762,111.4034055,0.003900643,0.01051036,0.013225373,0.064582413,0,0,0,0,37.4967,126.826,50.9312,0.4125,4774.966309,34.3
27.4,21.3,64.74086761,93.15680695,27.28901768,23.76394553,6.133481205,18.72734392,0.3974526,0.706613921,0.293147882,0.096608627,0,0,0,0,37.5507,126.937,30.0464,0.8552,4772.682617,29.2
31,22.7,44.36968231,82.35864258,28.40296913,21.64592992,6.337652266,92.05274105,0.030380309,0.017489767,0.043373048,0.110670968,0,0,0,0,37.5372,126.891,15.5876,0.1554,4482.970215,31.1
33.1,23.8,52.60099411,76.91910553,33.8675612,27.84031354,6.449558238,26.70973301,0.297294656,0.233503801,0.30214659,0.370529003,0,0,0,0.126625826,37.5507,126.937,30.0464,0.8552,5405.21875,33
26.5,21.1,43.70235443,83.66031647,30.22927712,21.16066253,5.8359103,108.8529475,0.308975037,0.232355526,0.162666701,0.121993266,0,0,0,0.133676413,37.4832,127.024,56.4448,1.2313,5846.703125,33.9
26.6,21.2,67.56884766,90.8724823,27.72319656,22.78253871,6.382870078,97.94219192,0.465328095,0.265855173,0.224167191,0.242679759,0,0,0,0,37.5776,126.838,12.37,0.0985,4952.109863,28.2
35.1,25.1,40.38135529,74.85262299,33.23193361,24.96904607,8.231794119,11.93671481,0.041136727,0.007162255,0.236718746,0.077004941,0,0,0,0,37.5237,126.97,19.5844,0.2713,5544.785645,33.9
31,26.3,43.22246933,74.07110596,33.97885912,26.28843221,7.029196143,57.42079163,0.29857166,0.182885099,0.31810349,0.466030308,0,0,0,0,37.5237,126.909,17.2956,0.2223,5197.084473,32.6
33.6,24.2,85.56161499,98.40440369,27.4177555,23.43554043,7.627779384,48.3857578,0.283640961,0.600199418,0.834462977,0.572509499,0,0,0.018994822,0,37.645,127.022,45.716,2.5348,5815.985352,29
31.2,22.7,62.1798439,81.69668579,29.91982127,25.61238314,10.57220491,19.60273262,0.222840756,0.422818979,0.180162402,0.375334788,0,0,0,0,37.5507,126.988,132.118,0.5931,5719.299805,31.6
26.9,23.9,58.78944397,96.01343536,30.61689172,22.34250011,6.220626603,105.4918361,0.818520084,0.484383686,0.107944932,0.020976978,0.077905968,0.008237174,0,0,37.5776,126.838,12.37,0.0985,5824.211914,30.7
31.4,20.7,42.47111893,83.63602448,31.02499061,20.73414795,5.094323784,127.3672329,0.004171167,0.12364794,0.472085953,0.302757793,0,0,0,0,37.6181,127.099,53.4712,0.697,5847.303223,29.6
23.4,19,41.79841995,70.21379089,22.94217296,16.55830417,4.219434937,40.22411366,0.572254398,0.656241576,0.485483098,0.135496858,0,0,0,0,37.5102,127.042,54.6384,0.1457,4498.840332,23.6
29.4,25.4,69.17551422,90.00423431,27.6971467,24.81363663,5.83481124,36.96773044,0.619813588,0.610925383,0.762312119,0.691758859,0.009596862,2.665679835,0,0,37.4967,126.927,30.968,0.618,5503.832031,27.7
30.6,22.2,61.64242935,95.30051422,29.99165993,21.88995138,5.788171262,76.09931421,0.314816005,0.260140053,0.077773083,0.040856372,0,0,0,0,37.5372,126.891,15.5876,0.1554,5818.678711,31.3
27.3,18.7,55.14621353,69.28266144,26.96942621,21.91814567,5.413216511,10.55252651,0.201253936,0.308128412,0.659326243,0.715812933,0,0,0,0,37.5776,127.058,33.3068,0.2661,5692.631836,31.4
28.2,19.6,48.03240585,89.5779953,29.91404013,22.58184444,4.974387199,36.18291666,0.124300601,0.080782538,0.335336382,0.117277892,0,0,0.000113453,0,37.5776,126.938,75.0924,1.7678,5037.410156,30.7
27.1,20.9,48.84859848,71.78069305,28.36445571,21.40339482,6.498372118,42.35557326,0.073867364,0.039358062,0.12734443,0.124065143,0,0,0,0,37.5776,126.938,75.0924,1.7678,4612.763672,30.5
30.3,23.7,70.31725311,92.5151062,23.87160608,21.44687322,7.405685167,70.18220441,0.790404103,0.624998377,0.777519937,0.450557682,1.082430869,0.04155642,0.167842772,0.090225836,37.5372,127.085,28.7,0.6233,5852.796875,25.3
32.8,26,70.37293243,96.32072449,29.11968695,25.17024326,7.764122258,105.7904085,0.355825929,0.316806561,0.168679673,0.127239244,0,0,0,0,37.5776,126.838,12.37,0.0985,5429.651855,31.4
28.9,23.8,72.74518585,92.56717682,29.79722015,25.63631646,6.229683657,41.50544691,0.780993132,0.687271982,0.236905686,0.252898513,3.734865877,7.25078618,0.005771562,0,37.4697,126.91,52.518,1.5629,5438.388672,32.5
33.1,23.4,36.38173294,88.12232971,33.49917282,24.88999053,5.917449901,106.3907283,0.003504352,0.01742775,0.000496333,0.130399855,0,0,0,0,37.4697,126.995,82.2912,2.2579,4896.68457,33.2
27.8,26.5,63.70374298,94.46659851,30.83301522,25.65307156,5.25844725,40.58724538,0.36414152,0.569980957,0.304217861,0.178013656,0,0,0,0,37.4697,126.91,52.518,1.5629,5586.337402,27.5
26.6,22.8,56.10553741,96.97886658,28.35057404,22.59131102,4.522507062,99.05307682,0.808847515,0.640845607,0.24340589,0.21064702,0.098534306,0.228417186,0,0,37.5507,127.135,35.038,0.5055,5261.231445,27.3
26.5,23.2,76.64768219,94.24105072,27.63014185,23.99814009,8.069668194,34.21725851,0.839646788,0.861501543,0.753651652,0.600038267,8.82825168,7.338867823,0,0,37.5776,127.058,33.3068,0.2661,5721.618652,28.5
31.1,22.8,69.97045136,90.37003326,25.8824826,22.93998229,3.877993832,40.58108687,0.302897412,0.635765191,0.62969533,0.628141258,0,0,0,0,37.5102,127.086,21.9668,0.1332,5082.049805,27.2
31.4,24.1,48.47844696,88.15626526,31.20479532,24.91173837,5.816534688,82.44442574,0.352470555,0.554854731,0.12738274,0.154160401,0,0,0,0,37.5102,127.086,21.9668,0.1332,5171.381348,32.8
27,24.4,64.23586273,92.01341248,29.23037722,24.50179144,5.873951087,35.44530257,0.839272733,0.683019979,0.253236634,0.061785292,0.199022604,0.385586544,0,0,37.5237,126.97,19.5844,0.2713,5544.785645,30.9
29.5,20.6,49.89574814,91.57553101,25.32335609,20.26848626,10.01580964,53.09984597,0.511021671,0.110968138,0.00215678,0.040475813,0.037694298,0,0,0,37.4697,126.91,52.518,1.5629,5863.992188,26.7
29.6,25.8,52.27149963,97.34835052,33.59736666,25.11237645,5.078652094,72.56831451,0.153391055,0.181695901,0.170011309,0.51832549,0,0,0.016147934,0,37.6046,127.032,44.7624,0.5141,5007.588379,33.5
26,20.5,44.74653244,95.30249023,29.20536229,19.39670553,5.553617736,73.24783118,0.110471667,0.022110844,0.05626666,0.005508296,0,0,0,0,37.4562,126.955,208.507,5.1782,5526.780762,29.1
31.2,27.4,51.4437027,96.68698883,33.43032763,25.05345742,4.860079994,128.672147,0.089850996,0.111893464,0.1483055,0.50469232,0,0,0,0,37.5507,127.135,35.038,0.5055,4991.792969,35.1
32.6,25.1,24.28991318,91.57363129,34.71081061,25.04551063,7.179247022,121.3712866,0.697394985,0.116406253,0.042592966,0.050534014,0.475392888,0,0,0,37.5102,127.086,21.9668,0.1332,5783.19043,33.3
32.9,21,31.12126541,74.57775879,33.68043341,24.23756673,6.445769012,21.19773885,0.247898256,0.350528593,0.094526152,0.134373051,0,0,0,0,37.5237,126.97,19.5844,0.2713,4928.546875,34.3
24.3,21,71.28096771,95.32128906,25.43515134,20.85317895,5.266263415,40.87188482,0.891817888,0.832283618,0.456682029,0.277229281,1.362823327,2.149757793,0.263569584,0,37.5372,127.085,28.7,0.6233,4908.635254,24
33.6,26.1,55.61601639,74.35527039,33.45767242,27.87311489,7.171097378,14.6572086,0.314853958,0.39461919,0.338988132,0.364328352,0,0,0,0,37.5776,127.058,33.3068,0.2661,5644.621582,32.8
29.4,25.6,72.97696686,87.05448914,27.72967162,25.12497121,6.141449312,37.18642084,0.642729617,0.560474209,0.766720464,0.714042202,0.062932452,0.601140912,0,0,37.5507,126.937,30.0464,0.8552,5517.881836,27
28.5,23,73.75704193,88.58009338,28.41539609,25.32598072,10.08988233,27.23547632,0.660187811,0.78011938,0.663286206,0.546318164,0.012889592,0.388421965,0.00026282,0.009648003,37.5776,127.058,33.3068,0.2661,5813.828125,26.4
