VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,VAR103,VAR121,VAR122,VAR123,VAR128,target
505616,2.53,46.56,49.49,1.01,4.59,13.56,27.3,13.11,12.69,505616,100,17822,65,0.28,23.61,30.79,21.95,16.83,22448,9258,11161,7369,9015,7867,7305,6357,142217,28.67,12.53,41.24,8.06,14,47.78,23.12,23.61,22.65,16.4,14.82,39.67,17.9,16.49,3.21,47.21,41.5,51.6,49.78,48.14,55.61,50152,12.2,20975,10.92,16.64,22.39,27.98,0.45,0.69,0.93,1.16,88.89,1.98,7.77,4.85,2.48,2.65,2.32,51.24,2.89,54.91,2,24524,89.07,47.93,16.23,52.12,1939,8.97,0.75,30200,40900,53700,23500,161,237,306,145,322,29.3,19.3,13.6,589,105,4.15,67.87,59,92.11,94.64,79.8,6336.3,14.25,3.35,1678.54
66467,2.46,12.14,86.63,0.68,0.8,13.45,24.52,11.73,14.03,66467,100,23578,69.27,1.26,42.93,32.71,10.51,21.02,29798,12475,13206,7173,3526,21103,4905,6414,11067,16.9,8.29,22.09,14.09,7.22,56.41,22.28,24.51,16.71,22.63,10.28,26.83,12.72,11.6,3,67.88,64.89,70.11,73.75,64.41,70.39,2348,4,625,5.6,7.84,10.24,13.6,0.05,0.07,0.1,0.13,97.01,0.24,3.85,2.58,2.42,2.56,2.17,68.98,2.06,50.61,2,1986,93.16,65.42,7.75,50.2,1955,4.04,0.33,27900,39800,56100,28200,191,250,305,114,326,25.6,16.2,13.5,9,4,0.94,78.16,56.66,87.62,93.38,62.7,1059.3,1.37,4.35,661.25
14143,2.68,8.4,88.4,1.04,4.55,21.01,33.35,21.95,14.55,0,0,23886,72.48,0.4,43.56,36.57,8.22,21.92,30778,11126,11711,6584,3706,6599,6874,7375,2294,18.25,9.59,24.81,17.44,6.81,54.19,13.55,38.63,14.01,26.02,7.58,43.86,11.15,9.49,3.02,64.55,63.4,74.38,70.39,64.26,74.23,458,4.57,333,11.41,24.92,30.33,35.74,0.27,0.59,0.71,0.84,91.01,1.09,3.88,2.46,2.38,2.63,2.08,60.26,1.48,46.94,3,370,93.46,54.56,2.16,44.59,1939,8.02,0.19,45000,58500,74700,29700,267,337,402,135,387,30.5,21,14.9,0,0,2.35,75.91,51.79,72.2,88.4,4.4,3231.1,0.5,0,667.04
44389,2.49,3.21,95.98,0.39,0.66,12.9,25.77,12.14,13.09,44389,100,23062,72.75,0.7,37.04,30.14,9.63,20.31,28490,11680,11710,9200,3952,31513,7751,9293,6723,15.56,8.71,27.16,11.32,7.99,56.8,19.85,22.6,18.05,22.56,12.26,24.38,15.68,14.11,3.02,69.92,67.88,74.66,75.68,60.32,64.79,817,2.3,324,4.01,7.41,9.26,16.05,0.03,0.05,0.07,0.12,97.67,0.39,3.7,2.49,2.44,2.56,2.28,59.6,1.46,48.85,3,1165,93.86,56.75,1.89,35.02,1955,7.37,0.46,36600,49500,68900,32300,204,269,347,143,351,26.5,17.1,12.2,1,0,0.73,80.08,51.69,86,93.12,18.7,2376.3,0.49,0,1082.63
139739,2.72,38.89,39.98,1.45,31.59,17.16,34.04,18.02,8.78,139739,100,22140,71.32,0.31,24.55,22.4,21.82,11.6,24774,11081,15140,9661,8364,9807,5682,6169,36397,27.51,18,40.56,14.44,10.73,54.05,15.22,27.13,15.93,21.06,12.64,52.37,17.49,15.22,3.29,35.63,30.32,33.53,38.38,48.87,56.43,21440,20.8,21442,16.61,26.04,36.19,46.66,2.55,4,5.55,7.16,60.57,9.74,9.35,5.67,2.55,2.76,2.49,25.54,9.2,73.14,2,4634,91.74,23.61,6.24,25.51,1949,14.47,1.42,107100,133800,161300,54200,318,443,528,210,504,29.1,23.9,14.8,701,26,15.34,43.76,44.91,79.37,82.12,17.9,7794.8,17.32,11.96,2288.32
32383,2.83,0.48,96.12,3.05,0.99,13.28,25.84,12.39,8.71,32375,100,53971,88.23,0.95,57.63,20.61,3.59,15.92,59368,21814,21929,21205,5478,20790,9730,11906,819,2.55,2.53,9.77,37.68,5.31,72.2,27.16,24.82,7.14,41.38,5.62,29.84,8.86,7.3,3.2,84.86,83.47,92.29,84.33,60.36,74.67,129,0.6,1940,10.67,16.75,25.57,33.66,0.64,1,1.53,2.02,91.59,0.77,4.23,3.34,2.81,2.92,2.27,85.61,0.82,32.13,3,362,96.94,82.21,2.49,41.16,1965,0.13,0.05,151900,177000,215900,64000,509,668,820,311,702,23.7,20.3,12.8,0,0,5.99,72.48,65.68,87.59,91.37,23.5,1379.8,1.3,0,369.33
11294,2.66,1.72,95.26,1.92,3.64,16.11,30.53,18.93,15.21,11294,100,44970,79.79,0.73,63.88,32.54,2.38,17.39,53128,21204,21777,3672,0,13204,15514,14945,291,2.83,6.17,17.56,27.34,3.97,65.65,14.31,24.53,8.28,33.94,7.16,36.09,8.82,8.07,3.01,83.71,82.53,95.6,89.39,57.22,68.22,7,0.1,1030,4.95,11.26,18.74,24.27,0.45,1.03,1.71,2.21,86.14,1.54,3.9,2.67,2.43,2.66,1.91,75.66,1.16,45.27,3,222,95.02,69.04,0.9,31.08,1956,0.47,0,159000,194700,246200,87200,458,620,803,345,696,24.7,22,15.3,0,9,9.12,69.03,61.09,74.91,95.72,2.9,3962.3,6.07,0,320.4
14439,2.79,5.9,92.95,0.83,0.7,29.6,44.36,35.05,14.21,0,0,16961,67.14,1.75,39.51,36.72,6.03,19.56,26207,9771,10021,7463,215,3598,229,4110,2150,19.63,13.01,24.76,27.11,6.93,52.04,12.65,40.37,12.27,29.33,6.19,48.16,9.99,8.25,2.75,71.04,71.23,77.69,72.1,63.96,74.66,182,2.18,279,40.14,51.61,51.61,51.61,0.78,1,1,1,96.23,0.38,1.18,0.73,2.11,2.23,1.96,60.03,1.04,50.27,2,367,93.38,56.96,1.09,28.88,1965,5.27,0.34,39400,56600,79600,40200,148,206,260,112,265,27.1,18.5,14.1,0,0,1.93,58.09,38.18,58.82,79.47,7.7,1886,0.37,0,333.19
93086,2.78,6.46,86.61,5.47,5.56,10.81,25.74,11.46,12.38,93086,100,45516,83.31,0.56,51.6,27.56,3.55,19,50457,18213,18742,13936,16595,16484,11985,16184,2720,3.04,9.23,22.57,19.84,4.85,64.44,18.03,19.01,13.18,26.7,7.81,32.69,8.55,8.18,3.14,82.95,79.24,93.83,82.08,57,68.83,703,1.14,11371,10.53,19.36,29.5,37.8,1.29,2.36,3.6,4.62,81.6,1.96,4.47,3.37,2.68,2.86,2.21,77.7,2.32,42.2,3,1025,97.03,72.9,2.05,33.07,1958,0.99,0.2,134900,160000,182900,48000,538,633,745,207,693,25.1,23,15.5,43,0,12.22,65.6,66.03,80.75,91.7,23.9,3898.9,6.92,3.47,408.3
15616,2.83,0.79,96.23,2.5,1.9,10.82,23.03,9.46,7.24,0,0,61524,89.13,1.34,61.48,14.7,1.45,10.99,66461,24637,24568,36042,480000,18511,15913,13756,356,2.31,3.8,10.04,42.03,2.46,74.58,19.18,23.2,7.33,39.63,6.05,23.73,8.14,7.12,3.15,91.65,90.57,98.02,90.92,52.99,64.99,69,0.73,938,18.02,23.45,28.89,30.81,1.08,1.41,1.74,1.85,92.59,0.34,3.73,2.99,2.79,2.86,2.39,87.81,0.6,35.41,3,351,94.03,85.76,0.57,60.97,1982,0.33,0.39,152800,211600,278600,125800,529,742,904,375,857,24.4,28.1,15.8,19,0,6.01,54.63,42.4,56.97,82.95,39.2,398.2,1.55,0,56.31
24137,2.82,10.18,87.91,1.11,1.94,13,27.12,12.68,11.26,23137,95.86,38250,82.95,0.38,38.61,26.78,4.49,19.34,43192,14678,14855,13583,9535,14450,8017,14531,1234,5.22,7.96,26.5,12.57,5.09,64.53,17.68,18.97,16.63,19.96,8.93,30.66,10.39,9.68,3.24,78.08,73.47,91.1,80.23,51.97,62.63,393,2.15,573,6.46,12.39,14.31,17.8,0.15,0.29,0.34,0.42,95.11,0.52,6.01,4.54,2.77,2.93,2.23,82.15,1.8,34.86,3,318,96.42,77.8,4.09,21.07,1965,0.96,0.23,73500,88600,107500,34000,379,438,537,158,543,25.5,21.3,14,0,0,2.37,50.98,64.75,80.6,91.13,18.1,1332.2,3.28,0,383.23
42045,2.42,23.79,74.89,0.63,2.17,12.66,23.73,11.67,18.68,42045,100,21766,66.58,0.64,37.17,38.4,9.18,18.39,26700,12783,15074,5507,13914,18751,9671,13465,8116,19.88,10.43,28.38,16.73,7.05,51.96,13.94,23.67,12.83,26.4,13.2,26.69,16.4,14.96,2.94,58.65,51.67,61.82,57.96,53.82,65.43,2282,6.17,1138,5.54,7.12,9.93,21.44,0.15,0.19,0.27,0.58,94.69,0.7,4.78,3.14,2.34,2.38,2.29,58.08,5.19,54.84,2,2085,89.3,57.17,3.31,35.88,1974,7.77,0.45,43800,62900,89100,45300,190,294,387,197,392,26.4,21.5,12.6,39,0,2.71,44.47,46.16,73.34,83.65,29.9,1406.2,0.14,8.4,1622.96
15467,2.89,0.8,96.5,2.46,0.69,15.52,21.48,11.99,13.28,15467,100,63203,80.01,1.22,69.68,27.51,2.48,17.94,70129,29244,29628,22442,0,18617,10478,32406,336,2.25,2.1,5.98,51.96,3.51,63.04,13.27,34.26,2.86,48.15,2.9,23.99,6.11,4.64,3.12,90.3,89.72,96.61,87.08,60.77,65.74,6,0.05,1077,12.26,20.43,28.97,32.5,0.85,1.42,2.02,2.26,89.27,1.04,2.99,2.46,2.79,2.82,2.31,94.08,0.21,13.88,3,167,96.98,92.85,0,41.92,1958,0,0.09,162800,209300,293400,130600,288,611,926,638,798,29.9,19.5,13.3,0,0,6.96,58.19,68.81,85.85,88,9.3,1655,0.26,0,44.06
10023,2.87,6.52,85.19,2.43,19.37,15.44,28.6,12.67,4.12,10023,100,35856,91.18,1.11,45.29,11.14,1.87,24.69,38347,13246,13676,12580,18976,10703,7886,8629,580,5.79,3.65,7.89,21.17,4.38,72.96,6.27,22.56,7.68,30.2,9.5,23.02,13.32,11.48,3.21,81.27,79.7,87.84,84.06,69.92,75.98,52,0.77,572,11.36,12.41,18.36,27.8,0.65,0.71,1.05,1.59,84.04,1.17,3.93,3.17,2.87,2.95,2.71,67.41,3.17,21.41,3,174,95.26,65.6,0,47.7,1977,1.23,0,53300,63600,74800,21500,314,401,473,159,485,21.5,20.5,16.9,0,0,5.71,47.54,50.28,75.55,84.89,4.9,2064,0.29,0,259.79
23756,2.59,4.48,94.6,0.69,0.47,15.34,26.17,14.72,14.86,23756,100,29047,77.72,0.59,45.1,31.69,3.32,17.33,35619,14467,14746,10766,3256,7538,8347,8909,1116,5.16,10.42,23.91,17.85,2.39,61.98,16.85,25.01,17.44,24.72,10.49,26.46,12.49,11.55,2.87,76.78,73.88,85.9,79.09,66.7,75.08,239,1.43,401,9.23,19.2,23.94,34.16,0.16,0.32,0.4,0.58,97.06,0.39,1.87,1.32,2.37,2.46,2.18,70.03,0.92,39.07,3,448,95.34,67.43,0.67,20.98,1964,2.78,0.1,52700,69100,94400,41700,276,345,398,122,404,25.2,16.8,11.8,1,4,1.69,70.11,51.52,71.33,88.2,15.1,1575.7,0.06,0,102.2
15600,3.19,1.1,90.42,8.1,1.94,14.99,24.83,13.06,8.19,13977,89.6,74825,90.84,1.66,65.16,21.51,2.23,15.54,78445,29785,30197,16468,0,26432,9867,16910,122,0.79,4.36,11.91,38.37,4.7,68.51,18.42,22.31,8.5,41.27,4.44,28.38,5.99,5.23,3.38,91.14,89.03,98.75,91.14,48.84,61.85,5,0.05,1646,12.7,17.13,22.17,23.39,1.34,1.81,2.34,2.47,84.08,1.55,5.37,4.7,3.15,3.19,2.72,92.63,0.98,16.09,3,237,95.38,91.49,0.84,48.1,1967,0.41,0.23,214100,280800,375100,161000,586,786,1001,415,1001,24,22,12.8,0,0,10.55,57.32,69.2,81.81,92.64,19.5,798.4,3.62,0,37.13
196637,2.74,55.75,43.57,0.5,0.45,16.18,29.7,15.17,10.48,196594,100,23270,77.64,0.91,29.46,26.94,10.83,12.77,28401,12216,19315,6719,6269,7230,9671,9703,43216,22.68,9.01,24.97,26.91,8.79,59.11,9.73,30.65,12.48,28.01,10.91,36.89,15.27,13.3,3.27,57.38,50.61,66.54,58.36,72,75.56,16372,10.76,2006,27.12,40.73,50.3,56.58,0.28,0.42,0.51,0.58,96.72,0.45,7.57,5.18,2.64,2.78,2.46,60.21,6.2,45.98,3,7509,90.54,57.3,10.37,40.18,1965,7.47,0.57,39900,54600,76600,36700,175,290,375,200,388,28.8,21.8,14,93,2,1.02,82.08,54.94,84.57,93.26,112.9,1741.2,1.86,4,1424.74
38518,2.8,0.91,97.97,0.68,1.32,13.69,24.95,12.5,11.01,33788,87.72,47106,83.39,1.08,57.24,27.61,2.77,17.91,52833,19954,20026,18182,23000,17198,10739,22516,1067,2.8,8.09,20.84,21.82,3.83,70.49,23.14,22.24,11.87,29.02,5.95,28.13,8.62,7.33,3.17,85.72,84.36,96.1,87.08,65.74,77.59,173,0.62,2324,2.58,4.13,7.36,10.67,0.16,0.25,0.44,0.64,88.38,1.06,3.48,2.75,2.78,2.88,2.33,83.7,0.9,33.08,3,484,96.6,80.58,1.45,36.57,1966,0.86,0.08,146600,178500,224600,78000,359,517,649,290,593,22.9,21.4,12.9,0,0,6.03,70.17,64.94,88.01,94.88,37.3,1033,0.46,0,59.64
20030,2.81,4.57,94.09,0.81,0.77,20.34,33.24,19.99,9.52,0,0,28975,81.23,0.66,42.47,24.41,5.98,14.83,34699,12155,12361,9784,19678,4787,9149,8727,1757,9.8,6.45,20.57,20.2,4.32,63.21,23.83,27.64,18.59,24.45,10.43,33.82,13.27,11.94,3.06,74.93,73.19,83.46,75.42,68.21,74.49,309,2.15,393,28.5,36.9,36.9,38.42,0.56,0.72,0.72,0.75,96.65,0.09,3.3,2.27,2.52,2.72,2.27,59.76,1.53,47.35,3,523,93.17,55.35,0.96,26.58,1965,7.22,0.25,50700,68100,90900,40200,257,331,404,147,423,24,18.4,12.3,0,0,1.96,72.21,43.13,71.03,88.22,10.8,1852,0.35,0,264.2
13220,2.7,34.46,64.94,0.32,0.56,15.79,26.93,12.78,12.62,0,0,21920,75.59,0.82,24.73,28.27,11.9,10.84,27324,11056,13937,5739,5129,11010,0,13605,2627,20.37,17.12,37.64,15.52,7.44,58.24,35.97,18.25,25,22.34,10.01,27.64,13.85,12.12,3.17,67.06,58.97,74.71,75.88,68.01,75.41,688,5.8,71,12.68,12.68,12.68,12.68,0.07,0.07,0.07,0.07,98.03,0.37,5.12,3.72,2.63,2.72,2.48,65.64,4.63,41.25,3,559,89.76,63.5,1.43,44.19,1971,12.11,2.49,35400,51000,80900,45500,99,169,254,155,258,22.8,17.1,13.2,0,0,0.54,65.92,54.56,78.98,86.16,61.6,214.7,0.15,0,686.71
12105,2.82,0.83,95.23,1.81,3.44,15.79,27.74,13.12,12.96,12071,100,33524,81.5,1.64,45.25,24.37,4.37,19.88,37023,14031,14170,15661,4017,10925,11048,15422,881,7.41,2.66,12.8,25.16,4.63,63.29,12.59,27.29,8.6,36.25,8.86,24.88,11.38,10.16,3.23,78.6,79.32,88.38,77.34,69.75,75.32,87,0.82,346,19.94,30.92,33.82,39.6,0.57,0.88,0.97,1.13,92.62,1.23,8.56,6.59,2.78,2.87,2.54,75.12,2.33,33.84,3,206,95.42,72.71,0,36.89,1965,2.71,0,55300,71500,93200,37900,267,313,367,100,377,22.6,20,11.3,0,0,2.87,66.61,55.42,79.91,89.5,3.2,3745.4,2.3,0,173.4
59459,2.45,14.2,84.87,0.4,0.63,15.31,27.93,14.78,14.6,59449,100,23221,71.6,0.67,35.74,32.58,8.81,22.59,28901,12161,12599,9820,6634,8802,7428,6187,10320,17.98,10.09,28.67,12,8.19,56.59,27,21.54,21.92,18.02,13.28,28.34,16.33,14.94,2.95,62.56,58.7,69.89,62.76,63.08,72.44,2368,4.66,517,13.15,22.82,28.24,33.08,0.11,0.2,0.25,0.29,97.43,0.28,3.85,2.55,2.36,2.42,2.27,65.29,1.9,56.3,2,2051,92.22,63.82,6.39,56.36,1954,8.42,0.49,26300,37000,52400,26100,186,253,325,139,338,26.3,15.1,12.2,21,0,0.87,73.7,54.85,85.55,91.51,39.2,1515.3,0.7,0,439.73
61921,2.25,30.72,67.37,1.14,2.48,16.18,31.84,19.52,18.57,61921,100,18631,65.65,0.35,35.07,37.1,7.76,19.29,24264,11901,14432,6485,10469,8809,9865,11458,13026,22.49,8.81,26.4,16.46,7.89,50.6,8.01,23.7,8.74,23.54,13.27,43.93,16.2,14.77,2.79,49.12,41.09,58.62,41.54,64.39,69.44,3604,7.96,4360,15.57,22.09,27.68,32.52,1.1,1.56,1.95,2.29,91.1,0.95,4.5,2.34,2.1,2.2,2.01,49.1,4.17,70.06,2,4621,85.63,46.85,1.38,23.11,1967,11.11,0.2,45100,63000,88100,43000,264,355,436,172,420,30.4,24.1,13.1,94,18,7.04,33,41.24,67.69,75.79,33.4,1853.5,3.49,6.47,2082.86
30491,2.96,2.27,73.14,12.08,33.48,13.75,31.95,15.34,8.54,30491,100,33367,83.88,0.2,23.1,19.5,8.22,12.85,35781,12803,13952,12203,13248,10844,7927,7901,4100,13.62,13.83,29.64,14.18,8.43,65.39,27.15,14.75,18.21,21.54,10.67,35.38,15.89,13.28,3.41,70.11,64.4,80.13,75.47,57.62,63.87,936,4.26,9410,24.54,36.61,49.14,61.02,7.57,11.3,15.17,18.83,58.83,15.14,13.34,9.33,2.92,2.64,3.19,45.39,17.83,67.93,2,449,95.83,50.05,0.89,20.27,1969,3.49,0.19,142800,171100,201300,58500,587,671,743,156,718,30.6,25.8,11.3,42,0,30.86,40.06,41.64,73.75,84.56,3.2,9422.4,3.65,0,997.03
27341,2.29,45.6,51.64,1.4,5.98,10.47,22.1,10.09,27.04,27341,100,20731,60.34,0.5,35.7,46.37,4.85,16.4,25156,11295,12840,9742,12488,8918,4965,8642,3812,14.17,11.42,31.89,9.68,7.49,49.28,9.74,24.3,12.29,16.83,10.01,26.99,13.46,11.98,2.87,55.44,52.24,65.39,59.06,71.77,77.43,1565,7.24,8871,13.8,23.79,34.28,48.11,4.48,7.72,11.12,15.61,79.27,3.36,5.54,3.34,2.26,2.14,2.49,62.51,6.97,81.04,2,1959,85.93,65.98,0.92,36.7,1974,2.42,0.25,67300,79600,91300,24000,384,473,535,151,544,31.4,25.1,12.9,0,0,32.45,20.26,47.72,71.19,76.34,3.7,7341.8,4.92,0,1304.02
70580,2.63,41.64,57.3,0.53,1.15,15.19,27.58,14.01,12.09,70580,100,21225,71.91,0.54,29.48,28.33,11.65,15.68,26204,11475,15087,6372,8388,10343,41208,16320,16172,23.57,15.01,30.58,18.36,10.56,52.17,15.94,29.02,13.74,26.01,11.35,31.55,14.96,13.29,3.17,62.74,57.01,62.98,63.56,57.06,61.62,3619,5.87,634,14.83,17.03,25.08,36.12,0.13,0.15,0.23,0.32,88.49,0.98,6.25,4.32,2.57,2.67,2.44,60.55,4.64,46.17,3,3029,89.85,58.4,6.17,51.17,1961,6.39,0.63,36300,52200,75100,38800,148,254,340,192,339,27.3,18.5,13.1,15,6,0.9,80.8,55.31,87.04,93.12,33.2,2123.3,0.93,6.98,889.17
173072,2.49,16.75,80.45,1.01,2.7,14.06,28.56,13.77,11.72,173072,100,26344,78.89,0.59,40.82,27.69,5.8,15.56,31981,12726,13792,8268,11238,10229,7671,8758,19531,11.53,7.5,22.88,15.74,6.15,64.55,21.42,20.88,18.22,23.1,11.88,32.26,15.27,13.69,3.08,65.08,62.45,73.72,66.81,69.05,76.39,6744,5.04,3829,14.91,20.95,27.37,36.69,0.33,0.46,0.61,0.81,95.04,0.6,5.26,3.35,2.43,2.63,2.13,64.68,2.16,48.96,3,7539,90.23,59.63,5.49,31,1957,7.7,0.22,32600,47800,65400,32800,241,312,389,148,382,24.4,16.2,12,106,14,2.21,67.82,50.81,83.37,89.3,64.9,2666.3,2.15,5.54,555.18
13364,5.28,17.13,36.2,0.58,51.77,13.14,39.97,18.07,4.53,0,0,21558,74.78,1.16,20.9,23.46,23.06,12.41,22358,8270,12106,5715,8542,14241,6298,5898,1965,24.15,18.56,42.24,5.43,12.35,26.3,7.99,19.49,20.51,16.91,6.78,61.96,12.95,8.44,3.68,69.24,63.5,64.77,74.33,52.01,56.18,665,9.3,2136,14.23,23.5,25.51,36.05,2.27,3.76,4.08,5.76,55.84,7.92,14.14,11.53,3.28,3.25,3.32,55.43,18.4,52.4,2,181,93.33,55.94,1.66,47.51,1969,15.82,0.22,46000,58300,74100,28100,190,294,388,198,379,26.1,21.8,12.5,0,0,16.1,56.75,41.71,55.09,91.92,5.9,2277.4,0.38,0,764.68
12694,3.53,0.16,80.42,0.06,90.92,19.96,30.86,15.94,11.35,0,0,12908,66.9,1.35,16.61,30.16,24.09,10.37,14257,5237,5472,0,8400,11457,4234,4472,6187,48.82,44.5,58.05,7.6,17.42,42.27,10.5,26.26,17.7,17.4,5.85,33.02,11.84,9.12,3.99,68.5,62.76,76.33,71.24,40.59,48.99,484,3.62,2298,13.14,20.37,25.24,32.68,2.38,3.69,4.57,5.92,12.5,16.85,19.72,16.21,3.52,3.48,3.59,65.18,25.22,58.31,2,446,88.97,65.91,8.97,24.89,1969,21.5,2.82,19300,29800,43000,23700,99,144,226,127,192,29,25.2,12.8,0,0,18.1,69.14,68.9,90.92,94.22,7.7,1656.3,0,0,1266.08
37120,3.04,1.06,47.96,32.45,36.29,13.77,28.64,14.2,11.71,37120,100,32559,77.74,0.51,37.06,23.06,11.63,12.92,35991,13733,17313,11260,14945,10702,9728,10416,5540,15.17,14.87,29.14,21.79,6.15,59.54,16.25,21.07,13.28,25.09,7.95,35.83,12,10.09,3.47,73.05,69.01,76.13,80.23,53.92,60.21,964,3.61,15840,20.21,30.51,43.53,56.89,8.62,13.02,18.57,24.28,41.72,17.14,12.4,9.19,3,2.97,3.02,48.09,21.14,67.48,2,520,95.92,48.49,1.92,24.42,1954,2.04,0.46,184600,251600,335800,151200,501,620,734,233,672,30.1,25.7,11.5,0,0,42.67,40.75,44.59,82.46,84.95,4.3,8664.8,4.86,0,822.57
111348,2.65,2.36,84.03,8.68,11.46,12.92,27.42,12.7,8.56,111348,100,41675,83.99,0.63,45.23,18.34,6.67,15.16,46847,17566,18356,14825,14266,14431,10610,12310,7349,6.69,3.65,11.93,26.14,4.58,70.43,10,20.12,9.45,29.52,10.82,31.29,16.14,13.55,3.1,74.16,72.72,84.48,73.1,61,71.37,1200,1.61,15735,19.38,30.95,43.7,51.84,2.74,4.37,6.18,7.33,81.55,3.08,5.13,3.63,2.63,2.68,2.55,62.06,5.23,42.88,3,1775,95.94,60.94,0.68,12.51,1967,1.32,0.09,157900,195300,249900,92000,529,618,758,229,677,29.1,24.4,11.5,47,6,14.13,50.29,44.79,72.77,86.89,30.5,3646.5,10.08,5.52,534.46
13786,2.52,5.74,93.4,0.37,0.62,14.44,25.21,12.32,12.84,0,0,24676,72.74,0.73,32.47,29.19,9.5,15.38,30457,12130,12435,7592,7341,21573,10300,5840,1979,14.52,15.57,32.53,14.88,4.66,59.27,30.63,20.22,24.42,24.39,9.68,21.29,12.83,11.39,2.95,76.23,72.2,90.91,71.61,63.19,68.34,160,1.41,77,0,16.88,22.08,42.86,0,0.09,0.12,0.24,97.82,0.33,2.49,1.84,2.48,2.55,2.35,67.65,2.1,41.68,3,428,92.76,65.83,1.17,38.32,1970,8.85,0.91,36800,52700,73800,37000,110,189,249,139,315,22.8,17.4,12.9,0,0,0.56,74.08,55.76,86.32,91.73,48.1,286.5,0,0,373.54
19530,2.95,0.56,97.98,1.05,1.08,13.76,28.51,12.74,5.8,13568,69.47,47859,91.23,1.35,48.51,14.97,2.96,11.2,50714,17678,17689,17833,27836,17248,10272,13422,560,2.89,5.18,14.96,24.8,6.71,75.22,31.96,16,12.79,32.36,7.1,27.48,9.52,8.33,3.23,85.12,83.41,90.82,89.78,70.57,78,165,1.31,910,10.99,17.36,23.63,28.02,0.51,0.81,1.1,1.31,90.95,0.64,4.02,3.24,2.92,3.03,2.59,77.77,1.57,36.47,3,272,96.06,74.92,1.47,30.15,1977,1.16,0.29,121300,145000,174800,53500,518,636,760,242,772,26.1,25.5,14.2,0,0,4.66,35.48,51.27,72.21,74.4,29.3,666.9,0.4,0,91.21
10733,2.52,4.7,94.74,0.35,0.41,13.16,24.8,11.99,17.32,0,0,16810,63.09,1.63,31.86,39.39,13.24,15.65,23064,10109,10255,7738,8318,5313,5500,1598,2162,22.25,31.9,43.59,14.98,5.82,45.7,15.18,26.89,13.76,24.74,10.31,29.12,14.13,12.45,2.89,66.1,63.17,73.48,76.31,45.8,62.06,198,1.95,42,0,9.52,11.9,35.71,0,0.04,0.05,0.14,98.58,0.32,2.91,1.9,2.29,2.36,2.19,58.97,1.39,52.62,2,376,91.88,57.22,0.53,46.01,1959,10.45,0.67,26900,40900,61800,34900,137,197,245,108,247,25.5,16.1,12.1,6,0,0.39,80.01,53.86,86.1,94.01,10,1074.2,1.05,0,566.36
12224,2.97,0.82,91.75,0.49,23.98,17.03,27.62,12.94,5.49,12142,100,37952,89.17,3.09,48.49,14.07,1.83,12.51,41136,14187,14457,10796,109667,12459,8825,8531,853,7.03,3.15,12.32,24.08,5.29,66.22,11.3,22.57,9.78,29.87,7.07,23.67,10.16,8.64,3.3,83.91,82.52,89.12,84.19,47.87,64.1,148,1.69,193,3.63,3.63,10.36,17.1,0.06,0.06,0.16,0.27,78.74,1.41,4.96,4.13,2.97,3.01,2.89,66.77,4.34,27.04,3,446,90.23,65.92,1.35,42.38,1972,6.76,0.4,55900,68700,86800,30900,263,352,472,209,426,20.7,19.7,12.2,0,0,1.59,66.6,45.34,69.2,90.12,6.1,2007.9,0.23,0,86.34
59177,3.7,0.69,58.78,3.16,83.2,17.17,31.31,16.12,8.93,59177,100,34383,82,0.22,23.18,25.09,12.12,14.82,36023,10454,10998,14888,10740,16781,8980,9432,6785,11.61,22.12,47.73,6.1,8.44,57.83,26.13,15.94,26.09,14.08,8.67,36.88,12.35,10.54,4,73.32,61.81,78.73,82.25,54.89,60.98,2817,5.6,17336,12.09,20.03,27.31,37.25,3.54,5.87,8,10.91,35.92,14.38,20.77,17.29,3.67,3.75,3.46,71.81,25.88,57.33,2,314,98.08,70.15,1.27,27.07,1956,3.75,0.17,135500,165000,191100,55600,446,561,695,249,613,28.6,24.6,11,23,0,29.3,56,61.7,91.97,93.83,8.3,7160.8,3.56,0,1348.6
