ID,TARGET,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,DemMedHomeValue,DemPctVeterans,DemMedIncome
38632,38,12,45,9,24,20,20.67,13.51,16,129,13,33,87,5,16,34,86000,23,56969
38664,30,1,1,1,1,30,30,30,17,17,11,16,14,5,7,6,102500,15,56250
38707,17,7,8,4,5,12,10.71,10,17,41,14,31,37,6,16,15,333300,41,0
39935,4,7,8,4,4,4,4.14,4,21,32,11,27,27,6,14,12,146400,25,68869
38924,20,2,2,1,1,20,15,15,18,33,10,25,23,4,10,9,74000,22,32229
38987,13,5,21,2,13,10,14.4,11.19,21,128,13,32,78,6,16,32,131400,27,47750
39031,15,2,7,1,4,10,15,7.86,16,77,13,28,48,5,11,17,120000,43,60584
189848,12,10,30,5,11,12,10,9.73,4,87,27,48,83,11,21,31,88500,35,40032
185030,10,4,13,2,6,4,12,10.15,18,122,16,37,73,6,16,29,82400,22,43600
37090,20,2,10,1,4,16,16,13.7,25,65,11,32,54,6,16,22,136300,14,91874
39438,4,6,7,4,4,4,4.17,4.14,18,33,11,28,26,6,14,12,134400,22,41999
39479,4,10,26,5,13,4,4.6,4.11,15,124,11,33,73,6,17,31,128700,28,46332
39613,5,3,14,1,6,10,14,9.69,18,111,13,34,66,6,16,27,70100,29,49518
33393,10,2,2,1,1,25,22.5,22.5,26,33,11,29,27,5,13,11,157100,47,76873
39667,15,3,7,3,7,15,15,13.71,20,92,13,34,62,6,16,24,80900,26,38794
39967,75,1,1,1,1,50,50,50,24,24,11,22,20,6,11,9,128900,45,52974
40055,25,2,9,0,3,20,20,17.89,15,81,13,34,62,6,6,23,118700,46,0
39542,5,1,1,1,1,16,16,16,18,18,10,15,12,4,6,5,89300,33,0
40283,25,3,15,1,9,25,35,15.2,18,124,13,35,78,6,17,33,80100,37,36946
40341,15,3,8,1,3,16,14.67,10,17,65,13,27,46,6,12,16,90200,28,43310
40338,21,3,5,2,3,15,15.33,12.4,26,41,10,32,35,5,16,15,90200,28,0
40407,10,2,11,1,5,17,17,11.55,19,113,15,30,65,6,13,25,178500,0,69558
40637,20,6,20,4,11,24,19,12.5,22,124,13,35,65,6,17,30,84200,0,0
2085,20,6,13,4,8,20,19.67,19.31,7,64,27,49,85,11,22,31,85200,41,55882
40655,20,1,9,0,5,20,20,11,18,69,13,32,51,6,6,20,81000,50,55882
35581,15,2,7,1,4,15,13,10.43,20,87,14,31,42,4,11,15,90600,35,0
40919,10,6,12,3,6,11,9.67,7.17,16,115,11,25,43,5,11,15,77200,60,44789
40968,17,3,6,2,5,20,16.67,13.67,17,51,13,34,45,6,16,18,96100,36,0
11115,10,2,8,2,4,20,15,13.75,6,81,27,42,76,6,13,20,95400,37,52299
40351,30,1,5,0,3,30,30,28,17,93,15,28,56,6,6,21,107400,38,0
41091,10,3,14,1,10,10,9,7.21,18,120,15,34,68,6,14,28,66100,46,66256
41222,20,2,9,1,6,20,20,11.44,18,125,13,35,63,6,17,29,95600,30,0
41187,15,2,2,2,2,15,15,15,21,28,11,22,23,4,10,9,51400,15,0
33003,8,7,8,3,4,10,7.71,7.38,16,45,16,33,38,6,14,14,83100,28,51939
41288,9,9,11,6,7,6,5.11,5,17,41,7,23,27,4,14,13,46600,25,33286
41445,35,1,2,0,0,20,20,17.5,26,35,9,25,24,4,4,10,100700,26,61534
41482,5,7,17,4,11,5,5,3.41,18,125,11,30,60,6,16,28,51300,34,35460
41604,10,3,13,2,8,12,10.67,8.31,17,81,8,20,41,4,10,15,91900,37,55485
40786,5,3,16,1,9,5,5.67,11.38,18,91,13,31,59,5,13,22,116300,42,0
41666,5,5,5,4,4,11,11.4,11.4,22,32,12,31,30,6,15,13,149500,40,45345
57017,20,1,1,1,1,20,20,20,23,23,10,17,15,3,6,5,48400,41,0
41715,3,7,10,2,4,5,3.57,3.3,18,45,12,31,35,6,15,15,69600,34,0
45390,20,2,11,0,3,15,15.5,12.27,26,85,10,31,63,5,5,24,98900,32,0
41905,15,3,20,2,10,6,6.67,6.6,18,111,13,32,73,6,15,28,46900,45,0
14638,60,2,5,0,0,50,50,33,25,56,15,32,60,6,6,18,112800,49,0
186731,15,1,16,1,14,15,15,11.13,18,112,9,17,45,2,6,20,51200,28,0
45101,3,7,8,6,7,3,4.29,4.13,4,33,13,27,29,7,15,13,117300,39,53046
45134,12,4,12,3,8,12,14.25,12.67,18,110,8,25,52,4,13,22,73600,43,43877
2194,4,7,15,6,10,4,4.43,4.07,12,63,21,40,59,9,19,25,100600,0,50524
14388,10,8,30,6,17,4,4.75,6.27,20,143,11,30,83,5,15,29,86500,37,0
45356,8,6,23,3,10,8,8,6.61,18,104,12,33,72,5,15,28,76200,41,46993
45351,25,2,4,1,2,20,24.5,26,20,52,13,34,45,6,17,20,96900,45,0
42096,20,1,1,0,0,20,20,20,20,20,10,17,15,4,4,6,35500,43,44656
42176,10,5,20,2,9,5,6,6.1,16,121,7,20,53,4,11,22,75900,40,49133
42165,10,3,6,0,1,19,18,16.5,18,65,13,34,53,6,6,20,73400,39,0
42419,23,2,14,0,7,23,22,9.29,18,130,13,35,75,6,6,32,51700,68,35314
42509,12,2,12,0,7,10,10,10.33,18,89,14,33,61,5,5,22,69800,52,32263
42548,11,2,13,0,9,11,11,8.77,18,126,14,33,68,5,5,28,39800,24,17589
42589,15,2,4,2,3,15,12.5,9.75,17,53,14,33,41,6,14,15,82200,44,36879
33190,11,4,25,2,13,12,10.75,7.16,21,102,14,33,71,6,15,27,101000,40,0
42689,4,7,7,4,4,5,3.86,3.86,21,34,12,29,30,6,15,13,71100,51,0
42878,10,4,8,3,4,10,7.25,6.13,19,41,13,33,37,6,16,15,59500,44,38261
42913,5,5,10,3,5,15,9.4,7.2,16,56,13,33,50,6,16,19,95000,47,53324
43013,20,1,5,0,4,20,20,12.4,19,93,11,22,50,4,4,18,69700,26,35119
43020,15,1,1,1,1,15,15,15,24,24,7,17,15,3,7,6,73600,48,0
190108,5,5,6,4,4,8,6.4,6,17,33,4,11,12,2,6,6,99500,62,0
43226,20,2,2,2,2,20,15,15,22,29,10,23,22,4,10,9,76400,44,37377
43101,10,4,19,2,9,15,18.25,19,16,109,9,24,62,4,13,27,237900,38,0
43086,20,3,3,2,2,7,7.33,7.33,17,24,12,23,21,6,11,9,79500,28,0
43321,25,1,1,1,1,25,25,25,21,21,12,19,17,4,7,6,145200,52,0
42970,3,6,14,5,9,4,4.5,4.43,16,65,9,25,42,5,15,19,88400,50,0
43066,15,2,4,0,2,15,13,9.5,18,53,12,31,38,6,6,16,154400,32,0
43781,10,3,8,2,5,5,8.33,6.13,16,77,14,25,46,5,9,15,106900,31,51488
43802,6,6,24,4,10,6,6.5,8.96,15,81,15,36,74,6,17,26,75600,53,42230
43799,20,2,6,1,2,20,16,13.17,17,76,13,33,51,6,15,19,104400,35,42230
43884,5,5,21,4,9,3,6,5.29,18,111,10,27,67,5,15,28,64500,57,39689
43949,6,7,14,2,4,5,6,6.71,16,86,14,34,63,6,15,23,88100,42,50359
44009,20,1,8,1,3,20,20,9.38,18,81,13,31,53,6,14,21,108600,28,51648
44060,100,2,5,1,2,30,27.5,28,26,68,10,31,51,5,15,20,89600,48,0
44154,30,1,2,0,1,20,20,15,26,53,10,24,32,4,4,12,138200,39,0
44243,20,2,6,0,3,14,16,12.67,18,68,13,30,48,6,6,18,160300,49,50864
190727,11,3,15,2,8,11,9,6.93,26,98,9,27,59,4,13,25,65500,40,37481
427,10,3,11,3,5,10,10,9.55,18,80,15,35,59,6,17,25,70900,39,0
5546,10,3,18,1,9,10,11.67,9.44,18,111,13,34,77,7,17,33,71700,51,0
44336,15,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,94800,53,45651
44410,8,4,11,1,3,10,8.5,6.91,15,54,7,23,32,4,13,15,56500,48,41687
44433,10,4,6,1,2,15,13.5,11,17,64,12,33,50,5,15,18,60600,52,39772
44500,5,7,16,4,7,8,9,7.59,16,89,15,36,64,6,16,24,68600,49,30640
44582,5,8,28,6,17,3,4.38,3.36,15,130,13,34,69,6,17,31,42700,57,36654
44634,10,4,7,3,4,10,10,7.29,17,88,13,24,46,6,11,16,71000,34,53722
44657,5,7,15,5,8,5,4.14,4,17,81,13,26,52,6,13,19,58300,32,37323
44705,15,3,5,1,2,12,11.33,9.8,18,41,11,31,34,5,14,14,67700,63,39302
2396,5,2,3,1,1,10,7.5,8.33,18,21,16,21,21,5,7,6,58800,53,0
44817,5,8,14,6,11,5,3.75,3.36,18,64,14,33,47,6,16,19,53400,43,36928
40605,5,4,13,2,7,5,5.25,4.92,15,123,11,29,57,5,12,25,54900,36,36928
44853,12,7,14,3,6,10,13,10.64,19,64,15,37,55,6,17,22,57800,69,39394
6351,10,2,18,2,10,11,10,7.78,17,125,12,30,70,6,15,30,55200,58,48058
92772,5,1,12,1,8,25,35,18,17,128,14,36,74,6,17,33,86000,55,48058
45870,20,3,6,2,3,15,11.67,9.33,21,80,12,31,47,6,15,18,51800,39,34699
45258,5,3,4,1,1,10,10,10,15,23,14,22,19,6,10,8,51800,42,0
45338,25,3,8,3,5,15,15,13.13,23,87,12,32,55,6,17,24,69800,37,47080
45982,15,4,11,2,4,15,12.25,8,18,120,14,34,58,6,15,20,60700,38,54367
46201,15,3,3,2,2,25,15,15,21,26,13,25,23,6,12,10,244400,31,106480
46242,25,2,2,1,1,20,15,15,18,32,10,25,23,4,10,9,77000,34,48398
12880,10,7,13,3,4,10,7.14,7.85,4,41,31,52,57,8,18,17,144200,52,59035
46495,15,2,7,1,4,20,20,17.71,24,62,12,32,48,6,16,21,88000,45,41426
46560,5,3,11,1,6,15,12.33,9.36,17,77,12,32,57,6,15,22,193000,33,71429
46552,20,2,3,0,1,16,13,10.33,17,41,10,28,30,4,4,11,193000,33,71429
46884,15,2,9,0,5,15,13,9.78,19,92,12,29,50,5,5,20,39700,22,0
46981,30,5,18,4,12,25,29,20.72,17,113,16,37,76,6,17,30,95200,36,66514
10631,15,4,27,4,11,10,10.5,10.96,4,130,37,55,130,10,19,36,55000,24,0
47251,5,6,10,3,5,5,5,5,16,100,9,28,45,3,11,17,43500,27,26170
47276,6,5,11,1,5,8,7.6,7.18,18,76,12,32,54,5,14,20,48500,34,41842
47282,15,2,4,2,2,10,7.5,7.5,19,23,13,24,24,6,11,9,55800,32,44876
47371,5,5,14,3,6,6,6.2,5.29,16,69,14,36,57,5,16,21,28800,30,24380
47448,5,5,7,2,2,5,5,4.57,17,32,12,24,25,6,12,10,71400,39,55522
47531,15,1,6,0,2,15,15,10.67,26,65,9,28,49,4,4,19,52300,25,27410
47569,10,4,13,2,8,10,8.75,9.15,16,98,15,33,64,6,15,26,86300,33,0
47709,20,7,18,6,14,15,13,11.44,17,104,16,36,76,6,17,28,36700,23,32760
47738,12,2,12,0,8,13,12,8.17,19,88,8,22,54,4,4,20,41900,29,35731
47819,10,3,10,3,10,10,14.67,12.7,17,105,12,29,69,6,16,27,68200,44,41040
47810,7,4,14,3,6,6,5.5,4.5,16,56,13,34,48,6,16,19,46500,19,0
47860,7,4,4,3,3,10,6.75,6.75,18,29,12,24,23,6,12,10,54900,40,35057
403,35,1,10,1,4,35,20,33.5,7,83,21,37,52,8,16,21,76500,0,60721
24915,10,2,2,2,2,15,10,10,21,26,11,23,21,5,11,9,85300,0,65784
48047,6,4,5,1,1,6,5.75,5.8,15,31,12,24,23,5,9,8,107500,32,0
130684,6,9,18,5,7,6,4.67,4.5,18,45,14,33,45,6,17,17,117500,36,0
48232,15,5,19,3,9,20,14,8.16,15,93,14,34,64,6,16,24,81400,17,71308
48353,10,3,4,1,1,10,10,10,18,31,12,26,24,6,12,10,37400,30,38389
48455,8,8,12,6,8,10,7.38,6.33,16,44,9,28,34,4,14,14,38700,20,34970
48506,18,8,24,5,12,16,15.13,11.46,17,63,14,36,62,6,17,22,87500,25,0
48551,20,2,2,2,2,20,15,15,22,29,10,23,22,4,10,9,38000,26,33421
190746,11,5,7,3,3,10,11.8,10.71,18,32,12,31,29,6,15,13,71000,43,57220
186013,15,4,12,1,4,15,12,9.5,10,99,22,39,67,7,15,25,55400,40,45691
12715,15,1,3,0,0,15,15,15,17,21,32,38,43,4,4,5,60400,23,31131
186396,20,1,7,1,4,25,20,13.14,8,75,16,36,55,6,15,20,67900,35,44611
14154,15,3,10,2,3,15,18.33,16.5,6,70,25,47,70,6,17,24,80100,46,38548
49093,30,3,8,2,5,30,24.33,15.63,16,76,13,32,57,6,15,21,30000,35,0
4320,15,4,6,3,4,16,12.75,11,15,45,14,34,55,6,15,14,73800,35,68684
14556,50,5,11,4,6,100,38,31.82,8,53,31,51,64,5,15,16,92600,47,41338
49455,20,2,10,0,6,20,15,6.9,18,105,13,33,57,6,6,25,235700,52,49425
49519,5,4,16,3,10,5,5.5,6.5,16,92,7,19,46,3,9,18,46400,38,45096
49565,5,5,5,3,3,20,15.6,15.6,18,35,13,30,29,6,15,13,84200,30,61834
188133,5,5,16,4,11,3,5.4,4.75,15,77,7,15,32,2,6,13,82800,0,0
49650,10,7,9,3,4,10,10.29,9.78,19,44,12,34,39,6,17,17,47200,13,30395
49712,17,5,5,3,3,12,11.2,11.2,16,24,14,24,23,6,11,9,31000,21,0
49743,22,2,3,2,2,6,21,16,15,29,13,27,26,6,13,11,58200,27,37797
49812,3,11,44,8,23,3,3.91,3.66,19,126,10,29,73,5,16,32,38400,24,24375
50003,10,4,21,2,12,10,9.5,7.62,17,130,13,34,76,6,16,32,59100,34,39668
50027,40,1,11,1,5,20,20,5.64,25,100,11,32,61,6,16,25,77600,26,55217
50154,15,1,1,1,1,15,15,15,17,17,11,16,14,4,6,5,110300,27,51999
50187,20,1,1,1,1,20,20,20,17,17,10,15,12,4,6,5,105200,42,60250
186016,10,4,21,2,10,13,10,8.62,4,130,23,43,87,8,19,35,40300,33,41418
50262,10,2,15,1,8,10,7.5,5.87,15,125,13,33,68,5,14,28,64800,29,48764
50328,21,2,2,1,1,22,21,21,19,24,12,23,20,6,11,9,57900,0,52419
9537,35,2,9,2,6,15,27.5,19.22,8,121,27,46,87,7,16,28,75300,38,53357
50688,10,5,17,2,6,10,10,9.24,18,52,8,30,41,4,15,17,64000,26,47412
51185,10,1,6,1,4,16,16,9.33,21,87,10,27,54,4,11,20,45700,32,41770
51269,5,6,23,3,9,5,5,5.09,17,105,10,30,70,5,15,28,47600,28,41330
51382,25,1,6,0,1,20,20,10.67,18,65,13,31,47,6,6,18,68800,33,46245
51469,10,5,6,3,3,10,8.2,7.33,15,29,14,27,25,6,12,10,61600,34,27700
51467,11,5,5,3,3,14,8.6,8.6,18,30,12,28,25,6,15,13,35900,21,0
51528,5,5,14,3,9,5,6,6.07,16,125,14,31,63,6,14,27,47200,34,41993
51520,10,2,4,1,1,6,15,11.5,19,32,12,30,29,6,15,13,67200,45,41993
51706,15,2,7,1,5,15,17.5,11.43,21,86,12,31,52,6,16,22,97200,30,47969
51731,20,4,12,3,7,16,18,10.75,27,88,10,30,54,5,16,23,64000,38,38699
51846,25,2,16,1,10,20,20,15,19,130,13,34,68,6,17,32,38600,34,0
51845,18,2,9,0,2,16,14.5,8.44,19,90,14,32,55,6,6,21,38600,36,31336
12220,5,8,27,3,7,8,6.38,6.56,18,77,26,46,81,6,16,22,47000,38,0
51918,15,2,3,0,0,17,16,12.33,18,39,12,32,30,6,6,14,72000,33,52196
52071,30,1,1,1,1,20,20,20,21,21,10,17,15,4,7,6,42900,31,39399
52132,7,6,7,5,5,7,7.17,6.86,16,39,14,34,35,6,15,14,39700,0,36029
52158,3,12,34,7,16,5,2.67,2.59,15,75,12,31,55,5,14,22,35100,26,34412
52161,5,1,10,1,7,15,15,6.7,21,127,10,28,62,4,12,27,32500,9,25185
52196,10,2,3,1,1,15,12.5,10,19,38,10,28,28,4,12,12,50400,45,44363
52215,5,1,1,1,1,20,20,20,18,18,10,14,12,4,6,5,31800,41,28039
52104,50,2,2,1,1,20,20,20,19,30,11,25,23,3,9,9,62600,29,0
52350,10,4,4,3,3,10,7,7,16,28,12,23,23,5,10,9,40200,29,32404
52398,14,6,21,4,11,13,14,11.14,22,97,13,35,73,6,17,29,41800,36,39115
52476,21,1,7,1,5,15,15,12.86,22,69,12,32,54,6,15,21,43400,42,41918
52588,15,3,4,2,2,10,10.67,10.75,20,35,14,31,30,6,14,12,58500,21,0
52574,12,8,23,4,12,10,11.63,8.22,15,124,14,35,74,6,17,30,61900,35,39065
52593,22,2,6,0,2,16,14,11.67,16,116,12,30,53,5,5,23,52400,17,45009
52547,5,9,11,6,7,5,4.78,4.45,18,39,12,31,32,6,16,15,30900,27,28717
52729,10,3,6,1,2,10,6.67,5.83,18,51,6,20,29,4,10,12,47000,37,31410
14064,100,1,1,0,0,200,200,200,20,20,28,34,35,5,5,6,91900,26,65592
52902,17,2,4,2,2,10,22.5,15,15,44,14,32,36,6,15,15,92900,27,83308
52990,26,2,18,2,11,10,8.5,5,16,130,12,25,69,4,9,24,92700,32,62218
53213,15,3,3,3,3,16,12,12,22,33,12,30,28,6,14,12,40200,24,37849
7173,32,7,15,3,9,26,25.14,17.73,18,124,15,36,76,6,17,32,85400,31,38328
53485,7,4,4,2,2,7,7,7,16,28,11,23,21,5,10,9,86100,19,44143
7649,13,7,22,3,6,9,8.71,10.05,4,69,45,65,99,13,24,23,131800,46,62350
53529,5,2,23,1,14,10,10,10.65,18,123,7,26,75,3,11,28,118300,28,69526
53576,25,1,1,1,1,25,25,25,16,16,12,17,14,5,7,6,112400,24,73713
53753,30,2,13,0,7,20,20,15.85,19,99,13,35,70,6,6,28,123900,37,94790
53793,5,2,14,1,9,17,16,7.71,20,106,13,35,78,6,17,33,96600,29,56508
7637,10,3,22,2,11,11,10.33,9,20,131,25,46,118,5,15,30,35300,30,33438
54003,15,4,15,1,9,17,16,13.67,15,119,13,35,75,6,17,34,48600,39,40928
54134,10,2,25,2,15,10,7.5,5.64,21,129,12,23,71,4,9,25,45200,36,48101
54160,10,1,1,0,0,15,15,15,16,16,11,16,13,4,4,5,47500,33,36250
2596,28,4,6,2,4,20.5,18.88,18.42,6,23,22,29,30,8,11,10,50500,0,41506
54393,23,3,3,1,1,17,13,13,18,32,11,28,26,5,13,12,91800,14,27294
189853,8,4,12,2,5,10,9.75,7.17,19,112,13,32,60,6,15,25,44000,24,39991
54441,30,1,8,0,5,25,25,12.75,17,85,13,32,60,6,6,23,46300,20,55190
54614,7,5,5,3,3,5,6.4,6.4,16,35,13,32,29,6,14,12,49100,22,35376
54708,20,1,2,1,1,6,53,29.5,15,16,16,21,18,5,7,6,38200,24,0
54762,16,3,12,2,7,15,11.67,7.33,15,90,12,29,63,5,12,23,42900,25,38685
55027,5,7,11,6,7,10,11.43,10.97,16,57,14,35,48,5,15,18,95500,27,81921
55105,4,6,15,2,6,6,6.33,5.8,17,64,11,32,49,5,15,21,40700,25,22031
55172,16,2,7,2,5,16,15,11.29,20,76,13,33,55,6,15,21,41200,31,44024
55302,15,1,12,1,7,15,12,9.75,18,86,15,35,63,6,15,24,87800,23,73101
55442,25,1,6,1,5,15,15,9.17,21,81,11,29,52,5,13,20,38200,22,28052
55484,25,2,8,0,4,23,20,12.75,18,80,13,34,59,6,6,23,36600,22,0
55503,10,2,5,1,1,10,7.5,8.4,18,28,12,24,24,6,12,10,50600,28,30499
55527,4,4,16,2,9,5,5.25,5.38,17,105,11,29,67,4,11,22,39300,38,29430
56049,14,3,8,3,6,10,11.67,9.5,17,76,11,27,48,4,12,18,39800,20,37038
54600,15,2,5,1,3,15,12,8.3,18,68,11,29,42,5,12,17,65300,40,28268
56113,5,6,39,4,24,10,6.33,4.1,21,127,13,33,84,6,17,35,49400,32,39632
56120,15,3,27,1,14,15,11.33,6.63,15,123,13,34,75,5,15,32,51800,23,0
56124,20,2,6,1,2,20,22.5,15,25,53,13,33,45,6,17,19,60000,0,0
56346,10,4,16,2,10,10,10.5,9.06,24,126,10,31,70,5,15,30,46900,22,43750
185464,15,2,9,2,3,15,17.5,11.11,13,57,23,45,59,7,18,22,70200,35,41639
56451,8,5,35,4,22,6,9.2,7.8,18,129,13,35,87,6,17,34,78100,31,49810
56479,4,6,16,5,10,3,4,3.31,18,93,12,28,57,6,15,23,13900,23,16564
56697,10,7,10,5,6,10,9,7.7,19,44,12,30,35,6,15,15,35400,33,41886
56787,13,3,12,1,7,13,13,9.67,19,80,13,34,62,5,15,24,65100,37,60483
56816,10,3,10,0,5,10,12,7.3,16,77,7,28,50,3,3,19,87000,50,0
57899,10,2,29,1,16,20,20,10.55,24,128,12,33,84,6,16,36,30700,29,0
57119,20,0,11,0,9,18,0,10.55,25,126,11,11,70,6,6,31,55600,34,43423
13292,10,2,28,2,19,10,7.5,6.36,10,120,27,46,91,5,13,31,58200,23,0
57332,6,6,19,4,11,6,6.33,6.11,16,105,13,32,70,5,15,28,68700,40,60598
57349,7,6,9,2,4,7,6.83,6,16,75,13,30,43,6,14,18,68500,42,39333
57419,10,1,4,0,3,15,15,7.5,26,65,10,29,42,4,4,16,91000,18,72882
185572,5,6,18,2,6,5,8.33,7.67,4,65,18,33,52,4,12,15,88400,0,0
57496,25,2,8,1,2,25,25,15.75,23,77,13,34,58,6,16,23,46000,49,51052
57593,5,5,19,4,16,20,8.4,5.74,17,122,13,32,76,6,16,32,31000,28,23500
57761,16,1,9,0,4,16,16,9.22,18,87,11,28,57,4,4,20,49400,26,42047
57964,12,4,16,3,13,12,10.5,9.19,16,130,9,20,55,4,9,20,42800,30,40054
57992,5,6,15,6,10,5,5,4.87,16,68,13,34,53,6,17,22,83800,42,43494
58086,4,9,23,5,13,2,3.78,3.26,16,123,12,33,67,6,17,30,24000,18,29167
191297,5,8,36,4,20,5,7.75,7.75,15,126,5,21,74,3,12,30,49500,20,36364
58203,6,6,6,3,3,7,5.33,5.33,18,32,7,23,22,4,11,9,22400,25,28100
14376,15,6,11,5,6,10,11.33,9.45,17,45,28,50,56,6,17,18,29500,26,33697
58284,4,8,16,5,6,4,4.13,3.69,16,67,13,34,50,6,17,21,46300,35,44415
186358,5,3,14,1,9,3,8.67,5.14,9,112,18,37,72,6,14,29,44800,9,41062
58566,16,2,3,1,1,20,8.5,12.33,15,32,13,28,26,5,11,10,63300,35,38796
58649,10,4,4,2,2,10,8.75,8.75,19,31,12,27,26,6,13,11,52100,48,42920
58728,20,1,5,1,4,20,20,10.4,20,98,12,26,54,4,9,19,18400,19,31950
58725,15,2,4,1,2,25,15,15,15,76,13,28,39,5,11,14,31300,24,31950
58786,20,2,18,0,11,10,10,6.06,25,127,11,31,75,5,5,30,42300,29,41861
58808,10,1,2,1,1,6,15,10.5,15,17,11,16,14,4,6,5,57500,22,44605
58934,10,1,1,1,1,15,15,15,17,17,10,15,13,4,6,5,28200,20,0
58991,10,2,5,0,3,20,15,20,18,88,14,26,47,6,6,18,27700,28,22716
5496,5,1,18,0,7,10,10,11.5,18,126,13,26,85,5,5,27,32300,35,29982
59225,10,5,16,3,12,7,8,5.69,18,126,14,35,72,6,17,31,51900,28,62000
59249,15,1,1,1,1,15,15,15,16,16,10,15,13,4,6,5,178100,26,105303
59285,10,1,5,0,3,15,15,12,19,104,10,22,54,4,4,20,52200,29,0
60571,15,4,4,3,3,12,10.5,10.5,17,29,13,24,26,6,12,10,69600,28,0
59518,8,5,9,3,4,10,8,6.89,21,57,6,24,37,4,13,16,69600,28,65435
59588,3,4,35,3,20,5,2,2.97,19,129,5,16,62,3,9,28,42100,29,45642
59598,15,1,11,0,4,100,10,18.18,18,102,10,25,57,4,4,22,52100,28,0
59746,4,11,33,6,19,3,4.73,4.85,15,129,14,34,80,6,17,34,53700,40,0
59744,16,4,7,3,5,12,10.5,9,16,53,14,34,40,6,15,15,59500,25,0
59906,8,7,13,1,3,7,7.57,6.08,15,75,12,29,53,5,13,20,79600,39,56604
60098,25,5,12,4,8,11,11.8,9.92,22,65,10,26,45,6,16,20,78900,30,46893
60195,25,2,2,1,1,20,13.5,13.5,18,28,10,22,20,4,9,8,68400,21,0
60360,13,7,22,7,15,10,12.14,11.14,22,85,12,31,63,6,17,25,86300,36,47879
59984,17,2,3,0,1,17,16,11.67,18,41,11,27,26,5,5,12,110100,32,63697
60490,60,1,12,0,8,45,45,17.33,19,113,13,26,66,6,6,26,87400,37,64942
60694,25,2,9,2,8,30,27.5,20.78,21,112,13,31,68,6,16,29,50100,36,0
60708,5,10,17,5,8,3,3.2,3.12,15,53,13,34,43,6,16,17,48200,30,64940
2853,10,6,22,4,11,10,8.83,7.77,7,121,19,39,77,8,19,33,68200,0,0
60859,10,8,15,7,10,7,6.5,5.2,16,105,14,32,51,6,15,21,102600,31,74255
60884,15,5,6,2,3,20,16.8,14.83,16,45,15,30,35,6,12,12,81300,49,59106
185880,13,1,8,0,4,15,15,10.13,6,100,17,30,58,5,5,20,45000,32,45936
188988,7,6,14,3,9,5,7.33,6.29,4,69,7,20,37,3,8,12,66700,0,0
61191,10,3,19,1,8,5,5.67,6.58,15,126,7,20,47,3,8,17,47200,41,0
61232,10,1,20,1,16,10,10,9.25,21,124,11,26,75,4,10,28,105700,29,71115
61338,5,5,15,3,9,5,5.4,5.13,19,75,13,32,55,5,15,22,54400,29,46639
61423,15,2,5,0,1,11,13,8.6,15,80,12,23,39,5,5,13,37000,29,41225
61480,21,2,2,2,2,15,12.5,12.5,21,33,11,27,27,4,11,10,57000,33,51305
61536,25,2,2,1,1,15,12.5,12.5,18,33,10,25,23,4,10,9,56100,17,0
61586,10,2,8,0,4,15,15,12.63,18,81,13,30,56,4,4,19,54700,22,50956
2499,5,5,14,0,4,5,6.8,5.64,4,126,24,44,72,11,11,32,81800,26,55667
13188,100,2,11,2,9,100,87.5,47.18,21,93,29,50,90,6,17,27,67900,1,45767
61808,25,1,1,0,0,20,20,20,20,20,10,16,15,4,4,5,80900,25,49791
6325,15,2,8,2,5,12,11,14,17,81,25,45,84,5,14,21,33100,39,32481
61933,20,2,2,1,1,20,20,20,19,29,10,23,22,4,10,9,53400,44,62349
10064,18,0,6,0,1,18,0,13,26,45,12,12,41,5,5,14,69400,25,48175
62056,7,3,16,2,10,7,7,4.63,17,113,12,27,65,5,11,25,61000,19,49195
62311,12,4,7,0,2,12,12.25,9.43,15,57,11,28,37,5,5,14,57800,39,0
62760,5,3,20,3,15,5,4.33,3.7,16,127,15,32,71,5,12,27,39700,19,46058
62786,11,6,17,3,8,7,11.17,8.24,19,64,14,34,51,6,16,20,43100,32,0
62928,15,1,23,1,13,15,15,9.17,19,128,12,25,73,4,9,26,57600,31,48911
62932,10,5,6,3,4,5,8.6,8,17,41,9,26,29,4,12,11,40300,0,0
63113,5,6,32,5,20,5,5.17,5.38,20,129,11,32,80,5,15,34,53100,25,59357
59811,5,3,7,1,3,3,17.67,15.29,15,52,11,33,42,6,17,18,36000,35,0
63216,5,4,5,3,3,7,6,5.8,16,28,13,26,24,6,12,10,43100,31,46731
63267,10,1,10,1,4,10,10,10.8,16,80,8,29,55,4,14,22,16600,0,34761
63542,26,3,9,2,6,25,21.67,14.56,17,93,14,33,63,6,15,23,44500,32,60290
63612,18,1,2,0,0,16,16,13.5,18,40,10,25,27,4,4,10,41600,0,43357
63971,4,5,6,4,4,4,4.8,4.5,15,29,13,26,25,6,12,10,44400,31,0
186334,10,2,19,1,6,5,12.5,8.95,9,101,18,38,73,6,15,27,83600,36,0
64058,20,2,3,1,2,15,12.5,10,21,45,11,25,29,5,10,10,90400,31,53270
64074,10,1,1,0,0,15,15,15,27,27,7,20,17,3,3,8,32500,44,32294
