ID,climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,TARGET
1767,-196,-17,-0.32,0.28,1.4,-10,-17,-0.033,-2.6,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.017
1769,5,-32,0.01,-0.09,-0.2,-11,15,0.028,-0.3,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.017
1771,178,-23,0.2,0.04,0.6,-10,0,-0.003,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
1772,-178,-20,-0.52,0.19,0,-11,-13,-0.002,-0.9,-0.0005,-0.0006,-0.0006,-0.0007,0,0,0.0002,0,-0.0007,0.018
1773,-193,-27,-0.26,0.04,-0.8,-12,3,0.016,-0.9,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
1776,53,-33,0.44,-0.1,-0.6,-12,23,0.026,-1.7,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.02
1777,74,-28,0.57,0.12,0.6,-10,-15,-0.007,1.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
1779,-264,-33,-0.17,0.15,1.5,-10,-13,-0.033,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.017
1780,-337,-38,-0.46,-0.13,1.2,-10,7,-0.028,4.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.018
1781,-269,-42,-0.57,0.08,0.8,-10,3,0.008,-2.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.015
1783,547,-22,0.3,0,-0.6,-12,6,0.019,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
1784,552,-11,0.51,0.28,-0.1,-11,-15,0.015,-3.9,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
1785,276,2,0.38,0.2,0.8,-10,-19,-0.026,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.019
1786,1,7,-0.51,0.09,0.6,-10,-7,-0.022,0.2,-0.0009,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,0.018
1787,-26,6,-0.48,0.04,-1,-12,1,0.009,0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.017
1788,147,8,0.24,0,-1.4,-12,7,0.024,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
1789,182,16,0.76,0.06,0.1,-11,-2,0.015,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
1790,172,19,0.81,0.12,0.7,-10,-4,-0.006,-1.1,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0,-0.0002,0,-0.0006,0.02
1791,85,21,0.62,0.13,1.4,-10,-12,-0.025,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
1792,-103,20,-0.12,0.09,2.1,-9,-8,-0.035,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.016
1795,415,47,0.32,0.07,-0.7,-12,-2,0.019,0,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.019
1796,336,61,0.49,0.11,0.3,-11,-6,-0.002,-0.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
1797,229,66,0.45,0.31,0.8,-10,-23,-0.008,-3.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.024
1799,-680,47,-0.1,0.17,1.5,-10,-16,-0.013,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
1800,-825,32,-0.23,0.1,1.3,-10,-8,-0.011,0.5,-0.0007,-0.0007,-0.0007,-0.0008,0,0,0.0001,0,-0.0008,0.013
1802,134,-3,-0.39,-0.2,-0.2,-11,26,-0.005,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
1804,322,9,-0.25,-0.02,-1,-12,1,0.023,2.8,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
1805,235,16,0.06,0.18,-1.2,-12,-19,0.021,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
1806,-57,19,0.26,0.2,-0.8,-12,-19,0.006,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.02
1807,-234,16,0.31,0.15,-0.5,-11,-11,0.002,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
1809,-496,-2,0.03,0.14,0.2,-11,-10,-0.016,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.018
1810,-516,-20,-0.25,0.02,0,-11,1,-0.013,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.016
1811,-283,-34,-0.37,-0.1,-0.7,-12,14,-0.005,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.015
1812,-254,-35,-0.38,-0.11,-0.8,-12,15,-0.004,0.3,-0.0006,-0.0008,-0.0008,-0.0008,0.0002,0,0,0,-0.0008,0.016
1813,93,-38,0.13,-0.06,-1.2,-12,12,0.022,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
1814,168,-32,0.49,0.05,-0.6,-11,-2,0.015,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
1815,166,-32,0.52,0.06,-0.5,-11,-2,0.015,0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.018
1816,153,-26,0.46,0.05,0.8,-10,-2,-0.009,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
1817,150,-25,0.45,0.06,0.9,-10,-2,-0.009,-0.2,-0.0009,-0.0007,-0.0007,-0.0007,-0.0003,0,0,0,-0.0007,0.018
1818,98,-17,-0.7,0.05,0.4,-11,-2,-0.024,0,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.019
1819,95,-16,-0.79,0.05,0.1,-11,-2,-0.022,0,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0,0.0001,0,-0.0011,0.018
1820,99,-13,-0.58,0.04,-1.8,-13,3,0.019,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
1821,105,-13,-0.54,0.04,-1.9,-13,3,0.019,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0,0,0,-0.0005,0.018
1823,70,-7,0.23,0.21,-2.3,-13,-19,0.024,-1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
1824,-433,-15,0.49,0.22,-1.1,-12,-19,0.003,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.016
1827,-295,-41,-0.7,0.04,-0.7,-19,4,0.025,0.7,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.036
1828,136,-46,0.11,0.03,-1.6,-19,15,0.027,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.041
1829,97,-30,0.65,0.26,0.8,-17,-9,-0.003,-0.1,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,0.042
1830,26,-29,0.59,0.31,1.3,-17,-11,-0.02,-0.6,-0.0023,-0.0021,-0.0021,-0.0021,-0.0003,0,0,0,-0.0021,0.041
1831,-135,-31,0.19,0.24,1.8,-16,-10,-0.031,0.3,-0.0024,-0.0024,-0.0024,-0.0024,0,0,0,0,-0.0024,0.038
1832,-204,-33,-0.02,0.04,1.9,-16,-7,-0.02,2,-0.002,-0.002,-0.002,-0.0022,0,0,0.0001,0,-0.0022,0.037
1833,-207,-34,-0.08,0.03,1.9,-16,2,-0.015,1.7,-0.0017,-0.0018,-0.0018,-0.002,0.0001,0,0.0002,0,-0.002,0.038
1834,-182,-38,-0.09,0.21,1.7,-16,-4,0,-1,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,0.037
1835,-205,-41,-0.05,0.03,1.7,-16,3,0.008,1.5,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.035
1836,-149,-44,0.04,0.02,1.7,-16,7,0.007,0.6,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.036
1839,-118,-33,0.09,0.07,-0.7,-19,2,0.021,2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.034
1840,-54,-36,0.7,0.15,0.2,-18,3,0.027,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,-0.0002,0,0,0,-0.0008,0.035
1842,-46,-36,0.8,0.16,0.5,-17,1,0.022,-0.4,-0.0018,-0.0011,-0.0011,-0.0008,-0.0007,0,-0.0004,0,-0.0008,0.035
1843,-127,-39,0.13,0.2,1.7,-16,-7,-0.037,0,-0.0024,-0.0024,-0.0024,-0.0024,0,0,0,0,-0.0024,0.033
1844,-114,-44,-0.61,0.14,1.2,-17,3,-0.035,-0.7,-0.0025,-0.0025,-0.0025,-0.0025,0,0,0,0,-0.0025,0.035
1845,-99,-45,-0.8,0.18,0.7,-17,2,-0.032,-0.2,-0.0019,-0.0021,-0.0021,-0.0025,0.0002,0,0.0004,0,-0.0025,0.034
1846,-128,-47,-0.82,0.18,-0.2,-18,-5,0.004,0.6,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.031
1847,-120,-49,-0.72,-0.04,-1,-19,9,0.014,2.4,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.033
1848,-26,-50,-0.59,0.27,-1.5,-19,9,0.024,-2.2,-0.0008,-0.001,-0.001,-0.0012,0.0002,0,0.0002,0,-0.0012,0.032
1850,62,-48,0.47,0.25,-1.3,-19,-5,0.004,-0.7,-0.0018,-0.0017,-0.0017,-0.0015,-0.0002,0,-0.0003,0,-0.0015,0.035
1851,-172,-50,-0.01,0.28,-0.5,-18,-10,-0.018,-0.1,-0.002,-0.002,-0.002,-0.002,0,0,0,0,-0.002,0.031
1853,93,-59,0.31,0.03,-1.1,-19,15,0.041,-0.7,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.029
1854,345,-50,0.74,0.06,0.2,-18,9,0.011,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.032
1857,-247,-42,-0.4,0.13,1.1,-17,2,0.011,-0.7,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.027
1858,-225,-45,-0.31,-0.07,0.8,-17,6,0.009,1.7,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0,0,0,-0.0012,0.026
1860,87,-47,-0.25,-0.03,0.2,-18,16,0.003,-0.1,-0.0011,-0.0014,-0.0014,-0.0014,0.0002,0,0,0,-0.0014,0.026
1861,475,-35,0.33,0,0.3,-18,14,0.023,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.029
1862,592,-22,0.53,0.22,0.9,-17,-4,0,-1.6,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.032
1863,556,-15,0.43,0.32,1.3,-17,-7,-0.023,-1.8,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,0.031
1865,129,11,-0.4,0.15,1.2,-17,-3,-0.013,0.2,-0.0014,-0.0016,-0.0016,-0.0016,0.0002,0,0,0,-0.0016,0.03
1866,-13,14,-0.46,0.23,0.1,-18,-7,0,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.028
1867,-48,12,-0.19,0.16,-0.8,-19,0,0.017,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.029
1868,-149,7,0.46,0.22,-0.3,-18,-7,0.014,-0.1,-0.0013,-0.0011,-0.0011,-0.001,-0.0003,0,-0.0002,0,-0.001,0.03
1869,-160,7,0.48,0.23,-0.2,-18,-7,0.01,-0.2,-0.0014,-0.0013,-0.0013,-0.0011,-0.0003,0,-0.0003,0,-0.0011,0.028
1870,-275,-11,-0.28,0.18,0.6,-17,-4,-0.023,0,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,0.026
1871,-295,-15,-0.44,0.08,0.3,-18,-1,-0.02,1.3,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,0.028
1872,-291,-16,-0.48,0.01,0.2,-18,3,-0.019,1.6,-0.0016,-0.0018,-0.0018,-0.0018,0.0002,0,0,0,-0.0018,0.026
1873,-201,-24,-0.2,0.13,-0.7,-19,6,0.022,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.025
1875,-36,-29,0.57,0.1,-0.3,-18,6,0.028,0.1,-0.0009,-0.0007,-0.0007,-0.0007,-0.0003,0,0,0,-0.0007,0.027
1876,-5,-29,0.65,0.2,0.2,-18,4,-0.006,-1.1,-0.0014,-0.0014,-0.0014,-0.0013,0,0,-0.0002,0,-0.0013,0.028
1877,-57,-29,0.36,0.23,0.9,-17,-7,-0.034,-0.5,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,0,-0.0019,0.029
1878,-70,-30,0.29,0.23,1,-17,-8,-0.034,-0.6,-0.0023,-0.0019,-0.0019,-0.0019,-0.0005,0,0,0,-0.0019,0.026
1879,-126,-34,-0.79,0.15,0.5,-18,-1,-0.046,-0.4,-0.0024,-0.0024,-0.0024,-0.0024,0,0,0,0,-0.0024,0.027
1880,-127,-35,-0.87,0.14,0.3,-18,-1,-0.045,0.1,-0.0019,-0.0024,-0.0024,-0.0024,0.0005,0,0,0,-0.0024,0.024
1885,429,-27,0.41,0.26,-1.7,-20,6,0.033,-3.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.029
1887,200,-14,0.76,0.49,-0.4,-18,-32,0.003,-1.5,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.03
1888,-73,-13,0.7,0.26,0.4,-18,-21,-0.015,2.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.027
1889,-248,-17,0.54,0.15,1.2,-17,-8,-0.014,1.9,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.025
1890,-283,-19,0.45,0.19,1.5,-17,-8,-0.023,-0.6,-0.0017,-0.0016,-0.0016,-0.0016,-0.0002,0,0,0,-0.0016,0.026
1891,-347,-30,-0.37,0.15,1.6,-16,-5,-0.045,0.3,-0.002,-0.0021,-0.0021,-0.0021,0.0001,0,0,0,-0.0021,0.024
1892,-366,-35,-0.56,0.06,1.2,-17,-1,-0.001,1.1,-0.001,-0.0011,-0.0011,-0.0013,0.0002,0,0.0002,0,-0.0013,0.025
1893,-327,-39,-0.43,0.15,0.8,-17,6,0.021,-1.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.026
1895,-184,-56,0.38,0.04,0.7,-17,15,0.024,-1.4,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.024
1896,274,-44,-0.61,0.12,0.1,-18,4,-0.013,-0.3,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.025
1897,288,-42,-0.66,0.12,-0.3,-18,3,-0.011,-0.2,-0.0012,-0.0013,-0.0013,-0.0015,0.0001,0,0.0003,0,-0.0015,0.024
1900,94,-17,0.4,0.32,-1.4,-19,-15,0.027,-0.6,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.028
1902,-303,-24,0.55,0.15,0.3,-18,4,0.001,0.2,-0.0013,-0.0011,-0.0011,-0.0011,-0.0003,0,0,0,-0.0011,0.022
1903,-293,-28,0.51,-0.03,0.7,-17,4,-0.008,2.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.023
1904,119,-36,-0.35,0.08,1.2,-17,5,-0.01,-0.1,-0.0012,-0.0013,-0.0013,-0.0013,0.0002,0,0,0,-0.0013,0.024
1905,93,-33,-0.32,0.16,0.7,-17,-6,0.004,0.7,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.023
1906,204,-22,0.34,0.12,0.7,-17,2,0.012,-0.2,-0.0011,-0.001,-0.001,-0.0009,-0.0003,0,-0.0002,0,-0.0009,0.024
1908,31,-13,-0.46,0.19,0.6,-17,-6,-0.019,0,-0.0012,-0.0014,-0.0014,-0.0015,0.0002,0,0.0002,0,-0.0015,0.024
1909,6,-13,-0.48,0.25,0.4,-18,-8,0.001,-1.1,-0.001,-0.0011,-0.0011,-0.0012,0.0001,0,0.0001,0,-0.0012,0.025
1911,-451,-33,0.44,0.07,0.2,-18,4,0.016,1.9,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.022
1912,-412,-40,0.58,0.03,0.7,-17,6,0.013,1.2,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0,0,0,-0.0008,0.02
1913,-202,-51,0.47,0.01,1.9,-16,11,-0.013,-0.5,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.021
1914,29,-54,-0.2,0.04,2.3,-16,8,-0.03,-0.1,-0.0013,-0.0015,-0.0015,-0.0016,0.0002,0,0.0001,0,-0.0016,0.022
1915,166,-42,-0.08,0.11,1.1,-17,1,0.004,-0.1,-0.0011,-0.001,-0.001,-0.001,-0.0002,0,0,0,-0.001,0.023
1920,-167,-27,0.15,0.22,0.5,-18,-10,-0.01,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.023
1922,-233,-32,0.01,0.11,0.6,-17,-3,-0.013,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.02
1923,-46,-38,-0.39,0.04,0.1,-18,9,0.01,-0.3,-0.0006,-0.0008,-0.0008,-0.001,0.0002,0,0.0002,0,-0.001,0.021
1928,-94,-34,-0.96,0.06,-1.5,-19,6,0.027,1.6,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.02
1929,-45,-34,-0.79,0.12,-2,-20,8,0.03,-0.5,-0.0005,-0.0006,-0.0006,-0.0008,0.0001,0,0.0002,0,-0.0008,0.019
1930,271,-30,0.46,0.02,-2.5,-20,16,0.056,0.5,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.023
1931,374,-23,0.82,0.35,-1.7,-20,-11,0.007,-3.9,-0.0011,-0.001,-0.001,-0.001,-0.0003,0,0,0,-0.001,0.027
1932,-103,-17,0.03,0.42,-0.6,-18,-33,-0.056,1.4,-0.0021,-0.0021,-0.0021,-0.0021,0,0,0,0,-0.0021,0.023
1934,-399,-33,-0.75,-0.15,-2,-20,18,0.028,3.3,-0.0007,-0.0007,-0.0007,-0.0008,0,0,0.0001,0,-0.0008,0.018
1935,-158,-38,-0.4,0.05,-2.6,-20,19,0.035,-1.9,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
1936,-16,-39,-0.11,0.07,-2.8,-21,17,0.037,-0.9,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0.0001,0,-0.0006,0.019
1937,130,-38,0.47,0.05,-2.5,-20,13,0.048,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
1938,252,-34,0.84,0.13,-1.7,-20,5,0.02,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
1939,280,-31,0.94,0.26,-1.2,-19,5,0.016,-0.8,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.023
1941,-140,-26,0.67,0.26,1.8,-16,-15,-0.016,-0.3,-0.0014,-0.0012,-0.0012,-0.0012,-0.0003,0,0,0,-0.0012,0.021
1943,-178,-46,-0.67,0.07,1.8,-16,5,-0.024,-0.1,-0.0011,-0.0012,-0.0012,-0.0015,0.0002,0,0.0003,0,-0.0015,0.019
1945,148,-48,-0.35,0.03,0.1,-18,12,0.012,-0.2,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.019
1946,264,-45,-0.13,0.08,-0.3,-18,10,0.026,-0.9,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
1948,349,-26,-0.46,0.16,-0.9,-19,0,-0.019,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.02
1949,349,-25,-0.49,0.16,-0.9,-19,0,-0.018,-0.2,-0.0013,-0.0015,-0.0015,-0.0015,0.0002,0,0,0,-0.0015,0.021
1950,362,-16,-0.35,0.15,-1.6,-19,2,0.02,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.022
1951,139,3,0.58,0.26,-1.2,-19,-11,0.022,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.023
1952,-169,3,0.32,0.26,0.2,-18,-14,-0.018,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.02
1953,-245,0,0.23,0.17,0.4,-18,-13,-0.012,0.6,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.021
1955,-267,-27,-0.73,0.11,-1.3,-19,6,0.019,0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
1959,72,-35,0.62,0.14,0.3,-18,1,-0.01,-0.2,-0.0013,-0.0013,-0.0013,-0.0011,0,0,-0.0003,0,-0.0011,0.021
1960,73,-35,0.59,0.16,0.5,-18,0,-0.02,-0.5,-0.0016,-0.0013,-0.0013,-0.0013,-0.0004,0,0,0,-0.0013,0.02
1961,44,-32,-0.63,0.14,0.4,-18,-1,-0.033,0,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.022
1962,44,-32,-0.7,0.14,0.3,-18,-1,-0.032,0.1,-0.0014,-0.0017,-0.0017,-0.0017,0.0003,0,0,0,-0.0017,0.02
1963,68,-28,0.45,0.16,-1.2,-19,0,0.024,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.021
1966,-204,-44,-0.35,0.18,0.3,-18,2,-0.009,-0.5,-0.0009,-0.001,-0.001,-0.0012,0.0001,0,0.0002,0,-0.0012,0.02
1968,-133,-52,0.37,0.07,0.1,-18,7,0.035,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
1971,-65,-55,0.6,0.06,1.2,-17,-3,-0.008,0.7,-0.0014,-0.0014,-0.0014,-0.0011,0,0,-0.0004,0,-0.0011,0.019
1972,42,-55,-0.7,0.09,1.1,-17,3,-0.035,0.1,-0.0015,-0.0017,-0.0017,-0.0017,0.0002,0,0,0,-0.0017,0.018
1973,80,-54,-0.76,-0.04,0.5,-18,9,0.014,2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.017
1974,274,-50,-0.47,0,-0.5,-18,15,0.025,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
1975,336,-48,-0.37,0.01,-0.7,-19,15,0.025,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
1977,-217,-31,0.37,0.06,0.8,-17,-6,-0.006,3.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.019
1978,-221,-37,0.12,0.12,1.2,-17,0,-0.019,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.018
1980,-140,-43,-0.12,0.07,1.2,-17,6,-0.012,-0.5,-0.001,-0.0012,-0.0012,-0.0012,0.0002,0,0,0,-0.0012,0.018
1981,147,-42,0.31,0.07,1.6,-16,5,0.006,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
1982,165,-41,0.33,0.07,1.8,-16,4,0.005,-0.1,-0.0009,-0.0009,-0.0009,-0.0008,0,0,-0.0002,0,-0.0008,0.018
1983,173,-40,0.34,0.08,1.8,-16,4,0.001,-0.2,-0.0012,-0.0009,-0.0009,-0.0009,-0.0004,0,0,0,-0.0009,0.019
1985,246,-28,-0.73,0.1,1.3,-17,2,-0.03,0.1,-0.0016,-0.0016,-0.0016,-0.0016,-0.0001,0,0,0,-0.0016,0.018
1987,534,9,0.53,0.2,-0.2,-18,-15,0.028,0.4,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0,0,0,-0.0005,0.024
1988,451,16,0.57,0.45,0.4,-18,-15,-0.019,-3,-0.0014,-0.0013,-0.0013,-0.0013,-0.0002,0,0,0,-0.0013,0.023
1989,411,17,0.53,0.48,0.5,-18,-23,-0.019,-4.4,-0.0015,-0.0014,-0.0014,-0.0013,-0.0003,0,-0.0002,0,-0.0013,0.024
1990,-3,23,-0.27,0.37,0.8,-17,-27,-0.055,-0.3,-0.002,-0.002,-0.002,-0.002,0,0,0,0,-0.002,0.021
1991,-283,17,-0.96,0.26,-0.5,-18,-10,-0.03,-1.1,-0.001,-0.0013,-0.0013,-0.0017,0.0003,0,0.0004,0,-0.0017,0.02
1992,-345,14,-0.87,0.13,-1.1,-19,-10,0.036,1.5,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0.0001,0,-0.0006,0.019
1995,-102,-1,0.73,-0.14,-1.3,-19,20,0.047,3,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,0.019
1996,99,1,0.89,0.1,0.6,-17,4,-0.01,0.4,-0.0013,-0.0011,-0.0011,-0.0011,-0.0003,0,0,0,-0.0011,0.02
1999,41,5,-0.34,0.16,1.5,-17,1,-0.029,-0.3,-0.0013,-0.0015,-0.0015,-0.0015,0.0002,0,0,0,-0.0015,0.021
2000,-148,3,-0.46,0.23,0.5,-17,-11,-0.002,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.019
2002,111,-6,0.37,0.08,-0.5,-18,8,0.019,-0.1,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.021
2003,-179,-5,-0.46,0.23,-0.9,-19,-9,0.004,0.1,-0.0009,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,0.019
2005,-152,-17,0.43,0.26,-0.7,-19,-10,0.002,-1.5,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.019
2006,-209,-22,0.4,0.11,-0.1,-18,4,-0.007,0.5,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.018
2007,-202,-23,0.39,0.13,0.1,-18,4,-0.008,-0.4,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0,0,0,-0.0011,0.019
2008,-137,-29,-0.23,0.11,0.4,-18,2,-0.037,0.3,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.017
2009,-89,-31,-0.5,-0.11,-0.1,-18,13,-0.02,3.4,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.016
2011,339,-24,-0.23,0.03,-1.4,-19,12,0.019,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.02
