ID,climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime2,diffSeTime3,diffSeTime4,diffSeTime5,diffSeTime6,diffSeTime7,diffSeTime8,diffSeTime9,diffSeTime10,diffSeTime11,diffSeTime12,diffSeTime13,diffSeTime14,alpha,Se,TARGET
1410,-133,-28,-0.34,0.05,0.65,0.8,-10,-5,-20,0.6,19,18,18,18,18,18,18,18,18,18,18,19,19,19,1,0,0,0,0,0,0,0,-1,0,-2,0,0,0,0.5,19,-0.0006
1412,-82,-35,-0.22,-0.15,0.54,-0.8,-12,13,18,3,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0004
1415,22,-18,0.41,0.09,0.51,1.2,-10,-3,-11,0.1,18,19,19,19,19,19,19,19,19,19,19,19,19,19,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0008
1416,-60,-18,0.25,0.09,0.6,1.6,-9,-8,-15,0.4,17,17,17,17,17,17,17,17,17,18,18,18,18,19,0,0,0,0,0,0,0,0,-2,0,-1,0,-2,0,0.5,19,-0.0009
1418,60,-18,-0.28,0,0.45,1.7,-9,3,-19,0.1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0008
1420,-17,-12,0.06,0.07,0.54,-1.3,-12,-2,13,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0007
1421,-72,-14,0.3,0.08,0.6,-0.8,-12,-5,4,0.1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0008
1422,-92,-15,0.32,0.08,0.61,-0.6,-12,-4,3,-0.1,17,18,18,18,18,19,19,19,19,19,19,19,19,19,-2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0.5,19,-0.0009
1423,-120,-16,0.34,0.08,0.64,-0.4,-11,-5,2,-0.1,18,18,18,18,18,17,17,17,17,18,18,18,18,19,0,0,0,0,1,0,0,0,-2,0,0,0,-2,0,0.5,19,-0.001
1424,-93,-19,0.22,0.1,0.62,0.2,-11,-4,-17,-1.4,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0009
1425,-121,-21,0.04,0.07,0.63,0.4,-11,-3,-16,-0.3,16,16,16,16,16,17,17,18,18,18,18,19,19,19,0,0,0,0,-2,0,-2,0,0,0,-1,0,0,0,0.5,19,-0.0005
1428,72,-23,0.24,0.2,0.48,0.5,-11,-6,11,-3.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0.5,20,-0.0012
1430,-220,-26,-0.26,0.13,0.76,0.7,-10,-12,-30,0.3,17,17,17,17,17,17,17,19,19,19,19,19,19,20,0,0,0,0,0,0,-3,0,0,0,0,0,-2,0,0.6,20,-0.0006
1431,-209,-34,-0.65,-0.02,0.68,-0.3,-11,7,12,-1,16,16,16,16,16,16,16,16,16,16,16,16,16,17,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0.5,17,-0.0004
1432,337,-27,0.28,-0.04,0.18,-1.2,-12,7,23,0.5,18,18,18,18,18,18,18,18,18,18,18,18,18,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,17,-0.0007
1433,365,-21,0.5,0.04,0.19,-0.8,-12,-1,20,0.2,19,19,19,19,19,19,19,18,18,18,18,18,18,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,18,-0.001
1435,50,-1,-0.15,0.14,0.52,1,-10,-13,-32,0.2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.001
1436,-156,-3,-0.58,0.08,0.69,0.3,-11,-10,-9,1.1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0008
1437,-268,-9,-0.66,0.02,0.78,-0.8,-12,-7,4,0.8,17,17,17,17,17,17,17,17,17,17,17,18,18,18,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0.5,18,-0.0006
1438,-163,-15,-0.52,-0.03,0.64,-1.7,-13,8,13,-0.2,17,17,17,17,17,17,17,16,16,16,16,16,16,17,0,0,0,0,0,0,1,0,-1,0,-1,0,-2,0,0.5,17,-0.0004
1439,183,-14,0.07,-0.05,0.3,-2.4,-13,14,26,-0.5,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0005
1440,347,-9,0.37,-0.06,0.15,-2.1,-13,14,24,-0.1,21,21,21,21,21,21,21,19,19,17,17,16,16,16,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0.5,16,-0.0007
1441,422,-4,0.54,0.34,0.17,-1.7,-13,-3,18,-5.8,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,21,-0.001
1442,264,3,0.64,0.2,0.33,-1.1,-12,-15,1,0.4,21,21,21,21,21,20,20,20,20,21,21,21,21,21,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0.6,21,-0.0013
1443,-310,4,0.02,0.27,0.89,0.2,-11,-24,-31,0,19,19,19,19,19,19,19,19,19,19,19,19,19,22,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,0.6,22,-0.0009
1444,-445,-9,-0.47,-0.09,0.92,-0.3,-11,-3,-3,2.8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0004
1445,-23,-30,0.29,-0.08,0.49,-1.4,-12,13,24,-0.2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0005
1447,240,-25,0.71,0,0.28,0,-11,4,7,0.1,19,18,18,18,18,18,18,18,18,18,18,18,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0011
1448,254,-16,0.69,0.16,0.34,1.5,-9,-16,-18,-2.5,19,19,19,19,19,19,19,20,20,20,20,20,20,19,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0.6,19,-0.0012
1449,141,-11,0.33,0.07,0.4,2.2,-9,-5,-28,0.1,20,19,19,19,19,19,19,19,19,19,19,19,19,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0008
1450,-41,-9,-0.27,0.09,0.57,2.1,-9,-6,-7,0.1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0009
1452,235,-13,0.06,0.02,0.27,0.2,-11,10,14,-0.6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0007
1453,289,-8,0.22,-0.02,0.23,0.3,-11,5,12,0.3,18,18,18,18,18,18,18,18,18,18,18,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0009
1454,284,9,0.09,0.07,0.26,1,-10,-2,-15,-0.4,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.001
1456,233,17,-0.16,0.23,0.34,0.9,-10,-8,-11,-2.4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,20,-0.0008
1459,-257,13,-0.2,0.06,0.75,-0.2,-11,-2,10,0.5,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0012
1460,-299,6,-0.04,0.09,0.8,-0.4,-11,-4,7,-0.2,19,21,21,21,21,21,21,21,21,21,21,20,20,19,-3,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,19,-0.0013
1461,-427,0,-0.22,0.2,0.98,-0.5,-11,-21,-23,0.2,19,19,19,19,19,19,19,19,19,19,19,21,21,21,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0.6,21,-0.0004
1462,-476,-23,-0.34,0.01,0.89,-1.6,-13,17,27,-0.6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0.5,17,-0.0003
1464,117,-38,0.62,0.08,0.39,-0.9,-12,7,3,-4.1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,-0.0011
1465,384,-21,0.05,0.13,0.16,1,-10,3,-23,-2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0008
1466,-41,2,-0.25,0.16,0.6,-0.4,-11,-12,2,-0.2,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0006
1467,-205,-10,0.11,0.02,0.68,-0.9,-12,4,14,-0.2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0005
1468,-170,-13,0.22,0.01,0.65,-0.8,-12,4,13,0,16,16,16,16,16,16,16,18,18,18,18,18,18,18,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0.5,18,-0.0012
1469,-20,-16,0.32,0.18,0.53,0,-11,3,-30,-3.1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0011
1470,-60,-16,0.15,0.09,0.6,0.1,-11,-11,-29,0.1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.6,19,-0.0006
1471,101,-20,0.34,0.01,0.41,0.4,-11,4,9,-0.1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.001
1474,-235,-17,-0.39,0.25,0.81,1.3,-10,-21,-32,-1.9,17,17,17,17,17,17,17,20,20,20,20,21,21,21,0,0,0,0,-1,0,-3,0,-1,0,-2,0,0,0,0.6,21,-0.0006
1475,-373,-22,-0.54,-0.14,0.86,0.9,-10,-9,-3,4,16,16,16,16,16,16,16,17,17,17,17,17,17,17,-1,0,0,0,0,0,-2,0,0,0,0,0,-1,0,0.5,17,-0.0003
1476,-141,-31,-0.28,-0.09,0.59,0,-11,13,29,-0.4,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0006
1478,174,-25,0.22,0.04,0.35,0.4,-11,1,-3,0.2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0012
1479,46,-18,-0.15,0.13,0.51,0.8,-10,-12,-26,0.8,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0006
1480,-254,-23,-0.42,-0.11,0.73,-0.5,-11,-2,16,4.4,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0004
1481,-188,-28,-0.23,0.02,0.67,-0.8,-12,3,16,0,18,18,18,18,18,18,18,18,18,17,17,18,18,18,0,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0.5,18,-0.0003
1482,-145,-32,0.17,-0.13,0.62,-0.9,-12,3,28,1.5,15,15,15,15,15,15,15,15,15,15,15,15,15,16,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0.5,16,-0.0008
1483,168,-29,0.61,0.24,0.42,0.3,-11,-15,-7,-3.4,19,19,19,20,20,20,20,20,20,20,20,20,20,20,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0.6,20,-0.0012
1484,-264,-33,-0.17,0.15,0.8,1.5,-10,-13,-33,-0.2,17,17,17,17,17,17,17,17,17,20,20,20,20,20,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0.6,20,-0.0007
1485,-347,-37,-0.4,-0.17,0.81,1.3,-10,-3,-28,5.2,18,18,18,18,18,18,18,17,17,17,17,17,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,17,-0.0006
1486,202,-46,-0.26,-0.14,0.25,-0.6,-11,20,11,-0.2,17,17,17,17,17,16,16,15,15,15,15,15,15,15,-1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.4,15,-0.0004
1489,445,-6,0.58,0.15,0.17,0.3,-11,-17,8,1.2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,0.6,21,-0.0012
1490,78,7,-0.21,0.1,0.47,1,-10,-9,-30,-0.1,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0.5,19,-0.0009
1491,24,7,-0.42,0.09,0.51,0.7,-10,-7,-24,0.1,18,18,18,18,18,19,19,19,19,19,19,19,19,19,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0.5,19,-0.0007
1492,-43,7,-0.58,0.03,0.55,-0.4,-11,0,8,0.6,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0004
1493,183,13,0.59,0.04,0.35,-0.7,-12,-2,19,0.5,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.001
1494,172,19,0.81,0.12,0.37,0.7,-10,-4,-6,-1.1,20,20,20,20,20,20,20,20,20,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,19,-0.0011
1496,-145,19,-0.32,0.03,0.66,2,-9,-8,-32,0.5,16,16,16,16,16,16,16,16,16,17,17,17,17,18,0,0,0,0,0,0,0,0,-2,0,0,0,-2,0,0.5,18,-0.0006
1497,113,17,-0.65,-0.09,0.35,0.4,-11,15,13,-0.3,17,16,16,16,16,16,16,16,16,16,16,16,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0005
1498,283,21,-0.48,-0.09,0.2,-0.3,-11,14,14,0,17,17,17,17,17,17,17,17,17,17,17,17,17,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,16,-0.0004
1499,354,27,-0.31,0.02,0.18,-0.7,-12,1,18,0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0.5,17,-0.0005
1500,433,40,0.12,0.1,0.13,-0.9,-12,-3,21,-1.5,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0006
1503,336,61,0.49,0.11,0.22,0.3,-11,-6,-2,-0.5,21,21,21,21,21,21,21,21,21,19,19,19,19,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.5,19,-0.001
1504,181,67,0.43,0.25,0.44,0.9,-10,-26,-8,-1,24,24,24,24,24,24,24,24,24,24,24,21,21,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.6,21,-0.0009
1505,-649,50,-0.08,0.16,1.15,1.5,-10,-17,-13,0.6,19,19,19,19,19,19,19,20,20,20,20,20,20,20,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0.6,20,-0.0008
1506,-791,15,-0.28,-0.34,1.11,0.9,-10,27,-2,4.7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,13,-0.0009
1507,-75,-4,-0.36,-0.2,0.48,0.2,-11,26,-6,0.2,15,14,14,14,14,14,14,14,14,14,14,14,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,14,-0.0008
1508,134,-3,-0.39,-0.2,0.29,-0.2,-11,26,-5,-0.1,19,19,19,17,17,15,15,15,15,14,14,14,14,14,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0.4,14,-0.0005
1509,335,12,-0.12,0.17,0.22,-1.1,-12,-1,22,-1.8,21,20,20,20,20,20,20,20,20,20,20,20,20,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,19,-0.0007
1511,-189,18,0.3,0.12,0.73,-0.6,-12,-15,3,1.5,19,19,19,19,19,20,20,20,20,20,20,20,20,20,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0.6,20,-0.001
1512,-557,-11,-0.12,-0.06,0.99,0.2,-11,4,-14,2.9,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0009
1515,191,-35,0.37,0.13,0.35,-0.9,-12,-2,17,-2.4,17,18,18,18,18,18,18,18,18,18,18,18,18,18,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0008
1516,170,-28,0.54,0.08,0.36,0.3,-11,-2,-8,-1.1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0012
1517,105,-18,-0.51,0.05,0.42,0.9,-10,-2,-27,0,19,18,18,18,18,18,18,18,18,18,18,18,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,18,-0.0008
1518,97,-16,-0.75,0.05,0.42,0.2,-11,-2,-23,0,18,18,18,18,18,18,18,19,19,19,19,18,18,18,-1,0,0,0,0,0,-2,0,-1,0,1,0,0,0,0.5,18,-0.0006
1521,126,-11,-0.4,0.07,0.39,-2.2,-13,4,28,0,18,18,18,18,18,18,18,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.5,18,-0.0005
1522,139,-8,0.03,0.06,0.38,-2.5,-13,2,30,-0.1,21,20,20,20,20,20,20,20,20,20,20,20,20,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,18,-0.0007
1524,-602,-28,0.47,-0.19,1.02,-0.4,-11,6,-4,4.7,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,16,-0.0011
1525,-344,-31,-0.82,0.15,1.54,1.1,-17,3,-2,-0.4,41,41,41,41,41,41,41,41,41,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,41,-0.0015
1528,15,-47,-0.12,0.02,1,-1.6,-19,15,28,-0.2,38,36,36,36,36,36,36,36,36,36,36,36,36,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,-0.0015
1529,279,-41,0.43,0.34,0.79,-1.2,-19,-2,18,-2.3,41,41,41,41,41,41,41,41,41,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,41,-0.0017
1530,178,-32,0.66,0.28,0.93,0.1,-18,-8,1,-0.6,41,41,41,41,41,41,41,41,41,41,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,41,-0.0025
1531,-21,-29,0.49,0.34,1.18,1.5,-17,-13,-29,-0.7,41,41,41,41,41,41,41,41,41,41,41,41,41,42,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1.2,42,-0.0017
1532,-199,-35,-0.09,0.07,1.25,1.8,-16,4,-7,0.8,38,38,38,38,38,38,38,38,38,38,38,37,37,37,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,37,-0.0015
1533,-205,-41,-0.05,0.03,1.25,1.7,-16,3,8,1.5,35,35,35,35,35,35,35,35,35,37,37,37,37,37,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,37,-0.0018
1534,124,-42,-0.18,0.13,0.85,1.2,-17,1,-4,-0.2,36,36,36,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,-0.002
1535,133,-36,-0.31,0.18,0.84,0.7,-17,-2,-10,-0.2,36,36,36,36,36,36,36,36,36,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,-0.0014
1536,63,-31,-0.29,0.34,0.97,-0.4,-18,-10,16,-1.2,38,38,38,38,38,38,38,38,38,38,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,38,-0.0012
1537,-77,-32,-0.08,0.3,1.11,-0.6,-19,-10,15,-0.2,34,35,35,35,35,35,35,35,35,35,35,36,36,38,-1,0,0,0,0,0,0,0,-1,0,-2,0,-3,0,1,38,-0.0009
1539,-69,-37,0.49,0.22,1.05,1.4,-17,-6,-39,-0.6,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,-0.0026
1540,-156,-42,-0.33,0.04,1.07,1.5,-16,5,-38,1.3,34,33,33,33,33,33,33,33,33,33,33,33,33,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,33,-0.0018
1542,-135,-47,-0.81,0.17,1.09,-0.4,-18,-4,5,0.7,32,31,31,31,31,31,31,31,31,31,31,34,34,34,1,0,0,0,0,0,0,0,0,0,-4,0,0,0,1,34,-0.0008
1543,-12,-50,-0.27,0.11,0.92,-1.9,-20,2,43,1,32,32,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,32,-0.0016
1544,50,-50,0.23,0.17,0.84,-1.9,-20,4,39,-0.5,34,34,34,34,34,34,34,33,33,33,33,32,32,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9,32,-0.002
1545,53,-48,0.46,0.25,0.88,-1.2,-19,-6,-5,-0.3,35,35,35,35,35,35,35,35,35,35,35,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,-0.0021
1546,-84,-48,0.17,0.28,1.03,-0.6,-18,-9,-19,-0.3,35,35,35,35,35,35,35,35,35,35,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,-0.0023
1547,-209,-52,-0.08,0.28,1.17,-0.5,-18,-10,-18,-0.1,31,31,31,31,31,31,31,31,31,31,31,32,32,35,0,0,0,0,0,0,0,0,0,0,-2,0,-4,0,1,35,-0.0007
1549,309,-52,0.69,0.05,0.48,-0.1,-18,9,12,0.1,32,32,32,32,32,29,29,29,29,29,29,29,29,29,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.8,29,-0.0017
1550,381,-48,0.78,0.07,0.41,0.5,-17,9,9,-0.3,33,33,33,33,33,32,32,32,32,32,32,32,32,29,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0.8,29,-0.002
1551,249,-34,0.49,0.26,0.64,2.3,-16,-12,-28,-0.6,33,33,33,33,33,33,33,33,33,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,33,-0.0022
1556,531,-32,0.42,0,0.18,0.4,-18,14,21,-0.2,29,29,29,29,29,29,29,29,29,29,29,27,27,26,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.8,26,-0.0019
1558,160,8,-0.25,0.18,0.63,1.6,-16,0,-15,-0.9,29,29,29,29,29,29,29,29,29,29,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,29,-0.0015
1559,53,13,-0.45,0.21,0.77,0.5,-17,-9,-2,0.3,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,30,-0.0013
1560,-65,13,-0.41,0.12,0.87,-0.4,-18,-7,14,0.8,28,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28,-0.0012
1564,-227,3,0.39,0.07,1,0.3,-18,-5,-16,2.1,28,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28,-0.0019
1566,-240,-20,-0.43,0.13,0.99,-0.4,-18,1,24,-0.6,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,26,-0.0008
1567,-103,-27,0.2,0.14,0.81,-0.7,-19,9,33,-1.1,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,26,-0.0017
1570,-143,-32,-0.3,0.07,0.87,1,-17,1,-52,1.9,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,26,-0.0011
1571,-126,-34,-0.79,0.15,0.86,0.5,-18,-1,-46,-0.4,24,24,24,24,24,26,26,27,27,26,26,26,26,26,-1,0,0,0,-3,0,-2,0,0,0,0,0,0,0,0.7,26,-0.0009
1572,-125,-36,-0.98,0.14,0.86,-0.4,-18,0,6,-0.2,23,23,23,24,24,24,24,24,24,24,24,24,24,26,0,0,-2,0,-1,0,-1,0,-1,0,0,0,-3,0,0.7,26,-0.0008
1573,-33,-37,-0.72,0.03,0.69,-1.2,-19,16,32,0.2,23,23,23,23,23,23,23,24,24,23,23,23,23,24,0,0,0,0,0,0,-1,0,1,0,0,0,-2,0,0.7,24,-0.0007
1574,169,-36,-0.28,0.05,0.49,-1.8,-20,15,39,-0.6,24,23,23,23,23,23,23,23,23,23,23,23,23,23,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.7,23,-0.0008
1575,290,-33,0.05,0.01,0.36,-1.9,-20,16,40,0.3,26,26,26,26,26,26,26,24,24,23,23,23,23,23,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.7,23,-0.0009
1576,413,-28,0.35,0.22,0.27,-1.8,-20,12,34,-2.1,29,29,29,29,29,29,29,26,26,26,26,26,26,26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.7,26,-0.0012
1577,406,-20,0.68,0.37,0.37,-1.1,-19,-11,22,-2.5,32,32,32,32,32,32,32,32,32,32,32,29,29,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.8,29,-0.0015
1579,-314,-23,0.18,0.13,1.02,1.7,-16,0,-48,0.7,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,26,-0.0009
1580,-366,-35,-0.56,0.06,1.06,1.2,-17,-1,-1,1.1,26,25,25,25,25,25,25,25,25,24,24,24,24,25,1,0,0,0,0,0,-1,0,1,0,-1,0,-1,0,0.7,25,-0.0008
1581,-343,-51,0.13,-0.13,1,0.4,-18,4,26,3.2,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,22,-0.0016
1582,233,-48,-0.52,0.1,0.44,0.6,-17,4,-10,0,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,24,-0.0011
1584,290,-25,-0.13,0.25,0.44,-1.6,-20,-12,22,0.2,26,26,26,26,26,26,26,26,26,26,26,26,26,26,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,26,-0.0008
1586,12,-17,0.51,0.35,0.73,-1.1,-19,-14,3,-0.2,28,28,28,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28,-0.0012
